作者规范,六帖部类,高值句数,最高相似度,平均相似度,代表诗题,代表诗句,代表六帖词条,代表六帖注文,代表相似度
李白,衣服,1,0.785909,0.785909,秋浦歌十七首,泪满黑貂裘,黑貂裘,《史記》：蘇秦說趙相李兌，兌送以黑貂之裘。,0.785909
李白,河,1,0.784045,0.784045,西岳云台歌，送丹丘子,千年一清圣人在,見一清於千年,《運命論》曰：「黃河清，聖人出。」《拾遺記》曰：「河千年一清，聖王之大瑞。」,0.784045
李白,刺史,1,0.781554,0.781554,感时留别从兄徐王延年、从弟延陵,出入畏人知,畏人知,《晉》：胡質為荊州，子威自京師省父，辭歸洛陽。父賜絹一匹威跪問曰：「安得此絹？」質曰：「吾俸料之餘。」後威為徐州，帝問曰：「卿清何如父？」對曰：「臣不如父，臣清畏人不知，父清畏人知。,0.781554
李白,規誨,1,0.779712,0.779712,别韦少府,赠我以微言,贈人以言,《史》：孔子去周，老子送之曰：「仁者贈人以言，夫聰明深察，近於死者議人也。博辨宏達危身也。」,0.779712
李白,食,1,0.779194,0.779194,玉真公主别馆苦雨，赠卫尉张卿二首,藜藿不满眼,藜藿,《七發》曰：予甘藜藿，未暇此食。,0.779194
李白,圖畫,1,0.774623,0.774623,王右军,笔精妙入神,手擇,筆精。,0.774623
李白,猿,1,0.774224,0.774224,古风,棘刺造沐猴,造棘剌,《韓子》：燕王好微巧，衛人曰：「臣能於棘剌之端，造沐猴。及成其術乃逃。,0.774224
李白,杯,1,0.771847,0.771847,游泰山六首（天宝元年四月从故御道上泰山）,遗我流霞杯,流霞一杯,《論衡》曰：「須曼都好道，去家三年而反。」曰：仙人將上天，飲我流霞一杯，數月不飢。,0.771847
李白,矢,1,0.771427,0.771427,酬裴侍御对雨感时见赠,颇似今之人,今人,以指夾舞之是也。,0.771427
李白,怨棄,1,0.767008,0.767008,雪谗诗赠友人,不我遐弃,不我遐棄。,《詩》,0.767008
李白,宅,1,0.761558,0.761558,玩月金陵城西孙楚酒楼达曙歌吹日晚乘醉…访崔四侍御,疑是王子猷,王子猷,《世說》：王子猷每假人宅，必種竹，人詰之曰：「不可一日無此君。,0.761558
李白,弔,1,0.756214,0.756214,自溧水道哭王炎三首,吊死不及哀,弔生不及哀,,0.756214
李白,九月九日,1,0.756146,0.756146,九月十日即事,昨日登高罢,登高,《續齊諧記》：汝南桓景隨費長房遊學，長房謂曰：「九月九日，汝家當有災異，急令家人縫絳囊，盛茱萸，繫臂上，登高飲菊花酒，此禍乃消，景從其言，還家登山，夕還見雞犬，一時暴死。今人九月九日登高是其事。,0.756146
李白,相思,1,0.754745,0.754745,淮南卧病书怀，寄蜀中赵征君蕤,故人不可见,我思故人,,0.754745
李白,書信,1,0.754708,0.754708,感兴六首,何如投水中,投水,殷羨、洪喬為豫章太守，都下士人。因其致書者，百餘函，行次石頭皆投水中，曰：「沉者自沉，浮者自浮。」殷羨不為致書郵也。,0.754708
李白,别,1,0.754606,0.754606,送殷淑三首,相看不忍别,攀桃李兮不忍别,,0.754606
李白,金,1,0.753744,0.753744,书怀赠南陵常赞府,不如一盘粟,如粟,《後漢》：張奐為安定屬，國人遺金以酒酹，曰：「使金如粟，不以入懷。,0.753744
李白,鳥,1,0.748317,0.748317,下泾县陵阳溪至涩滩,侧足不容舠,側足,,0.748317
李白,崑崙山,1,0.747777,0.747777,上清宝鼎诗（前见《东观馀论》，后见《王直方诗话》）,奄有仙人房,仙人居,《葛仙公傳》：崑崙山一曰玄圃臺，一曰積瑤房，一曰閬風臺，一曰華蓋，一曰天柱，皆仙人所居。,0.747777
李白,淫亂,1,0.7473,0.7473,登梅冈望金陵，赠族侄高座寺僧中孚,奔走相驰突,相奔,男女不待時而相奔。,0.7473
李白,裘,1,0.745157,0.745157,相和歌辞。白头吟二首,鷫鸘裘在锦屏上,錦衣以裼之,《記》曰：「君衣狐白裘，錦衣以裼之。注云：君衣白裘以素錦為衣，袒而有衣曰裼。,0.745157
李白,松柏,1,0.744889,0.744889,登梅冈望金陵，赠族侄高座寺僧中孚,草木不剪伐,草不植,松柏之下草不植。,0.744889
李益,山,1,0.754351,0.754351,从军夜次六胡北饮马磨剑石为祝殇辞,尔独不可以久留,不可久留,《離騷》：山中不可久留。,0.754351
李端,賢,2,0.788044,0.788044,杂曲歌辞。春游乐二首,倡女蒲葵扇,蒲葵扇,謝安風流，時多愛慕故人，罷中宿縣，還有蒲葵扇五萬，安取中者題之，京師慕效，競市價數倍。,0.788044
李端,羽林將軍,1,0.775631,0.775631,送王羽林往秦州,汉日羽林郎,羽林,漢置羽林郎。,0.775631
李端,隄渠,1,0.770342,0.770342,过宋州,东流水不回,水不流,《後漢》：王梁，字君嚴。為河南尹，穿伊穀水。注洛陽城下，東寫鞏川。及渠成開決，而水不流，有司刻之。,0.770342
李端,棄官,1,0.757336,0.757336,酬晋侍御见寄,不在子真官,不之官,後漢楊倫以諌不合出補常山主簿病不之官司𨽻催促倫上䟽曰有留死一尺無北行一寸徴詣廷尉詔原之,0.757336
李端,草,1,0.746099,0.746099,山中期张芬不至,石堤春草碧,春草碧色,,0.746099
李纾,秋,1,0.817422,0.817422,让皇帝庙乐章。迎神,爰命有司,命有司嘗,嘗群神也。,0.817422
李绅,信,1,0.74255,0.74255,趋翰苑遭诬构四十六韵,尧门信未孚,小信未孚,,0.74255
李群玉,功,1,0.80871,0.80871,始忝四座奏状闻荐蒙恩授官旋进歌诗延英宣…二十四韵,伫将告成功,告厥成功,,0.80871
李群玉,僧,1,0.767015,0.767015,湘中别成威闍黎,至哉彼上人,上人,彼上人者。,0.767015
李群玉,美婦人,1,0.762831,0.762831,长沙九日登东楼观舞,南国有佳人,南國,曹植詩云：南國有佳人，容華若桃李。,0.762831
李群玉,水,1,0.760392,0.760392,自澧浦东游江表，途出巴丘，投员外从公虞,艰哉水投石,投石,《運命論》曰：「以水投石，莫之受也。以石投水，莫之逆也。」,0.760392
李翱,父友,1,0.813436,0.813436,断僧通状,父母不拜,不拜,魏常林伯槐，年七歲。父黨造之，問伯槐曰：「伯先在否，何不拜？」林曰：「對子字，父何拜之有？」,0.813436
李翱,悔恨,1,0.750061,0.750061,拜禹歌,往者吾弗及兮,往者不可諫,,0.750061
李舒,秋,1,0.817422,0.817422,郊庙歌辞。让皇帝庙乐章。迎神,爰命有司,命有司嘗,嘗群神也。,0.817422
李贺,疑獄,2,0.769384,0.769384,相和歌辞。猛虎行,吏不敢听,吏不能決,高詔御史獄之疑者，吏不能決，使有罪者久而不論，無罪者久繫而不決，自今縣道官獄疑者，各讞屬所二千石官。二千石官以罪名當報之。注當處也。某所不能決者，移廷尉，廷尉亦報之。廷尉不能決者具奏。,0.769384
李贺,河,1,0.791538,0.791538,荣华乐（一作东洛梁家谣）,白璧一双,白璧,《河圖》：趙王政以白璧沉于河。,0.791538
李贺,華山,1,0.786811,0.786811,赠陈商,太华五千仞,削成五千仞,《山海經》：「華山削成而四方，高五千仞，其廣千里。」,0.786811
李贺,賢,1,0.759102,0.759102,南园,方领蕙带折角巾,折角巾,郭林宗行，遇雨，巾一角墊士，人故折其巾角以效之。,0.759102
李适,冨,1,0.753822,0.753822,中和节赐群臣宴赋七韵,戒之在无荒,戒之在得,,0.753822
李适,君臣,1,0.750845,0.750845,重阳日即事,思为君臣同,知臣莫若君,,0.750845
李遐周,游俠,1,0.749826,0.749826,题壁,燕市人皆去,燕市,荆軻飲燕市。,0.749826
李隆基,推斷獄,1,0.812973,0.812973,赐诸州刺史以题座右,讼狱必以情,察必以情。,小大之獄，雖不能察必以情。,0.812973
李隆基,射,1,0.767554,0.767554,校猎义成喜逢大雪率题九韵以示群官,弧矢威天下,以威天下,聖人弦木為弧，剡木為矢。弧矢之利，以威天下，蓋取諸睽。,0.767554
李隆基,貧,1,0.764493,0.764493,途经华岳,四方皆石壁,四壁,司馬相如居徒四壁。,0.764493
李隆基,笑,1,0.755272,0.755272,经邹鲁祭孔子而叹之,夫子何为者,夫子何哂,,0.755272
李颀,燈燭,1,0.834233,0.834233,王母歌,为看青玉五枝灯,青玉五枝燈,《西京雜記》曰：「高祖入咸陽宮，秦有青玉五枝燈，高七尺五寸，有蟠螭口銜燈，然之，鱗甲皆動，煥炳列星。,0.834233
李颀,衣服,1,0.807484,0.807484,塞下曲,千骑黑貂裘,黑貂裘,《史記》：蘇秦說趙相李兌，兌送以黑貂之裘。,0.807484
李颀,吏部,1,0.80237,0.80237,送皇甫曾游襄阳山水兼谒韦太守,持衡吏部郎,持衡,,0.80237
李颀,錢,1,0.76541,0.76541,送乔琳,口不言金帛,不言,王衍，字夷甫。疾，妻郭氏貪。口不言錢，云，舉阿堵物。,0.76541
李颀,郊,1,0.756616,0.756616,春送从叔游襄阳,刺史在郊迎,郊迓,郊迎。,0.756616
李颀,馬,1,0.742388,0.742388,别梁锽,不见古时塞上翁,塞上翁,失馬人弔曰：「未必不為福。俄爾馬引塞外馬歸。,0.742388
李频,徒役,1,0.759428,0.759428,蜀中逢友人,自古有行役,役。諸司空,周禮凡萬人有罪者桎梏而坐諸嘉石役諸司空重罪旬有三日坐朞月役則宥而赦之注云役者使給百工之役者也,0.759428
杜光庭,國政,1,0.891481,0.891481,纪道德,百姓日用而不知,百姓日用而不知。,,0.891481
杜光庭,道教,1,0.798726,0.798726,纪道德,上士勤行而必克,上士勤行,上士聞道勤，而中之；中士聞道，若存若亡；下士聞道大笑之，不笑不足以為道。,0.798726
杜审言,忠,1,0.787016,0.787016,泛舟送郑卿入京,恩追社稷臣,社稷臣,漢文帝目送絳侯曰：「社稷臣袁盎。」曰：「功臣非社稷臣也。社稷臣者，主存與存，主亡與亡。諸呂用事，絳侯為太尉，本柄不正，共誅諸呂，適會功成。故曰功臣。」,0.787016
杜牧,日,1,0.826663,0.826663,雪中书怀,如日月縆升,如日之升,,0.826663
杜牧,丹藥,1,0.820676,0.820676,题桐叶,一丸五色成虚语,一丸五色,《古詩》云：與我一丸藥，光輝有五色。服之四五日，身體生羽翼。,0.820676
杜牧,道士,1,0.748774,0.748774,偶题,道在人间或可传,人能弘道,,0.748774
杜牧,乳母,1,0.74416,0.74416,偶题,甘罗昔作秦丞相,甘羅,十二為秦相。,0.74416
杜牧,弓,1,0.743773,0.743773,送沈士赴苏州，李中丞招以诗赠行,悬弓三百斤,後漢蓋延（巨卿）彎弓三百斤,,0.743773
杜甫,勤學,2,0.848644,0.80734205,壮游,欲罢不能忘,欲罷不能,,0.848644
杜甫,龍,2,0.810553,0.8046495,上韦左相二十韵（见素）,岂是池中物,非池中物,《吳志》：龍非池中物，雨必飛去。,0.810553
杜甫,神異,2,0.79238,0.776231,遣兴五首,嵇康不得死,嵇康受廣陵散,嵇康夜宿華亭，彈琴。夜半有客詣之。共談音律，辭致清辯。謂《廣陵散》，調絕倫，遂授康。仍誓不得傳，康撰高士傳，云云。,0.79238
杜甫,徵聘,2,0.789149,0.76778,遣兴五首,膏以明自煎,以明自煎,龔勝被王莽徵，不食而死，有老父來弔，甚哀曰：「膏以明自煎龔生，競夭天年，非吾徒也。遂出，不知其姓名。,0.789149
杜甫,死,2,0.769671,0.75831854,怀旧,便有死生分,死生有命,,0.769671
杜甫,知人,1,0.886258,0.886258,送高三十五书记,人实不易知,人不易知，,,0.886258
杜甫,過禮,1,0.882687,0.882687,病橘,虽多亦奚为,雖多奚以為,,0.882687
杜甫,衣服,1,0.846075,0.846075,奉送王信州崟北归,寒腻黑貂裘,黑貂裘,《史記》：蘇秦說趙相李兌，兌送以黑貂之裘。,0.846075
杜甫,扇,1,0.84457,0.84457,八哀诗。故司徒李公光弼,平生白羽扇,白羽扇,裴啟《語林》曰：「諸葛武侯，持白羽扇，指麾三軍。,0.84457
杜甫,改制灋令,1,0.832576,0.832576,述古三首,秦时任商鞅,自敝。,商鞅。,0.832576
杜甫,美婦人,1,0.822086,0.822086,佳人,绝代有佳人,絶代,李延年歌曰：北方有佳人，絶代而獨立。一顧傾人城，再顧傾人國。,0.822086
杜甫,致仕,1,0.819828,0.819828,遣兴五首,上疏乞骸骨,乞骸骨,,0.819828
杜甫,灰,1,0.81869,0.81869,秋日荆南述怀三十韵,冥心若死灰,心若死灰,《莊子》。,0.81869
杜甫,裘,1,0.816814,0.816814,奉送魏六丈佑少府之交广,季子黑貂敝,黑貂敝,《史記》：蘇秦說相李兌，兌遺之以黑貂裘。蘇秦游秦，秦不能用，於是貂裘敝。,0.816814
杜甫,貴,1,0.813231,0.813231,盐井（盐井在成州长道县，有盐官故城）,君子慎止足,止足,《史》：蔡澤曰：「吳君白起、越大夫種，功成不去禍，至范蠡知止，足超然避世。長為陶，朱公孰見與禍至，忍不能離，疑不能決云云。應侯曰：「吾聞欲而不知止，則失其所欲也。」,0.813231
杜甫,渭,1,0.812589,0.812589,阆州东楼筵，奉送十一舅往青城县，得昏字,今我送舅氏,送舅,《詩》：我送舅氏，曰至渭陽。,0.812589
杜甫,案,1,0.812357,0.812357,又示宗武,试吟青玉案,青玉案,《張平子詩》曰：「美人贈我錦繡段，何以報之青玉案。」,0.812357
杜甫,勇,1,0.799052,0.799052,舟中苦热遣怀，奉呈阳中丞通简台省诸公,吾非丈夫特,非夫,非丈夫也,0.799052
杜甫,義,1,0.797966,0.797966,丹青引，赠曹将军霸,富贵于我如浮云,不義,而富，且貴於我如浮雲。,0.797966
杜甫,冨,1,0.79682,0.79682,牵牛织女,戒之在至公,戒之在得,,0.79682
杜甫,乞師,1,0.787011,0.787011,秦州见敕目薛三璩授司议郎毕四曜除监察与二…凡三十韵,俱议哭秦庭,哭秦庭,《左傳》：吳入楚，楚申包胥詣秦，乞師，立依庭牆而哭，日夜不絕音，水漿不入口。七日而得兵。,0.787011
杜甫,屋室,1,0.786468,0.786468,自京赴奉先县咏怀五百字,恐触天柱折,天柱折,《列子》曰：「共工氏與顓頊爭帝位，頭觸不周山，崩天柱折。,0.786468
杜甫,河,1,0.783435,0.783435,南征,春岸桃花水,桃花水,《溝洫志》：河決而桃花水漾溢。注云：三月水漲名。,0.783435
杜甫,功,1,0.776296,0.776296,往在,相贺以成功,告厥成功,,0.776296
杜甫,行旅,1,0.774635,0.774635,成都府,自古有羁旅,羈旅,《西征賦》云：遠行有羇旅之情,0.774635
杜甫,司天,1,0.772215,0.772215,敬简王明府（甫尝为唐兴县宰王潜作客馆记疑即王明府）,周南太史公,太史,《周官》太史掌建邦之六典。,0.772215
杜甫,羊,1,0.77129,0.77129,日暮,牛羊下来久,日之夕矣牛羊下來,,0.77129
杜甫,射,1,0.770306,0.770306,过南邻朱山人水亭,相过人不知,人不知,《晉》：魏舒為後將軍，盧毓每與參佐射，常為畫籌。後遇朋人不足，以舒滿數。毓初不知其善射，容範閑雅，發無不中。舉坐莫有，敵之者。,0.770306
杜甫,卜筮,1,0.769074,0.769074,秋日夔府咏怀奉寄郑监李宾客一百韵,卜羡君平杖,君平杖頭,嚴君平賣卜於都市曰得杖頭百錢，即閉肆垂簾。,0.769074
杜甫,君臣,1,0.766271,0.766271,别张十三建封,君臣各有分,知臣莫若君,,0.766271
杜甫,心,1,0.765999,0.765999,催宗文树鸡栅,其气心匪石,我心匪石,不可轉也。,0.765999
杜甫,食,1,0.765887,0.765887,赠李白,蔬食常不饱,不飽,《詩》曰：今也每食無餘。每食不飽。,0.765887
杜甫,儒教,1,0.765134,0.765134,偶题,法自儒家有,儒有忠信以為甲冑；仁義以為干櫓,《禮》。,0.765134
杜甫,秋,1,0.765066,0.765066,秋行官张望督促东渚耗稻向毕清晨遣女奴阿稽竖子…往问,荏苒百工休,百工休,膠漆之作停也。,0.765066
杜甫,姊妹,1,0.76256,0.76256,不归,从弟人皆有,從兄,《禮》：婦人從人者也。幼從父，兄嫁從夫。,0.76256
杜甫,貧,1,0.76176,0.76176,甘林,试问甘藜藿,甘藜藿,《文選》。,0.76176
杜甫,居喪越禮,1,0.760666,0.760666,晦日寻崔戢、李封,至今阮籍等,慕阮籍,姚興時，京兆韋高慕阮籍為人居喪，彈琴飲酒。黃門郎古成詵以文章雅正，參掌機密，聞之泣曰：「吾私刃斬之以崇風教。遂持劍見高，高懼而逃走。,0.760666
杜甫,日,1,0.756883,0.756883,赠郑十八贲（云安令）,古人日以远,問日近遠,晉明帝少時，言長安遠於日。,0.756883
杜甫,相思,1,0.752158,0.752158,梦李白二首,故人入我梦,我思故人,,0.752158
杜甫,虎,1,0.749707,0.749707,送顾八分文学适洪吉州,赠子猛虎行,猛虎行,《文．陸機〈猛虎行〉》：「渴不飲盜泉水，熱不息惡水陰。,0.749707
杜甫,寒,1,0.748252,0.748252,寒硖,寒硖不可度,沍寒,,0.748252
杜甫,席,1,0.744023,0.744023,送李校书二十六韵,天子正前席,前席,《賈誼傳》：文帝前席。注云：促席近聽誼言。,0.744023
杜荀鹤,儒教,1,0.900229,0.900229,将归山逢友人,儒为君子儒,君子之儒,子謂子夏，曰：「汝為君子儒，無為小人儒。,0.900229
杜荀鹤,桂,1,0.802898,0.802898,顾云侍御出二子请诗因遗一绝,想得月中仙桂树,月中有仙桂樹一枝,晉郤詵對武帝曰：「臣對策為天下第一，猶桂林一枝也。,0.802898
杜荀鹤,宗族,1,0.759885,0.759885,寄从叔,三族不当路,三族不虞,《儀禮》：士婚禮，請期曰：「唯是三族之不虞。」注：三族：父昆弟、已昆弟、子昆弟。,0.759885
杜荀鹤,酒,1,0.746146,0.746146,途中春,酒力不能久,醉而不出,是謂伐德,0.746146
杨凝式,冰,1,0.79549,0.79549,雪晴,春来冰未泮,未泮,迨冰未泮。,0.79549
杨师道,笑,1,0.750574,0.750574,阙题,一笑千金判是轻,一笑千金,,0.750574
杨收,堂,1,0.815976,0.815976,嘲吴人观者,若是升堂者,升堂,希升堂者，又曰：升我堂矣。,0.815976
杨敬之,清亷,1,0.752792,0.752792,客思吟,独念畏人知,畏人知,胡質為徐州子威自京師歸省驅驢毎舍於驢取樵見父十餘日告歸父賜絹一匹威跪曰大人清亷安得此絹質曰吾俸祿之餘後威為徐州晉武帝問卿清何如父清對曰臣不如父父清畏人知臣清畏人不知,0.752792
杨敬之,高潔,1,0.74739,0.74739,客思吟,乡人不可语,羞與鄉人處,孟子曰：「伯夷非其君，不事非其民。不使羞與鄉人處，如以朝衣朝冠而坐於塗炭也。」,0.74739
杨炯,菊,1,0.794711,0.794711,和酬虢州李司法,菊花宜泛酒,菊花酒,費長房謂桓景：「九月九日可登高，飲菊花酒以消災。,0.794711
杨衡,美人,1,0.822758,0.822758,赋得夜雨滴空阶送魏秀才,况有人如玉,如玉,有佳人，美者顔如玉,0.822758
柳宗元,讓功,1,0.761079,0.761079,乐府杂曲。鼓吹铙歌。铁山碎,功不可逾,功成不居,,0.761079
柳曾,忠,1,0.756424,0.756424,险竿行,忠臣不爱家,事君不忠,非孝也。,0.756424
武元衡,星,1,0.841132,0.841132,德宗皇帝挽歌词三首,星拱北辰箓,拱北辰,《語》：為政以德，譬如北辰。居其所，眾星拱之。,0.841132
武元衡,祭祀,1,0.832958,0.832958,德宗皇帝挽歌词三首,为人祈福处,為人祈福,,0.832958
武则天,戈殳矛戟,1,0.753152,0.753152,唐明堂乐章。皇帝行,永戢干戈,載戢干戈,,0.753152
武昌妓,離别,1,0.840199,0.840199,续韦蟾句,悲莫悲兮生别离,悲莫悲於生別離,《楚辭》。,0.840199
水神,津渡,1,0.800535,0.800535,霅溪夜宴诗（诸神命丽玉唱公无渡河歌）,公无渡河兮公竟渡,公無渡河,崔豹《古今注》：津吏霍子高見白首，狂夫被髮，提壺亂流而渡，其妻止之，不及，遂溺死。妻乃援箜篌，作《公無渡河》之曲，歌終亦投河而死。,0.800535
沈佺期,雞,1,0.750646,0.750646,送卢管记仙客北伐,雁行度函谷,出函谷,孟嘗君有難，夜半出函谷關。馮煖詐作雞鳴，乃得出。,0.750646
河中鬼,魚,1,0.757581,0.757581,踏歌,河水流溷溷,河魴,《詩》：豈其食魚，必河之魴，必河之鯉。,0.757581
法振,内外兄弟,1,0.763142,0.763142,送人游闽越,身寄朗陵公,朗陵公,《文選詩序》曰：「朗陵公何敬祖？余之從外兄也。」,0.763142
温庭筠,雪,1,0.871343,0.871343,蕃女怨,飞雪千里,飛雪千里,《楚辭》。,0.871343
温庭筠,宰相,1,0.803389,0.803389,中书令裴公挽歌词二首,萧何社稷臣,社稷臣,,0.803389
灵一,儒術,1,0.743792,0.743792,远公,一朝弃儒服,儒服,漢王入彭城，叔孫通儒服降，漢王憎之，乃變服，服短衣，楚制。,0.743792
独孤及,鳳,1,0.841508,0.841508,送陈兼应辟兼寄高適、贾至,凤凰翔千仞,翔千仞,《文》：鳳皇翔干千仞兮，覽德輝而下之。見細德之險微兮，搖增翮而去。,0.841508
独孤及,逆旅,1,0.778401,0.778401,丙戌岁正月出洛阳书怀,来酬主人恩,主人之恩。,,0.778401
独孤及,戎狄,1,0.74814,0.74814,初晴抱琴登马退山对酒望远醉后作,荒服何所有,要荒之服,,0.74814
王丘,雁,1,0.742746,0.742746,奉和圣制答张说扈从南出鼠雀谷之作,江雁入汾河,雁流哀於江海,,0.742746
王勃,仙,1,0.776838,0.776838,观内怀仙,自能成羽翼,生羽翼,,0.776838
王勃,恐懼,1,0.769922,0.769922,倬彼我系,忧心忉忉,心之憂矣,,0.769922
王季友,徵聘,1,0.757705,0.757705,古塞曲,天子不召见,不召之臣,公車詔楊秉、韋著並稱疾，不至。有司劾大不敬，正罪。周景、邊韶等議，秉以退譲為節，誠違仄席之望，然逶迤退跡，是抑苟進之風，明王之，世必有不召之臣也。,0.757705
王宏,城,1,0.76266,0.76266,从军行,秦王筑城三千里,秦築,長城延袤千里，以拒胡也。,0.76266
王建,津渡,1,0.785383,0.785383,相和歌辞。公无渡河,公无渡河公自为,公無渡河,崔豹《古今注》：津吏霍子高見白首，狂夫被髮，提壺亂流而渡，其妻止之，不及，遂溺死。妻乃援箜篌，作《公無渡河》之曲，歌終亦投河而死。,0.785383
王建,秋,1,0.770876,0.770876,秋日后（一作新晴后）,立秋日后无多热,立秋日涼風至,七月節也，後五日白露降，後五日寒蟬鳴。,0.770876
王建,道路,1,0.770431,0.770431,将归故山留别杜侍御,有路不得行,行不由徑,澹臺滅明，字子羽。,0.770431
王建,兄弟,1,0.759467,0.759467,送于丹移家洺州,兄弟相攻研,攻弟,袁譚欲攻弟尚。王脩諫曰：敗亡道也。兄弟左右手，譬人將鬪㫁右手。曰：「我必勝乎！」,0.759467
王建,仁,1,0.757958,0.757958,赠王侍御,君子抱仁义,君子去仁,惡乎成名。,0.757958
王建,死,1,0.748309,0.748309,主人故亭,死生不相及,死生有命,,0.748309
王建,堂,1,0.746017,0.746017,寄李益少监兼送张实游幽州,不上君子堂,不下堂,天子不下堂而見諸侯。,0.746017
王建,舅姑,1,0.741815,0.741815,促刺词（一作促促行）,嫁来常在舅姑傍,舅沒而姑老,《傳》：家事於子婦。,0.741815
王昌龄,寢,1,0.819588,0.819588,宿京江口期刘昚虚不至,明发不能寐,明發不寐,《詩》。,0.819588
王昌龄,笳,1,0.802578,0.802578,塞下曲四首,出塞入塞寒,出塞入塞,胡笳者，張博望入西域，傳其法於西京，唯得《摩訶兜勤》一曲。李延年因胡曲，更造新聲二十八解，以為武樂，有《出塞》、《入塞》、《楊柳》等十曲。,0.802578
王昌龄,鬼神,1,0.784233,0.784233,箜篌引,鬼神不得知其由,神有不通,《楚辭》。,0.784233
王昌龄,泰山,1,0.777241,0.777241,代扶风主人答,天子初封禅,封禪,《白虎通》曰：「王者受命，必封太山之高，以報天禪，梁甫之趾，以報地。」《史記》：「自古封太山禪。梁甫者有七十二君。」,0.777241
王晙,禍福,2,0.97074,0.97074,郊庙歌辞。祭汾阴乐章。太和,降福穰穰,降福穰穰,,0.97074
王烈,言語,1,0.755962,0.755962,行路难,言者不得回,似不能言,,0.755962
王睿,津渡,1,0.800535,0.800535,公无渡河,公无渡河兮公竟渡,公無渡河,崔豹《古今注》：津吏霍子高見白首，狂夫被髮，提壺亂流而渡，其妻止之，不及，遂溺死。妻乃援箜篌，作《公無渡河》之曲，歌終亦投河而死。,0.800535
王绩,材木,1,0.904409,0.904409,薛记室收过庄见寻率题古意以赠,朽木不可雕,朽木不可彫,,0.904409
王绩,老,1,0.823531,0.823531,在京思故园见乡人问,老去不知回,不知老之將至,,0.823531
王绩,太師,1,0.771347,0.771347,赠梁公,圣莫若周公,周公,《書》：召公為保，周公為師，相成王為左右。,0.771347
王绩,蒲桃,1,0.742082,0.742082,独酌,不如多酿酒,釀酒,史大宛以蒲桃釀酒，富人藏酒至萬石，數十年不敗。,0.742082
王维,相思,2,0.754745,0.754745,奉寄韦太守陟,故人不可见,我思故人,,0.754745
王维,羽林將軍,2,0.743923,0.743923,杂曲歌辞。少年行四首,出身仕汉羽林郎,羽林,漢置羽林郎。,0.743923
王维,雞,1,0.821402,0.821402,冬日游览,关东出函谷,出函谷,孟嘗君有難，夜半出函谷關。馮煖詐作雞鳴，乃得出。,0.821402
王维,丹藥,1,0.800989,0.800989,奉和圣制幸玉真公主山庄因题石壁十韵之作应制,泥灶化丹砂,化丹砂,李少君曰：「祠竈丹砂，可化為黃金。,0.800989
王维,視,1,0.781045,0.781045,奉和圣制御春明楼临右相园亭赋乐贤诗应制,褰旒明四目,四目,舜明四目，而天下治。,0.781045
王维,冠弁冕,1,0.767875,0.767875,奉和圣制暮春送朝集使归郡应制,衣冠拜冕旒,鷸冠,《傳》曰：「服美不稱，必以惡終。,0.767875
王维,縣令,1,0.759321,0.759321,赠房卢氏琯,或可累安邑,累安邑,閔仲叔居安邑，買豬肝食，令乃進豬肝。歎曰：閔仲叔豈以口腹累安邑哉！遂去之。,0.759321
王维,仙,1,0.754364,0.754364,赠李颀,几时生羽翼,生羽翼,,0.754364
王维,柳,1,0.753817,0.753817,田园乐七首（一作辋川六言，第六首一作皇甫曾诗）,五柳先生对门,五柳先生,《晉書》：陶潛，字淵明。為彭澤令**：宅邊栽五株柳，自號為「五柳先生」。,0.753817
王维,河,1,0.751678,0.751678,桃源行（时年十九）,春来遍是桃花水,桃花水,《溝洫志》：河決而桃花水漾溢。注云：三月水漲名。,0.751678
王维,衣服,1,0.749326,0.749326,送友人归山歌二首（离骚题作山中人）,君不可兮褰衣,澣衣,《禮》：晏平仲澣衣濯冠以朝，君子以為隘。,0.749326
王维,井,1,0.747962,0.747962,林园即事寄舍弟ヨ（次荆州时作）,讵有丹砂井,眢井,廢井也。,0.747962
王维,賔館,1,0.747578,0.747578,春过贺遂员外药园,来蒙倒屣迎,倒屣迎賔,王粲仲宣詣蔡邕，邕倒屣迎之，粲年少，容貌短小，既至一座盡驚曰：「王孫有異才，吾不如也。吾家書籍文章盡與之。」,0.747578
王维,乳母,1,0.744739,0.744739,送李员外贤郎,知为童子郎,童子何知,《傳》。,0.744739
王翰,華山,1,0.828108,0.828108,赋得明星玉女坛，送廉察尉华阴,发地削成五千仞,削成五千仞,《山海經》：「華山削成而四方，高五千仞，其廣千里。」,0.828108
王贞白,宴,1,0.772105,0.772105,少年行二首,游宴不知厌,終宴不知疲,《文選》。,0.772105
畅当,菊,1,0.77928,0.77928,九日陪皇甫使君泛江宴赤岸亭,同倾菊花酒,菊花酒,費長房謂桓景：「九月九日可登高，飲菊花酒以消災。,0.77928
白居易,老,6,0.89456,0.8118167,洛中偶作（自此后在东都作）,不知老将至,不知老之將至,,0.89456
白居易,性情,4,0.844809,0.8155295,截树,人各有偏好,人各有心,,0.844809
白居易,言語,4,0.830862,0.769054,访陶公旧宅,口终不能言,似不能言,,0.830862
白居易,食,4,0.805846,0.7690095,官俸初罢，亲故见忧，以诗谕之,未至食藜藿,藜藿,《七發》曰：予甘藜藿，未暇此食。,0.805846
白居易,仙,4,0.790618,0.7694115,感事,常期生羽翼,生羽翼,,0.790618
