作者规范,题目,text,best_similarity,六帖卷,六帖部类,六帖词条,六帖解析注文,注文计算策略
元结,二风诗。乱风诗五篇。至惑,如何不思,0.791712,十,相思,如之何勿思,,weighted_channels_untyped_fallback
宋华,蝉鸣一篇五章,君子至止,0.791688,八 （凡七十九門 內二十六門附）,谦讓,君子有終,,weighted_channels_untyped_fallback
李贺,荣华乐（一作东洛梁家谣）,白璧一双,0.791538,二,河,白璧,《河圖》：趙王政以白璧沉于河。,weighted_channels_with_book_title_stats
元稹,寄刘颇二首,平生嗜酒颠狂甚,0.791403,五,酒,酒狂,蓋寛饒曰：無多酌我，我則酒狂。,weighted_channels
贯休,白雪曲,却思食藜藿,0.791159,五,食,藜藿,《七發》曰：予甘藜藿，未暇此食。,weighted_channels_with_book_title_stats
贯休,琴曲歌辞。白雪歌,却思食藜藿,0.791159,五,食,藜藿,《七發》曰：予甘藜藿，未暇此食。,weighted_channels_with_book_title_stats
吴少微,哭富嘉谟,於戏社稷臣,0.79074,二十一,宰相,社稷臣,,weighted_channels_untyped_fallback
白居易,感事,常期生羽翼,0.790618,二十六,仙,生羽翼,,weighted_channels_untyped_fallback
雍陶,和孙明府怀旧山,五柳先生本在山,0.790246,三十,柳,五柳先生,《晉書》：陶潛，字淵明。為彭澤令**：宅邊栽五株柳，自號為「五柳先生」。,weighted_channels_with_book_title_stats
佚名,郊庙歌辞。享太庙乐章。景云舞,明德配天,0.79003,二十,郊天,明德動天,,weighted_channels_untyped_fallback
高適,秦中送李九赴越,愁霖不可向,0.789152,一,雨,愁霖,《文選》：愁霖貫秋序。,weighted_channels_with_book_title_stats
杜甫,遣兴五首,膏以明自煎,0.789149,七,徵聘,以明自煎,龔勝被王莽徵，不食而死，有老父來弔，甚哀曰：「膏以明自煎龔生，競夭天年，非吾徒也。遂出，不知其姓名。,weighted_channels
李白,商山四皓,倏起生羽翼,0.788961,二十六,仙,生羽翼,,weighted_channels_untyped_fallback
白居易,咏兴五首。四月池水满,只是池中物,0.788855,二十九,龍,非池中物,《吳志》：龍非池中物，雨必飛去。,weighted_channels_with_book_title_stats
元稹,忆云之,各在四方表,0.788821,二十一,河南尹,四方表則,《晉》：庾純，字謀甫，為河南尹，為四方之表則。,weighted_channels_with_book_title_stats
司空曙,九日送人,值节佩茱萸,0.788508,一,九月九日,佩茱萸,《西京雜記》：武帝宮人賈蘭佩茱萸，食餌飲菊花酒。,weighted_channels_with_book_title_stats
不详,佚句,知其不寿,0.788483,十九,死,知命之不長,《傳》。,book_title_stats_only_weighted_fallback
贯休,续姚梁公坐右铭,成人之美,0.788311,十一,諫諍,成人之美。,君子。,headword_note_combined
韩愈,晚秋郾城夜会联句,谈笑青油幕,0.78829,二十一,幕府,青油幕,,weighted_channels_untyped_fallback
邵谒,送徐群宰望江,知食不知耕,0.788251,二十三,勤勞,不知稼穡之艱難,,weighted_channels_untyped_fallback
姚合,寄狄拾遗，时为魏州从事,岂要生羽翼,0.788209,二十六,仙,生羽翼,,weighted_channels_untyped_fallback
李端,春游乐,倡女蒲葵扇,0.788044,八 （凡七十九門 內二十六門附）,賢,蒲葵扇,謝安風流，時多愛慕故人，罷中宿縣，還有蒲葵扇五萬，安取中者題之，京師慕效，競市價數倍。,weighted_channels
李端,杂曲歌辞。春游乐二首,倡女蒲葵扇,0.788044,八 （凡七十九門 內二十六門附）,賢,蒲葵扇,謝安風流，時多愛慕故人，罷中宿縣，還有蒲葵扇五萬，安取中者題之，京師慕效，競市價數倍。,weighted_channels
顾况,春游曲二首,倡女蒲葵扇,0.788044,八 （凡七十九門 內二十六門附）,賢,蒲葵扇,謝安風流，時多愛慕故人，罷中宿縣，還有蒲葵扇五萬，安取中者題之，京師慕效，競市價數倍。,weighted_channels
白居易,文柏床,陵上有老柏,0.787744,三十,松柏,青陵上柏,,weighted_channels_untyped_fallback
权德舆,奉酬从兄南仲见示十九韵,诗成三百篇,0.787714,二十六,《詩》,刪《詩》為三百篇,,weighted_channels_untyped_fallback
于邺,书情,已过千里程,0.787376,十,奉使,千里程,《漢舊》：儀奉璽書，使者乗馳傳，日夜千里為程也。,weighted_channels_with_book_title_stats
贯休,轻薄篇二首,其名不彰,0.787329,十四,嗣立,不隕其名,,weighted_channels_untyped_fallback
贯休,杂曲歌辞。轻薄篇二首,其名不彰,0.787329,十四,嗣立,不隕其名,,weighted_channels_untyped_fallback
许浑,题灞西骆隐士,却笑南昌尉,0.787302,二十六,吏隱,南昌尉,梅福子真為南昌尉，時人謂之神仙之吏。,weighted_channels
白居易,饮后戏示弟子,弟子服劳止,0.787276,八 （凡七十九門 內二十六門附）,勤,服其勞,有事弟子服其勞。,weighted_channels
元结,补乐歌十首。九渊,孰知其然,0.787192,一,天,焉知,裨灶焉知天道。,weighted_channels
元结,补乐歌十首。咸池,孰知其然,0.787192,一,天,焉知,裨灶焉知天道。,weighted_channels
白居易,不能忘情吟,我姑酌彼金罍,0.787113,五,酒,酌彼金罍,《詩》,weighted_channels_with_book_title_stats
杜审言,泛舟送郑卿入京,恩追社稷臣,0.787016,八 （凡七十九門 內二十六門附）,忠,社稷臣,漢文帝目送絳侯曰：「社稷臣袁盎。」曰：「功臣非社稷臣也。社稷臣者，主存與存，主亡與亡。諸呂用事，絳侯為太尉，本柄不正，共誅諸呂，適會功成。故曰功臣。」,weighted_channels
杜甫,秦州见敕目薛三璩授司议郎毕四曜除监察与二…凡三十韵,俱议哭秦庭,0.787011,十五,乞師,哭秦庭,《左傳》：吳入楚，楚申包胥詣秦，乞師，立依庭牆而哭，日夜不絕音，水漿不入口。七日而得兵。,weighted_channels_with_book_title_stats
徐铉,病题二首,进与时乖不知退,0.786947,七,貴,知進而不知退,,weighted_channels_untyped_fallback
张九龄,郢城西北有大古冢数十观其封域多是楚时诸王…尽知之,嘉名有所在,0.786926,七,名字,嘉名,《楚詞》：朕皇考曰伯庸，肇錫予以嘉名。,weighted_channels_with_book_title_stats
李贺,赠陈商,太华五千仞,0.786811,二,華山,削成五千仞,《山海經》：「華山削成而四方，高五千仞，其廣千里。」,weighted_channels_with_book_title_stats
白居易,齐物二首,长短各有分,0.786721,二,珪璋,長短之制以辨上下,別貴賤。《周禮》。,book_title_stats_only_weighted_fallback
宋之问,药,君臣有礼焉,0.7867,十一,君臣,天子無客禮，莫敢為主焉。君適其臣升自阼階，不敢有其室也。,《禮》。,book_title_stats_only_weighted_fallback
李商隐,少年,灞陵夜猎随田窦,0.786496,十三,犯夜,灞亭夜獵,李廣將軍夜獵還灞陵亭長呵叱之,weighted_channels
杜甫,自京赴奉先县咏怀五百字,恐触天柱折,0.786468,三,屋室,天柱折,《列子》曰：「共工氏與顓頊爭帝位，頭觸不周山，崩天柱折。,weighted_channels_with_book_title_stats
张九龄,奉和圣制早渡蒲津关,还闻股肱郡,0.786157,二十一,刺史,股肱之郡,季布為河東守上曰：「河東，吾股肱之郡也。」,weighted_channels
李白,之广陵宿常二南郭幽居,有如桃花源,0.786152,七,隠逸,避秦,桃源。,parallel_note_focused
李白,秋日炼药院镊白发，赠元六兄林宗,瓶冰知天寒,0.786147,一,冰,瓶中冰,《淮南子》曰：「見一葉之落，知歲之將暮，睹瓶中之冰，知天下之寒，以近論遠。」,weighted_channels_with_book_title_stats
白居易,咏怀,五十不为夭,0.786086,十七,老,五十不致毀,謂居喪也。,weighted_channels
白居易,西掖早秋直夜书意（自此后中书舍人时作）,五十不为夭,0.786086,十七,老,五十不致毀,謂居喪也。,weighted_channels
鲍溶,忆旧游,仙人居其中,0.786059,二,崑崙山,仙人居,《葛仙公傳》：崑崙山一曰玄圃臺，一曰積瑤房，一曰閬風臺，一曰華蓋，一曰天柱，皆仙人所居。,weighted_channels_with_book_title_stats
李白,秋浦歌十七首,泪满黑貂裘,0.785909,四,衣服,黑貂裘,《史記》：蘇秦說趙相李兌，兌送以黑貂之裘。,weighted_channels_with_book_title_stats
韩翃,赠王逖,暂试黑貂裘,0.785726,四,衣服,黑貂裘,《史記》：蘇秦說趙相李兌，兌送以黑貂之裘。,weighted_channels_with_book_title_stats
元稹,感梦（梦故兵部裴尚书相公）,我亦不能语,0.785553,九,言語,似不能言,,weighted_channels_untyped_fallback
唐怡,述怀,惟余酒中趣,0.785488,五,酒,酒中趣,孟嘉嗜酒，人問之，荅曰：君未知酒中趣。,weighted_channels
王建,相和歌辞。公无渡河,公无渡河公自为,0.785383,二,津渡,公無渡河,崔豹《古今注》：津吏霍子高見白首，狂夫被髮，提壺亂流而渡，其妻止之，不及，遂溺死。妻乃援箜篌，作《公無渡河》之曲，歌終亦投河而死。,weighted_channels_with_book_title_stats
吕岩,七言,尽知白日升天去,0.785375,二十六,仙,白日升天,,weighted_channels_untyped_fallback
不详,佚句,（《苦寒》见《事文类聚》）,0.785044,一,寒,苦寒行,魏武《苦寒行》曰：「人馬同時飢，擔囊行取薪，斧冰持作糜。」糜，粥也。,weighted_channels_with_book_title_stats
郭震,子夜四时歌六首。秋歌,延年菊花酒,0.784792,三十,菊,菊花酒,費長房謂桓景：「九月九日可登高，飲菊花酒以消災。,weighted_channels
郭元振,相和歌辞。子夜四时歌六首。秋歌二首,延年菊花酒,0.784792,三十,菊,菊花酒,費長房謂桓景：「九月九日可登高，飲菊花酒以消災。,weighted_channels
白居易,齿落辞,功成者去,0.784755,十四,讓功,功成不居,,weighted_channels_untyped_fallback
白居易,涧底松－念寒俊也,下者未必愚,0.78474,二十八,愚,下愚,子曰：唯上智與下愚不移。,weighted_channels
张易之,奉和圣制夏日游石淙山,青鸟白云王母使,0.78459,二十六,仙,青鳥,西王母使。,headword_note_combined
元结,二风诗。乱风诗五篇。至虐,可以化人,0.784333,八 （凡七十九門 內二十六門附）,儉,化人,毛玠，字孝先。居顯位，常布衣蔬食，以儉率人由是天下莫不以廉節自勵，雖貴寵，輿服不敢過度，太祖歎之。又許劭子將為郡功曹人，皆改操飾行，袁紹豪俠，罷濮陽令，車徒甚盛入境，豈可使子將見耶？遂乘車歸家。,weighted_channels
王昌龄,箜篌引,鬼神不得知其由,0.784233,二十七,鬼神,神有不通,《楚辭》。,book_title_stats_only_weighted_fallback
张说,奉和圣制赐诸州刺史应制以题坐右,朝廷多秀士,0.784194,十二,舉選,進士秀才。,考課令進士試時務䇿五條帖大經通四其䇿文辭順序義理愜當并帖經文過者為通帖策全通為甲第諸秀才試方䇿五條文理俱髙者為上上文髙理平理高文平為上中云云,weighted_channels
李商隐,拟意,濯锦桃花水,0.784135,二,河,桃花水,《溝洫志》：河決而桃花水漾溢。注云：三月水漲名。,weighted_channels_with_book_title_stats
李白,西岳云台歌，送丹丘子,千年一清圣人在,0.784045,二,河,見一清於千年,《運命論》曰：「黃河清，聖人出。」《拾遺記》曰：「河千年一清，聖王之大瑞。」,weighted_channels_with_book_title_stats
司空图,歌者十二首,五柳先生自识微,0.783981,三十,柳,五柳先生,《晉書》：陶潛，字淵明。為彭澤令**：宅邊栽五株柳，自號為「五柳先生」。,weighted_channels_with_book_title_stats
李德裕,重忆山居六首。巫山石,此中多怪石,0.783899,二,石,怪石,《禹貢》曰：「鈆松，怪石。」注：怪異好貌。,weighted_channels_with_book_title_stats
贺知章,题袁氏别业（一作偶游主人园）,囊中自有钱,0.783688,二,錢,囊中,,weighted_channels_untyped_fallback
鲍溶,悼豆卢策先辈,嵩高山西北,0.783654,二,嵩山,嵩高,《白虎通》曰：「中央之嶽，獨加高字者何？」中史，四方之中，可高。故曰嵩高山。,weighted_channels_with_book_title_stats
李白,赠别从甥高五,不如一玙璠,0.783617,五,酒,有酒,如澠,parallel_note_focused
翁承赞,晨兴,旅食甘藜藿,0.783571,五,食,藜藿,《七發》曰：予甘藜藿，未暇此食。,weighted_channels_with_book_title_stats
宋之问,绿竹引,何可一日无此君,0.783447,三十,竹,此君,何可一日無此君。,weighted_channels
宋之问,琴曲歌辞。绿竹引,何可一日无此君,0.783447,三十,竹,此君,何可一日無此君。,weighted_channels
杜甫,南征,春岸桃花水,0.783435,二,河,桃花水,《溝洫志》：河決而桃花水漾溢。注云：三月水漲名。,weighted_channels_with_book_title_stats
韦应物,谢栎阳令归西郊，赠别诸友生,何由生羽翼,0.783316,二十六,仙,生羽翼,,weighted_channels_untyped_fallback
元稹,和乐天赠樊著作,不敢措舌端,0.783241,九,言語,舌端,君子避辯士之舌端。,weighted_channels
陆龟蒙,奉和袭美太湖诗二十首。投龙潭,民皆受其赐,0.783061,十四,賞賜,受賜。,民到于今受其賜。,headword_note_combined
皮日休,三羞诗三首,食之以侯食,0.782865,五,賜食,與之禮食,《傳》：晉侯以魏絳，為能以刑佐民，與之禮食，使佐新軍。《注》：《禮》食以表其功。,weighted_channels_with_book_title_stats
贯休,长持经僧,一食而已,0.782596,二十,俎,一食之人，一人徹,為聚食也。,weighted_channels
孟郊,杂怨（一作古乐府杂怨）,狂夫不可从,0.782253,八 （凡七十九門 內二十六門附）,傲慢,狂夫,,weighted_channels_untyped_fallback
孟郊,相和歌辞。杂怨三首,狂夫不可从,0.782253,八 （凡七十九門 內二十六門附）,傲慢,狂夫,,weighted_channels_untyped_fallback
齐己,寄诗友,天地有万物,0.782247,一,地,資生萬物。,,weighted_channels_untyped_fallback
白居易,双石,人皆有所好,0.782151,五,嗜好,是人之所欲,,weighted_channels_untyped_fallback
白居易,杜陵叟－伤农夫之困也,九月降霜秋早寒,0.782119,一,秋,霜降,,weighted_channels_untyped_fallback
佚名,郊庙歌辞。享太庙乐章。永和,是用孝享,0.782102,二十,蒸嘗,吉蠲為饎，是用孝享,,weighted_channels_untyped_fallback
魏徵,享太庙乐章。永和,是用孝享,0.782102,二十,蒸嘗,吉蠲為饎，是用孝享,,weighted_channels_untyped_fallback
白居易,重修香山寺毕，题二十二韵以纪之,先宜知止足,0.782092,七,貴,止足,《史》：蔡澤曰：「吳君白起、越大夫種，功成不去禍，至范蠡知止，足超然避世。長為陶，朱公孰見與禍至，忍不能離，疑不能決云云。應侯曰：「吾聞欲而不知止，則失其所欲也。」,weighted_channels_with_book_title_stats
陈陶,续古二十九首,智不及鶢鶋,0.781996,八 （凡七十九門 內二十六門附）,智,智不足稱,陽處父不役其身，其智不足稱。,weighted_channels
刘禹锡,同乐天和微之深春二十首（同用家花车斜四韵）,醉酒一千日,0.781825,五,酒,千日,中山有酒飲者，一醉千日。玄石飲之，一千日乃醒。,weighted_channels
贯休,送少年禅师二首,岂愁游子暮何之,0.781785,十,行旅,遊子暮何之,《李陵詩》。,weighted_channels_with_book_title_stats
卢照邻,赤谷安禅师塔,从吾所好云,0.781675,二十六,師,從吾所好,既多知十之賢**：博我以文，必重在三之義。,weighted_channels
李白,杂歌谣辞。箜篌谣,汉谣一斗粟,0.78167,二十四,舂,斗粟,漢文殺淮南王人歌曰：一斗粟尚可舂，兄弟二人不相容。,weighted_channels
李白,箜篌谣,汉谣一斗粟,0.78167,二十四,舂,斗粟,漢文殺淮南王人歌曰：一斗粟尚可舂，兄弟二人不相容。,weighted_channels
李白,感时留别从兄徐王延年、从弟延陵,出入畏人知,0.781554,二十一,刺史,畏人知,《晉》：胡質為荊州，子威自京師省父，辭歸洛陽。父賜絹一匹威跪問曰：「安得此絹？」質曰：「吾俸料之餘。」後威為徐州，帝問曰：「卿清何如父？」對曰：「臣不如父，臣清畏人不知，父清畏人知。,weighted_channels_with_book_title_stats
白居易,对酒,知得不知失,0.781519,二十六,齊物,得失,肩吾，謂孫叔敖曰：「子三為令尹，不榮華。三去無憂色。令視皋門栩栩然，子之用獨奈何？敖曰：「吾以來可卻，去不可止，得失非我，在彼乎？在我乎，注，云：曠然無係，玄同彼我，何暇至乎人貴人賤也。,weighted_channels
卢纶,和李中丞酬万年房署少府过汾州景云观…李早年同居此观,低回青油幕,0.781432,二十一,幕府,青油幕,,weighted_channels_untyped_fallback
白居易,裴侍中晋公以集贤林亭即事诗三十六韵见赠…以伸酬献,维云社稷臣,0.781414,二十一,宰相,社稷臣,,weighted_channels_untyped_fallback
长须国驸马,长须国驸马咏妻,未必不如惣有,0.7814,二十三,粟,有秕,若苗之有秀，若粟之有秕。,weighted_channels
不详,佚句,闲云生不雨,0.781267,一,雲,密雲不雨,,weighted_channels_untyped_fallback
孟郊,品松,所以不敢慵,0.781184,八 （凡七十九門 內二十六門附）,怠惰,不敢怠荒。,,weighted_channels_untyped_fallback
白居易,自到郡斋仅经旬日方专公务未及宴游偷闲…仍呈吴中诸客,补拙莫如勤,0.78115,十二,勤官,非徳莫如勤,,weighted_channels_untyped_fallback
王维,奉和圣制御春明楼临右相园亭赋乐贤诗应制,褰旒明四目,0.781045,九,視,四目,舜明四目，而天下治。,weighted_channels
白居易,和微之春日投简阳明洞天五十韵,牛斗天垂象,0.780702,一,星,天垂象,,weighted_channels_untyped_fallback
刘禹锡,谢窦员外旬休早凉见示诗（奉书报诘朝有宴）,三爵油油忘是非,0.780701,五,酒,三爵油油,《禮》：君子之飲酒也，一爵而色洒如也。《注》云：肅敬貌。洒音廯。二爵而言言斯。《注》云：和敬貌。言音銀。三爵而油油以退。《注》云：悅敬貌。盖美君子之德也。,weighted_channels_with_book_title_stats
徐铉,抛球乐,一笑千场醉,0.780688,七,笑,一笑千金,,weighted_channels_untyped_fallback
徐铉,抛球乐辞二首,一笑千场醉,0.780688,七,笑,一笑千金,,weighted_channels_untyped_fallback
崔融,吴中好风景,无因生羽翼,0.780549,二十六,仙,生羽翼,,weighted_channels_untyped_fallback
李乂,次苏州,无因生羽翼,0.780549,二十六,仙,生羽翼,,weighted_channels_untyped_fallback
顾况,山居即事,崦合桃花水,0.7805,二,河,桃花水,《溝洫志》：河決而桃花水漾溢。注云：三月水漲名。,weighted_channels_with_book_title_stats
顾况,句,崦合桃花水,0.7805,二,河,桃花水,《溝洫志》：河決而桃花水漾溢。注云：三月水漲名。,weighted_channels_with_book_title_stats
卢照邻,赠益府群官,智者不我邀,0.780294,八 （凡七十九門 內二十六門附）,智,智者,不失人。《語》。,book_title_stats_only_weighted_fallback
佚名,郊庙歌辞。梁太庙乐舞辞。昭德舞,奄有四海,0.780274,二,海,四海,七戎六蠻，九夷八狄。形類不同。摠而言，謂之四海，言皆近於海。,weighted_channels
张说,游洞庭湖湘,何人生羽翼,0.780147,二十六,仙,生羽翼,,weighted_channels_untyped_fallback
陆龟蒙,以竹夹膝寄赠袭美,持赠敢齐青玉案,0.780053,四,案,青玉案,《張平子詩》曰：「美人贈我錦繡段，何以報之青玉案。」,weighted_channels_with_book_title_stats
白居易,海漫漫－戒求仙也,人传中有三神山,0.779836,二十六,仙,三神山,《史記》：蓬萊、方丈、瀛洲三神山，在渤海中，莫有至者。諸仙人不死藥在焉，禽獸盡白，黃金白銀為宮闕，欲到，則風引船而去，終莫能至也。,weighted_channels_with_book_title_stats
魏徵,享太庙乐章。长发舞,就日重光,0.779794,一,日,重光,崔豹《古今注》曰：「漢明帝作太子樂，八歌四章，以贊太子，一曰日重光。」,weighted_channels_with_book_title_stats
佚名,郊庙歌辞。享太庙乐章。长发舞,就日重光,0.779794,一,日,重光,崔豹《古今注》曰：「漢明帝作太子樂，八歌四章，以贊太子，一曰日重光。」,weighted_channels_with_book_title_stats
白居易,旱热二首,赫日吁可畏,0.779773,二十八,恐懼,吁可畏也,,weighted_channels_untyped_fallback
李白,别韦少府,赠我以微言,0.779712,八 （凡七十九門 內二十六門附）,規誨,贈人以言,《史》：孔子去周，老子送之曰：「仁者贈人以言，夫聰明深察，近於死者議人也。博辨宏達危身也。」,weighted_channels_with_book_title_stats
綦毋潜,送宋秀才,长剑倚天外,0.779495,四,劍,倚天,《宋玉賦》：長劍耿介倚天外。,weighted_channels_with_book_title_stats
畅当,九日陪皇甫使君泛江宴赤岸亭,同倾菊花酒,0.77928,三十,菊,菊花酒,費長房謂桓景：「九月九日可登高，飲菊花酒以消災。,weighted_channels
张籍,不食姑（一作赠山中女道士）,要问西王母,0.779223,一,七月七日,西王母,漢武故事，七月七日，上於承華殿，齋正中有一青鳥從西方來，集殿前，上問東方朔，朔曰：「西王母欲來。」有頃，王母至，有二青鳥侍王母傍。,weighted_channels
卢仝,冬行三首,利命子罕言,0.779221,二十四,利,子罕言利,,weighted_channels_untyped_fallback
李白,玉真公主别馆苦雨，赠卫尉张卿二首,藜藿不满眼,0.779194,五,食,藜藿,《七發》曰：予甘藜藿，未暇此食。,weighted_channels_with_book_title_stats
储光羲,咏山泉（一作题山中流泉）,山中有流水,0.779092,七,夢,山上有水,魏鄧艾伐蜀夢坐山上有水流問袁卲卲曰山上有水蹇蹇利西南往有功也不利東圵其道窮也往必克蜀其不還者乎,weighted_channels
张为,秋醉歌,玉楼十二重,0.778845,三,樓,十二重之制,《鮑昭詩》：鳳樓十二重。,weighted_channels_with_book_title_stats
白居易,山中独吟,人各有一癖,0.778777,八 （凡七十九門 內二十六門附）,性情,人各有心,,weighted_channels_untyped_fallback
鲍溶,经秦皇墓,死者不复知,0.778518,十九,死,死者不可復生,《史》：淳于緹縈上書，請以身贖父之罪。,weighted_channels_with_book_title_stats
独孤及,丙戌岁正月出洛阳书怀,来酬主人恩,0.778401,十,逆旅,主人之恩。,,weighted_channels_untyped_fallback
刘禹锡,奉和司空裴相公中书即事通简旧僚之作,时看赤白囊,0.778391,十六,簿籍,赤白囊,邴吉馭吏，習知邊事警急。因驛騎持赤白囊書，馭吏因刺取探候之，知虜入雲中代郡，因白告也。,weighted_channels
高適,咏史,应怜范叔寒,0.778274,四,衣服,范叔寒,見上綈袍注。,weighted_channels_cross_reference
白居易,念金銮子二首,八十有六旬,0.778241,十七,老,八十九十曰耄,耄，昏忘也。,weighted_channels
刘禹锡,酬令狐相公见寄,千里相思难命驾,0.777799,十,相思,千里命駕,嵇呂事，見上注。,weighted_channels_cross_reference
贯休,寄杜使君,有时作章句,0.777352,九,言語,有章,出言有章。,weighted_channels
白居易,玩松竹二首,乃知性相近,0.77729,十二,教化,性相近習相逺,言人同稟五常之性趨舍相近但所習漸積而相去逺也,weighted_channels
苏颋,送光禄姚卿还都,九卿朝已入,0.777248,七,貴,四至,九卿。,parallel_note_focused
王昌龄,代扶风主人答,天子初封禅,0.777241,二,泰山,封禪,《白虎通》曰：「王者受命，必封太山之高，以報天禪，梁甫之趾，以報地。」《史記》：「自古封太山禪。梁甫者有七十二君。」,weighted_channels_with_book_title_stats
皮日休,二游诗。任诗,闲日不整冠,0.777139,三十,李,不整冠,《古詩》：君子防未然，李下不整冠。,weighted_channels_with_book_title_stats
张说,入海二首,海上三神山,0.776952,二十六,仙,三神山,《史記》：蓬萊、方丈、瀛洲三神山，在渤海中，莫有至者。諸仙人不死藥在焉，禽獸盡白，黃金白銀為宮闕，欲到，則風引船而去，終莫能至也。,weighted_channels_with_book_title_stats
鲍防,元日早朝行,天何言哉乐无穷,0.77689,九,言語,天何言哉,子曰予欲無言。,weighted_channels
王勃,观内怀仙,自能成羽翼,0.776838,二十六,仙,生羽翼,,weighted_channels_untyped_fallback
白居易,答刘禹锡白太守行,吏满六百石,0.776734,十二,棄官,不過六百石,漢邴漢兄子曼容為官不過六百石輙自免去,weighted_channels
白居易,和答诗十首。和松树,八月白露降,0.776567,一,露,立秋後五日白露降,,weighted_channels_untyped_fallback
白居易,南湖晚秋,八月白露降,0.776567,一,露,立秋後五日白露降,,weighted_channels_untyped_fallback
贾至,闲居秋怀，寄阳翟陆赞府、封丘高少府,八月白露降,0.776567,一,露,立秋後五日白露降,,weighted_channels_untyped_fallback
白居易,浔阳三题。庐山桂,得入上林园,0.776548,十一,苑囿,上林。,漢舊儀上林苑中廣長二百里離宮七十所皆容千乗萬騎,weighted_channels
萧颖士,江有归舟三章,扬于王庭,0.776433,十一,對見,揚于王庭。,,weighted_channels_untyped_fallback
徐铉,寄萧给事（萧江西致仕）,危言危行古时人,0.776411,八 （凡七十九門 內二十六門附）,行,危言危行,,weighted_channels_untyped_fallback
杜甫,往在,相贺以成功,0.776296,十四,功,告厥成功,,weighted_channels_untyped_fallback
白居易,初除户曹，喜而言志,不以我为贪,0.776219,十,贈貺,不以為貪,管仲與鮑叔分財。管仲毎多取之，管仲曰：「鮑子不以為貪，知我家貧也。」,weighted_channels
刘长卿,送薛据宰涉县（自永乐主簿陟状，寻复选受此官）,蒲鞭使人畏,0.775934,十二,寛不按吏,蒲鞭。,劉寛宇文饒吏人有過以蒲鞭罰之以示辱也,weighted_channels
李端,送王羽林往秦州,汉日羽林郎,0.775631,二十一,羽林將軍,羽林,漢置羽林郎。,weighted_channels
常理,杂曲歌辞。古离别,君御狐白裘,0.775562,四,裘,狐白,秦囚孟嘗君，君說幸姬求解。姬曰：願得君狐白裘，直千金，以獻昭王矣。有客能狗盜，入秦宮藏內，盜得狐白裘，獻之，遂得歸齊矣。,weighted_channels
常理,古别离,君御狐白裘,0.775562,四,裘,狐白,秦囚孟嘗君，君說幸姬求解。姬曰：願得君狐白裘，直千金，以獻昭王矣。有客能狗盜，入秦宮藏內，盜得狐白裘，獻之，遂得歸齊矣。,weighted_channels
贺兰进明,杂曲歌辞。行路难五首,自叹青青陵上柏,0.775547,三十,松柏,青陵上柏,,weighted_channels_untyped_fallback
白居易,题西亭,鼓瑟吹笙竽,0.775544,十八,竽,笙竽俱唱,《文選》。,book_title_stats_only_weighted_fallback
李中,送仙客,危言危行是男儿,0.775488,八 （凡七十九門 內二十六門附）,行,危言危行,,weighted_channels_untyped_fallback
苏颋,夜宴安乐公主新宅,车如流水马如龙,0.77529,二十九,馬,如龍,《漢書》曰：車如流水馬如龍。,weighted_channels_with_book_title_stats
李煜,忆江南,车如流水马如龙,0.77529,二十九,馬,如龍,《漢書》曰：車如流水馬如龍。,weighted_channels_with_book_title_stats
皇甫冉,适荆州途次南阳赠何明府,一遇朗陵公,0.775256,六,内外兄弟,朗陵公,《文選詩序》曰：「朗陵公何敬祖？余之從外兄也。」,weighted_channels_with_book_title_stats
李白,赠参寥子,长揖不受官,0.775247,七,拜揖,不拜揖客,,weighted_channels_untyped_fallback
权德舆,奉和圣制丰年多庆九日示怀,乐和天地同,0.775208,十八,樂,大樂與天地同和。,,weighted_channels_untyped_fallback
陆龟蒙,奉和袭美太湖诗二十首。明月湾,但当乘扁舟,0.775062,三,舟,扁舟,句踐既滅吳，范蠡乘扁舟泛五湖。,weighted_channels
权德舆,严陵钓台下作,天子不得臣,0.774808,二十八,叛亂,臣而不臣,,weighted_channels_untyped_fallback
杜甫,成都府,自古有羁旅,0.774635,十,行旅,羈旅,《西征賦》云：遠行有羇旅之情,weighted_channels_with_book_title_stats
李白,王右军,笔精妙入神,0.774623,九,圖畫,手擇,筆精。,parallel_note_focused
元稹,旱灾自咎，贻七县宰同州时,竭力不敢惮,0.774518,十二,勤官,不敢怠遑,,weighted_channels_untyped_fallback
