unit_id,granularity,poem_id,source_poetry_id,poet_id,作者,作者规范,题目,source,line_index,line_length_guess,text,embedding_text,embedding_chars,candidate_ngram,candidate_source,row_id,best_similarity,六帖卷,六帖部类,六帖部类序号,六帖部类附名,六帖词条,六帖注文,六帖解析注文,注文類型规范,注文计算策略,line_high_count_in_poem
6878,poem_from_line,34711,36006,1470,周昙,周昙,三代门。成王,Ethan-do0707/tang_poetry,0,7,成王有过伯禽笞,成王有过伯禽笞,7,成王有,leishu_3gram,18521,0.750117,十三,鞭扑,三十九,,撻伯禽。,成王有過，則撻伯禽。,成王有過，則撻伯禽。,出处原文,weighted_channels,1
6879,poem_from_line,34723,36018,1470,周昙,周昙,春秋战国门。卫灵公,Ethan-do0707/tang_poetry,1,7,死不忘忠感卫灵,死不忘忠感卫灵,7,死不忘,leishu_3gram,10752,0.6485,八 （凡七十九門 內二十六門附）,忠,十五,,臨患不忘國,忠也。,忠也。,解释文意,weighted_channels,0
6880,poem_from_line,34726,36021,1470,周昙,周昙,春秋战国门。楚惠王,Ethan-do0707/tang_poetry,3,7,皇天惟德是相亲,皇天惟德是相亲,7,惟德是,leishu_3gram,11330,0.626349,八 （凡七十九門 內二十六門附）,德,二十七,,惟德動天,,,,weighted_channels_untyped_fallback,0
6881,poem_from_line,34739,36034,1470,周昙,周昙,春秋战国门。乐羊,Ethan-do0707/tang_poetry,3,7,中山不是乐羊功,中山不是乐羊功,7,中山不,leishu_3gram,19404,0.550891,十四,讓功,二十八,,勸令推功不肯,趙充國振旅還，所善浩星，賜迎說。曰：「眾人皆以破羌，彊砮，二將軍功多。將軍即見，宜推功於二將軍。」充國曰：「吾年老位極，豈愧伐一時事以欺明主哉？兵勢，國之太事。老臣不明言，誰為陛下言者？」卒以實對。,趙充國振旅還，所善浩星，賜迎說。曰：「眾人皆以破羌，彊砮，二將軍功多。將軍即見，宜推功於二將軍。」充國曰：「吾年老位極，豈愧伐一時事以欺明主哉？兵勢，國之太事。老臣不明言，誰為陛下言者？」卒以實對。,出处原文,weighted_channels,0
6882,poem_from_line,34741,36036,1470,周昙,周昙,春秋战国门。豫让,Ethan-do0707/tang_poetry,1,7,漆身吞炭不能休,漆身吞炭不能休,7,漆身吞,leishu_3gram,29327,0.727183,二十四,皮膠,七,,漆身,豫讓漆身吞炭。,豫讓漆身吞炭。,出处原文,weighted_channels,0
6883,poem_from_line,34744,36039,1470,周昙,周昙,春秋战国门。田文,Ethan-do0707/tang_poetry,3,7,笑杀临淄土偶人,笑杀临淄土偶人,7,土偶人,leishu_3gram,32301,0.531496,二十八,威虐,二十一,,以人為土芥,,,,weighted_channels_untyped_fallback,0
6884,poem_from_line,34747,36042,1470,周昙,周昙,春秋战国门。章子,Ethan-do0707/tang_poetry,0,7,在家能子必能臣,在家能子必能臣,7,子必能,leishu_3gram,7928,0.690143,六,家道,十九,,理家如官,《後漢》：李通嚴毅治家如官庭,《後漢》：李通嚴毅治家如官庭,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
6885,poem_from_line,34751,36046,1470,周昙,周昙,春秋战国门。夫差,Ethan-do0707/tang_poetry,2,7,会稽既雪夫差死,会稽既雪夫差死,7,夫差死,leishu_3gram,12784,0.713008,九,面,九,,夫差巾覆而死,《吳越春秋》曰吳王夫差死，羞見子胥以巾覆面，今人謂之面衣也。,《吳越春秋》曰吳王夫差死，羞見子胥以巾覆面，今人謂之面衣也。,出处典籍；出处原文；解释文意,weighted_channels_with_book_title_stats,0
6886,poem_from_line,34753,36048,1470,周昙,周昙,春秋战国门。苏厉,Ethan-do0707/tang_poetry,0,7,百步穿杨箭不移,百步穿杨箭不移,7,百步穿,leishu_3gram,30038,0.576724,二十五,射,五,○善射,弓不虛發,李廣。,李廣。,补足下文,headword_note_combined,0
6887,poem_from_line,34759,36054,1470,周昙,周昙,春秋战国门。鲍叔,Ethan-do0707/tang_poetry,2,7,安不忘危臣所愿,安不忘危臣所愿,7,安不忘,leishu_3gram,21932,0.733102,十六,防備,二十九,,安不忘危,,,,weighted_channels_untyped_fallback,0
6888,poem_from_line,34763,36058,1470,周昙,周昙,春秋战国门。叔向,Ethan-do0707/tang_poetry,0,7,重禄存家不敢言,重禄存家不敢言,7,不敢言,leishu_3gram,29697,0.626356,二十四,利,二十二,兼併,食祿者不爭利,公儀休為魯相食茹羹，拔園葵而去之。見家織布遂遂妻，焚機曰：「欲令農士工、女安所讎其貨乎？,公儀休為魯相食茹羹，拔園葵而去之。見家織布遂遂妻，焚機曰：「欲令農士工、女安所讎其貨乎？,出处原文,weighted_channels,0
6889,poem_from_line,34764,36059,1470,周昙,周昙,春秋战国门。师旷,Ethan-do0707/tang_poetry,2,7,往行前言如不见,往行前言如不见,7,言如不,leishu_3gram,13992,0.674904,十,經過,十,,不交客言,嵇康夏月於大樹下，鍜向子期佐之，鍾會結客同造之，康視鍜如舊，傍若無人。良久，不交一言，會去。康曰：「何所聞而來？何所見而去？」會曰：「聞所聞而來，見所見而去，大恥之，遂深怨恨。」,嵇康夏月於大樹下，鍜向子期佐之，鍾會結客同造之，康視鍜如舊，傍若無人。良久，不交一言，會去。康曰：「何所聞而來？何所見而去？」會曰：「聞所聞而來，見所見而去，大恥之，遂深怨恨。」,出处原文；解释文意,weighted_channels,0
6890,poem_from_line,34767,36062,1470,周昙,周昙,春秋战国门。襄子,Ethan-do0707/tang_poetry,2,7,叛亡能退修文德,叛亡能退修文德,7,退修文,leishu_3gram,30115,0.625368,二十六,文教,一,,文王伐崇三旬不降退修文德因壘而降,,,,weighted_channels_untyped_fallback,0
6891,poem_from_line,34778,36073,1470,周昙,周昙,春秋战国门。黄歇,Ethan-do0707/tang_poetry,1,7,为主轻生大丈夫,为主轻生大丈夫,7,大丈夫,leishu_3gram,8036,0.59346,六,父子,二十,不慈,爲國,邵續字嗣祖初王浚假續樂陵太守石勒破浚遣續子乂招續權附於勒勒以乂為督護段匹磾要續俱歸元帝其子諫曰今棄勒歸磾任子危矣續泣曰我出身為國豈得顧子為叛臣哉遂絶勒勒乃害乂,邵續字嗣祖初王浚假續樂陵太守石勒破浚遣續子乂招續權附於勒勒以乂為督護段匹磾要續俱歸元帝其子諫曰今棄勒歸磾任子危矣續泣曰我出身為國豈得顧子為叛臣哉遂絶勒勒乃害乂,解释文意,weighted_channels,0
6892,poem_from_line,34783,36078,1470,周昙,周昙,春秋战国门。赵简子,Ethan-do0707/tang_poetry,3,7,不是生知焉得知,不是生知焉得知,7,焉得知,leishu_3gram,30,0.761867,一,天,一,,焉知,裨灶焉知天道。,裨灶焉知天道。,出处原文,weighted_channels,1
6893,poem_from_line,34786,36081,1470,周昙,周昙,春秋战国门。韩昭侯,Ethan-do0707/tang_poetry,2,7,对此不思人力困,对此不思人力困,7,人力困,leishu_3gram,29506,0.715409,二十四,土功,十三,勞苦,人力不堪,,,,weighted_channels_untyped_fallback,0
6894,poem_from_line,34789,36084,1470,周昙,周昙,春秋战国门。秦武阳,Ethan-do0707/tang_poetry,3,7,谁谓燕囚事不成,谁谓燕囚事不成,7,事不成,leishu_3gram,17888,0.605955,十三,恤囚徒,十,,問囚欲言,吳顧雍為丞相為呂壹所誣毀雍和顔色問其辭狀臨出又謂曰君得無有所欲道耶壹叩頭無言,吳顧雍為丞相為呂壹所誣毀雍和顔色問其辭狀臨出又謂曰君得無有所欲道耶壹叩頭無言,解释文意,weighted_channels,0
6895,poem_from_line,34793,36088,1470,周昙,周昙,春秋战国门。再吟,Ethan-do0707/tang_poetry,0,7,曲突徙薪不谓贤,曲突徙薪不谓贤,7,曲突徙,leishu_3gram,1238,0.792662,一,火,二十四,救火,曲突徙薪,無恩澤焦頭爛額為上客，漢時，人有上書論徐福先言霍氏也。,無恩澤焦頭爛額為上客，漢時，人有上書論徐福先言霍氏也。,解释文意,weighted_channels,1
6896,poem_from_line,34794,36089,1470,周昙,周昙,春秋战国门。田子奇,Ethan-do0707/tang_poetry,2,7,使者不追何所对,使者不追何所对,7,使者不,leishu_3gram,2489,0.625783,二,原隰,二十三,,居不使,《禮》：聖人不使渚者，居中原不敝。,《禮》：聖人不使渚者，居中原不敝。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
6897,poem_from_line,34800,36095,1470,周昙,周昙,春秋战国门。王孙满,Ethan-do0707/tang_poetry,2,7,兴亡在德不在鼎,兴亡在德不在鼎,7,在德不,leishu_3gram,21908,0.67789,十六,險固,二十八,恃險,在德不在險,《史記》魏武侯曰：「美哉山河之固，此乃魏之寶也。」吳起曰：「在德不在險，昔三苗左洞庭，右彭𧋠，德義不修而禹滅之；夏桀之居，左濟河，右太菙，侯闕在其南，羊腸在其北，脩政不仁，而湯放之；殷紂之國，左孟門，右太行，常山在其北，太行經其南，不修德政，武王殺之。由此言之，在德不在險。」武侯曰：「善哉。」,《史記》魏武侯曰：「美哉山河之固，此乃魏之寶也。」吳起曰：「在德不在險，昔三苗左洞庭，右彭𧋠，德義不修而禹滅之；夏桀之居，左濟河，右太菙，侯闕在其南，羊腸在其北，脩政不仁，而湯放之；殷紂之國，左孟門，右太行，常山在其北，太行經其南，不修德政，武王殺之。由此言之，在德不在險。」武侯曰：「善哉。」,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
6898,poem_from_line,34801,36096,1470,周昙,周昙,春秋战国门。颜叔子,Ethan-do0707/tang_poetry,3,7,君子行心要自明,君子行心要自明,7,君子行,leishu_3gram,30377,0.732328,二十六,勤學,二十一,,君子求諸己,,,,weighted_channels_untyped_fallback,0
6899,poem_from_line,34807,36102,1470,周昙,周昙,秦门。胡亥,Ethan-do0707/tang_poetry,3,7,亡国时君不自知,亡国时君不自知,7,不自知,leishu_3gram,24074,0.668466,十九,喪賢臣,十五,,人之云亡，邦國殄瘁,《詩》。,《詩》。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
6900,poem_from_line,34817,36112,1470,周昙,周昙,前汉门。曲逆侯,Ethan-do0707/tang_poetry,2,7,一朝如得宰天下,一朝如得宰天下,7,宰天下,leishu_3gram,9677,0.716748,七,志節,十三,,宰天下之志,漢陳平少時，為里中社宰，分肉甚均，父老謂陳孺子曰：「善為宰。」平曰：「使宰天下亦如之。」後漢用其策，遂定天下。,漢陳平少時，為里中社宰，分肉甚均，父老謂陳孺子曰：「善為宰。」平曰：「使宰天下亦如之。」後漢用其策，遂定天下。,出处原文；解释文意,weighted_channels,0
6901,poem_from_line,34829,36124,1470,周昙,周昙,前汉门。僭号公孙述,Ethan-do0707/tang_poetry,2,7,方知在德不在险,方知在德不在险,7,在德不,leishu_3gram,21908,0.815338,十六,險固,二十八,恃險,在德不在險,《史記》魏武侯曰：「美哉山河之固，此乃魏之寶也。」吳起曰：「在德不在險，昔三苗左洞庭，右彭𧋠，德義不修而禹滅之；夏桀之居，左濟河，右太菙，侯闕在其南，羊腸在其北，脩政不仁，而湯放之；殷紂之國，左孟門，右太行，常山在其北，太行經其南，不修德政，武王殺之。由此言之，在德不在險。」武侯曰：「善哉。」,《史記》魏武侯曰：「美哉山河之固，此乃魏之寶也。」吳起曰：「在德不在險，昔三苗左洞庭，右彭𧋠，德義不修而禹滅之；夏桀之居，左濟河，右太菙，侯闕在其南，羊腸在其北，脩政不仁，而湯放之；殷紂之國，左孟門，右太行，常山在其北，太行經其南，不修德政，武王殺之。由此言之，在德不在險。」武侯曰：「善哉。」,出处典籍；出处原文,weighted_channels_with_book_title_stats,1
6902,poem_from_line,34838,36133,1470,周昙,周昙,后汉门。羊续,Ethan-do0707/tang_poetry,3,7,葛衣何以至三公,葛衣何以至三公,7,至三公,leishu_3gram,5551,0.618179,四,冠弁冕,三,,葛巾,蜀諸葛武侯與宣皇在渭濱將戰。宣皇戎服蒞事。使人視武侯，乘素車，葛巾、毛扇。指麾三軍，皆隨其進止。宣皇聞而歎曰：「可謂名士也。」,蜀諸葛武侯與宣皇在渭濱將戰。宣皇戎服蒞事。使人視武侯，乘素車，葛巾、毛扇。指麾三軍，皆隨其進止。宣皇聞而歎曰：「可謂名士也。」,出处原文,weighted_channels,0
6903,poem_from_line,34845,36140,1470,周昙,周昙,后汉门。鲍宣妻,Ethan-do0707/tang_poetry,2,7,但能和乐同琴瑟,但能和乐同琴瑟,7,同琴瑟,leishu_3gram,23322,0.696488,十八,瑟,十五,,琴瑟在御,莫不靜好。,莫不靜好。,补足下文,headword_note_combined,0
6904,poem_from_line,34854,36149,1470,周昙,周昙,晋门。再吟,Ethan-do0707/tang_poetry,1,7,论道求贤德自新,论道求贤德自新,7,德自新,leishu_3gram,26090,0.677991,二十一,三公,五,,論道,《書》曰：立太師、太傅、太保茲惟三公，論道經邦，燮理陰陽，官不必備，惟其人。,《書》曰：立太師、太傅、太保茲惟三公，論道經邦，燮理陰陽，官不必備，惟其人。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
6905,poem_from_line,34855,36150,1470,周昙,周昙,晋门。惠帝,Ethan-do0707/tang_poetry,3,7,寇戎安得不纷披,寇戎安得不纷披,7,安得不,leishu_3gram,21217,0.688815,十五,寇戎,八十一,,寇戎来征,《月令》,《月令》,出处典籍,book_title_stats_only_weighted_fallback,0
6906,poem_from_line,34856,36151,1470,周昙,周昙,晋门。贾后,Ethan-do0707/tang_poetry,2,7,一从天下无真主,一从天下无真主,7,天下无,leishu_3gram,30216,0.625408,二十六,誄,十,,唯天子稱天以誄之,以其無尊故也。,以其無尊故也。,解释文意,weighted_channels,0
6907,poem_from_line,34863,36158,1470,周昙,周昙,晋门。再吟,Ethan-do0707/tang_poetry,3,7,此泉何必在江山,此泉何必在江山,7,何必在,leishu_3gram,3247,0.676641,二,泉源,五十三,,氿泉,有冽氿泉，無浸穫薪。,有冽氿泉，無浸穫薪。,出处原文,weighted_channels,0
6908,poem_from_line,34867,36162,1470,周昙,周昙,六朝门。三废帝,Ethan-do0707/tang_poetry,2,7,已叹一年三易换,已叹一年三易换,7,一年三,leishu_3gram,28130,0.658205,二十三,田疇,十二,,一易再易,《周禮》：不易之地家百畝，一易之地家二百畝，再易之地家三百畝。注云：不易，歲歲種美地也。一易休一歲再易休二歲，謂薄地也。,《周禮》：不易之地家百畝，一易之地家二百畝，再易之地家三百畝。注云：不易，歲歲種美地也。一易休一歲再易休二歲，謂薄地也。,出处典籍；出处原文；解释文意,weighted_channels_with_book_title_stats,0
6909,poem_from_line,34879,36174,1470,周昙,周昙,六朝门。朱异,Ethan-do0707/tang_poetry,2,7,四郊多垒犹相罪,四郊多垒犹相罪,7,四郊多,leishu_3gram,4158,0.694605,三,郊,七,,多壘,《禮》曰：「四郊多壘，卿大夫之辱。,《禮》曰：「四郊多壘，卿大夫之辱。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
6910,poem_from_line,34885,36180,1470,周昙,周昙,隋门。炀帝,Ethan-do0707/tang_poetry,2,7,兆人疲弊不堪命,兆人疲弊不堪命,7,不堪命,leishu_3gram,29491,0.773782,二十四,土功,十三,勞苦,人不堪命,,,,weighted_channels_untyped_fallback,1
6911,poem_from_line,34898,36193,1471,李九龄,李九龄,夜与张舒话别,Ethan-do0707/tang_poetry,3,7,更劝灯前酒一卮,更劝灯前酒一卮,7,酒一卮,leishu_3gram,6116,0.642887,四,杯,二十五,卮,卮酒,何武賜何，壽兄卮酒。,何武賜何，壽兄卮酒。,出处原文,weighted_channels,0
6912,poem_from_line,34900,36195,1471,李九龄,李九龄,题灵泉寺,Ethan-do0707/tang_poetry,0,7,入谷先生一阵香,入谷先生一阵香,7,谷先生,leishu_3gram,2598,0.565141,二,谷,三十一,,入于幽谷,《易》：困卦辭。,《易》：困卦辭。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
6913,poem_from_line,34908,36203,1472,胡宿,胡宿,塞上,Ethan-do0707/tang_poetry,7,7,绝无刁斗至阗颜,绝无刁斗至阗颜,7,刁斗至,leishu_3gram,20625,0.602271,十五,戰傷,四十一,,無絶筋,無折骨無面傷,無折骨無面傷,补足下文,headword_note_combined,0
6914,poem_from_line,34914,36209,1472,胡宿,胡宿,淮南王,Ethan-do0707/tang_poetry,5,7,小山人去桂丛疏,小山人去桂丛疏,7,山人去,leishu_3gram,35233,0.654116,三十,桂,二十五,,小山,《楚辭》曰：桂樹叢生兮小山之幽，偃蹇連拳兮枝相樛。,《楚辭》曰：桂樹叢生兮小山之幽，偃蹇連拳兮枝相樛。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
6915,poem_from_line,34919,36214,1472,胡宿,胡宿,城南,Ethan-do0707/tang_poetry,1,7,城南十里有香泥,城南十里有香泥,7,十里有,leishu_3gram,28840,0.592939,二十三,採桑,五十五,,城南,《古詩》：羅敷善採桑，採桑城南隅。青絲為籠繩，桂枝為籠鉤。,《古詩》：羅敷善採桑，採桑城南隅。青絲為籠繩，桂枝為籠鉤。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
6916,poem_from_line,34927,36222,1474,滕白,滕白,燕,Ethan-do0707/tang_poetry,2,7,佳人未必全听尔,佳人未必全听尔,7,人未必,leishu_3gram,7773,0.673133,六,喪妻,八,,佳人難再得,荀璨，字奉倩。娶曹洪女卒，歎曰：「佳人難再得。」見上注。,荀璨，字奉倩。娶曹洪女卒，歎曰：「佳人難再得。」見上注。,出处原文；解释文意；互见,weighted_channels_cross_reference,0
6917,poem_from_line,34928,36223,1475,王喦,王喦,题严君观,Ethan-do0707/tang_poetry,3,7,一千年内未归来,一千年内未归来,7,一千年,leishu_3gram,2521,0.660834,二,丘,二十四,,千年,《拾遺》：丹丘千年，一燒至聖之，君以為大瑞。,《拾遺》：丹丘千年，一燒至聖之，君以為大瑞。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
6918,poem_from_line,34947,36242,1487,成辅端,成辅端,戏语,Ethan-do0707/tang_poetry,0,7,秦地城池二百年,秦地城池二百年,7,二百年,leishu_3gram,2176,0.705243,二,華山,三,,秦城,《史記》：秦始皇踐華山為城。,《史記》：秦始皇踐華山為城。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
6919,poem_from_line,34950,36245,1490,陈璠,陈璠,临刑诗（璠不知书，时以为鬼代作）,Ethan-do0707/tang_poetry,2,7,五年荣贵今何在,五年荣贵今何在,7,今何在,leishu_3gram,13167,0.526906,九,相,二十二,吉相,貴不可言,《漢書》：蒯通說韓信曰：「相君之面不過封侯，相君之背，貴不可言。」,《漢書》：蒯通說韓信曰：「相君之面不過封侯，相君之背，貴不可言。」,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
6920,poem_from_line,34953,36248,1491,捧剑仆,捧剑仆,将窜留诗,Ethan-do0707/tang_poetry,1,5,临行不得别,临行不得别,5,行不得,leishu_3gram,7880,0.684176,六,别,十四,,攀桃李兮不忍别,,,,weighted_channels_untyped_fallback,0
6921,poem_from_line,34969,36264,1495,刘斌,刘斌,和许给事伤牛尚书,Ethan-do0707/tang_poetry,1,5,百工之所求,百工之所求,5,百工之,leishu_3gram,29167,0.715126,二十四,百工,五,,百工居肆，以成其事,,,,weighted_channels_untyped_fallback,0
6922,poem_from_line,34988,36283,1505,朱褒,朱褒,悼杨氏妓琴弦,Ethan-do0707/tang_poetry,1,7,只住人间十五年,只住人间十五年,7,十五年,leishu_3gram,8331,0.522039,六,兄弟,二十二,,累世同居,《後漢》：蔡邕與從弟同居，三世不分財鄉里服其義。,《後漢》：蔡邕與從弟同居，三世不分財鄉里服其義。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
6923,poem_from_line,34993,36288,1506,黄损,黄损,句,Ethan-do0707/tang_poetry,21,5,见《古今诗话》）,见《古今诗话》）,8,《古今,leishu_3gram,30685,0.703331,二十六,《詩》,三十五,,溫柔敦厚而不愚，則深於《詩》也,,,,weighted_channels_untyped_fallback,0
6924,poem_from_line,34994,36289,92,张衮,张衮,梁郊祀乐章。庆肃,Ethan-do0707/tang_poetry,1,5,黍稷非馨,黍稷非馨,4,黍稷非,leishu_3gram,25348,0.977369,二十,黍稷,十七,,黍稷非馨,,,,weighted_channels_untyped_fallback,2
6925,poem_from_line,35000,36295,91,赵光逢,赵光逢,梁郊祀乐章。庆和,Ethan-do0707/tang_poetry,35,5,禋于六宗,禋于六宗,4,禋于六,leishu_3gram,25493,0.869655,二十,祭星,二十三,,禋于六宗,孔安國曰：四時也。寒暑也，日也，月也，星辰也，水旱也。,孔安國曰：四時也。寒暑也，日也，月也，星辰也，水旱也。,出处原文；解释文意,weighted_channels,1
6926,poem_from_line,35001,36296,91,赵光逢,赵光逢,梁郊祀乐章。庆顺,Ethan-do0707/tang_poetry,3,5,穆穆皇仪,穆穆皇仪,4,穆穆皇,leishu_3gram,12355,0.697065,九,言語,一,,穆穆皇皇,言語之美。,言語之美。,解释文意,weighted_channels,0
6927,poem_from_line,35002,36297,91,赵光逢,赵光逢,梁郊祀乐章。庆平,Ethan-do0707/tang_poetry,1,5,帝德惟馨,帝德惟馨,4,德惟馨,leishu_3gram,11332,0.814667,八 （凡七十九門 內二十六門附）,德,二十七,,明德惟馨,,,,weighted_channels_untyped_fallback,2
6928,poem_from_line,35003,36298,306,和凝,和凝,宫词百首,Ethan-do0707/tang_poetry,129,5,又见金门出土牛,又见金门出土牛,7,出土牛,leishu_3gram,1725,0.684751,一,冬,三十一,十二月,出土牛,以示農耕之早晚，見立春注。,以示農耕之早晚，見立春注。,互见,weighted_channels_cross_reference,0
6929,poem_from_line,35013,36308,1507,王仁裕,王仁裕,和蜀后主题剑门,Ethan-do0707/tang_poetry,4,5,庸才安可守,庸才安可守,5,安可守,leishu_3gram,32367,0.607674,二十八,愚,二十三,,愚者闇於成事,,,,weighted_channels_untyped_fallback,0
6930,poem_from_line,35018,36313,1507,王仁裕,王仁裕,和韩昭从驾过白卫岭,Ethan-do0707/tang_poetry,1,7,到时犹更二三千,到时犹更二三千,7,二三千,leishu_3gram,6910,0.685944,五,食,七,部类备注：加膳奢盛儉薄廉食貪食附,二萬,何劭敬徂食必四方珍異。一日之供以錢二萬為限。時論以大官御膳，無以加之。,何劭敬徂食必四方珍異。一日之供以錢二萬為限。時論以大官御膳，無以加之。,出处原文,weighted_channels,0
6931,poem_from_line,35019,36314,1507,王仁裕,王仁裕,贺王溥入相,Ethan-do0707/tang_poetry,3,7,黄发初闻喜可知,黄发初闻喜可知,7,喜可知,leishu_3gram,10290,0.626608,七,喜,二十八,,受官喜,毛義家貧，飬老親張，奉慕其名，候之㑹府檄至以義守，令義奉檄入，喜見顔色，奉心賤之，不知其為親也。,毛義家貧，飬老親張，奉慕其名，候之㑹府檄至以義守，令義奉檄入，喜見顔色，奉心賤之，不知其為親也。,解释文意,weighted_channels,0
6932,poem_from_line,35021,36316,1507,王仁裕,王仁裕,示诸门生,Ethan-do0707/tang_poetry,0,7,二百一十四门生,二百一十四门生,7,百一十,leishu_3gram,30550,0.623422,二十六,師,二十八,,門人,門生弟子。,門生弟子。,补足下文,headword_note_combined,0
6933,poem_from_line,35028,36323,1508,冯道,冯道,偶作,Ethan-do0707/tang_poetry,1,7,前程往往有期因,前程往往有期因,7,往往有,leishu_3gram,29446,0.655078,二十四,土功,十三,計料,量事有期,知幾時畢。,知幾時畢。,补足下文,headword_note_combined,0
6934,poem_from_line,35029,36324,1508,冯道,冯道,北使还京作（诗凡五章，今仅存其一）,Ethan-do0707/tang_poetry,6,7,上下一行如骨肉,上下一行如骨肉,7,如骨肉,leishu_3gram,25321,0.639402,二十,祭饌,十六,,骨鱐,骨有肉也。,骨有肉也。,解释文意,weighted_channels,0
6935,poem_from_line,35032,36327,1508,冯道,冯道,句,Ethan-do0707/tang_poetry,2,5,（虏中大寒,（虏中大寒,5,中大寒,leishu_3gram,1785,0.690449,一,寒,三十五,,苦寒行,魏武《苦寒行》曰：「人馬同時飢，擔囊行取薪，斧冰持作糜。」糜，粥也。,魏武《苦寒行》曰：「人馬同時飢，擔囊行取薪，斧冰持作糜。」糜，粥也。,出处典籍；出处原文；解释文意,weighted_channels_with_book_title_stats,0
6936,poem_from_line,35033,36328,1509,卢文纪,卢文纪,后唐宗庙乐舞辞,Ethan-do0707/tang_poetry,5,5,百度惟成,百度惟成,4,百度惟,leishu_3gram,14640,0.706309,十一,帝德,一,,百度惟貞。,,,,weighted_channels_untyped_fallback,0
6937,poem_from_line,35034,36329,1510,崔居俭,崔居俭,后唐宗庙乐舞辞,Ethan-do0707/tang_poetry,3,5,却日重光,却日重光,4,日重光,leishu_3gram,278,0.767713,一,日,三,慶瑞,重光,崔豹《古今注》曰：「漢明帝作太子樂，八歌四章，以贊太子，一曰日重光。」,崔豹《古今注》曰：「漢明帝作太子樂，八歌四章，以贊太子，一曰日重光。」,出处典籍；出处原文,weighted_channels_with_book_title_stats,1
6938,poem_from_line,35040,36335,1512,卢士衡,卢士衡,花落,Ethan-do0707/tang_poetry,3,5,不如一竿竹,不如一竿竹,5,不如一,leishu_3gram,35208,0.7211,三十,竹,二十三,,如竹苞矣,《詩》。,《詩》。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
6939,poem_from_line,35048,36343,1514,熊皎,熊皎,怀三茅道友,Ethan-do0707/tang_poetry,0,7,尘事何年解客嘲,尘事何年解客嘲,7,解客嘲,leishu_3gram,10268,0.550059,七,笑,二十七,,夫子何哂,,,,weighted_channels_untyped_fallback,0
6940,poem_from_line,35050,36345,1514,熊皎,熊皎,句,Ethan-do0707/tang_poetry,3,5,以下见《雅言杂载》）果熟秋先落,以下见《雅言杂载》）果熟秋先落,15,秋先落,leishu_3gram,1524,0.704928,一,秋,三十,,收成,梁元《纂要》曰：「秋曰收成。亦曰白藏，亦曰三秋，九秋，素秋，高秋，商秋。」,梁元《纂要》曰：「秋曰收成。亦曰白藏，亦曰三秋，九秋，素秋，高秋，商秋。」,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
6941,poem_from_line,35060,36355,1523,宋齐丘,宋齐丘,陪游凤凰台献诗,Ethan-do0707/tang_poetry,2,5,宜哉秦始皇,宜哉秦始皇,5,秦始皇,leishu_3gram,15565,0.643373,十一,苑囿,二十四,,始皇欲大苑囿,優旃諫曰善多縱禽獸於中寇從東方來令麋鹿觸之始皇乃止,優旃諫曰善多縱禽獸於中寇從東方來令麋鹿觸之始皇乃止,解释文意,weighted_channels,0
6942,poem_from_line,35066,36361,1525,韩熙载,韩熙载,感怀诗二章（奉使中原署馆壁）,Ethan-do0707/tang_poetry,7,5,江南有人忆,江南有人忆,5,南有人,leishu_3gram,34719,0.617909,二十九,魚,八十,,南有,《詩》：南有嘉魚，蒸然罩罩。,《詩》：南有嘉魚，蒸然罩罩。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
