作者规范,作者,total_poem_count,total_line_count,matched_poem_count,candidate_line_count,candidate_line_rate,line_high_poem_count,line_high_poem_rate,poem_high_count,poem_high_rate,line_high_count,line_high_rate,line_high_within_candidate_rate,poem_best_mean,poem_best_median,poem_best_max,line_best_mean,line_best_median,line_best_max,poet_id_count,poem_high_within_matched_rate
吴融,吴融,284,2709,53,76,0.028054632705795498,3,0.01056338028169014,3,0.01056338028169014,5,0.0018456995201181247,0.06578947368421052,0.656722,0.654155,0.91502,0.6592024,0.662553,0.91502,1.0,0.05660377358490566
拾得,拾得,1,422,1,24,0.05687203791469194,1,1.0,1,1.0,5,0.011848341232227487,0.20833333333333334,0.805466,0.805466,0.805466,0.6584647,0.6416745,0.805466,1.0,1.0
李乂,李乂,44,380,10,11,0.02894736842105263,4,0.09090909090909091,3,0.06818181818181818,4,0.010526315789473684,0.36363636363636365,0.7164619,0.7232975,0.81301,0.7125664,0.712777,0.81301,1.0,0.3
王绩,王绩,43,661,7,11,0.01664145234493192,4,0.09302325581395349,3,0.06976744186046512,4,0.006051437216338881,0.36363636363636365,0.74217445,0.742082,0.904409,0.7012057,0.666676,0.904409,1.0,0.42857142857142855
苏颋,苏颋,106,1156,17,19,0.01643598615916955,4,0.03773584905660377,3,0.02830188679245283,4,0.0034602076124567475,0.21052631578947367,0.70328766,0.714277,0.818246,0.70044833,0.712034,0.818246,1.0,0.17647058823529413
李隆基,李隆基,65,757,14,20,0.026420079260237782,4,0.06153846153846154,4,0.06153846153846154,4,0.005284015852047556,0.2,0.68089277,0.6855005,0.812973,0.6707271,0.668535,0.812973,1.0,0.2857142857142857
李德裕,李德裕,136,1419,26,31,0.021846370683579985,4,0.029411764705882353,3,0.022058823529411766,4,0.0028188865398167725,0.12903225806451613,0.6739975,0.681739,0.797556,0.6706858,0.677826,0.797556,1.0,0.11538461538461539
王昌龄,王昌龄,170,1759,29,37,0.021034678794769755,4,0.023529411764705882,4,0.023529411764705882,4,0.0022740193291642978,0.10810810810810811,0.67301315,0.667067,0.819588,0.666589,0.667067,0.819588,1.0,0.13793103448275862
杜荀鹤,杜荀鹤,325,2412,59,62,0.02570480928689884,4,0.012307692307692308,3,0.009230769230769232,4,0.001658374792703151,0.06451612903225806,0.6603296,0.659703,0.900229,0.65771157,0.658979,0.900229,1.0,0.05084745762711865
李群玉,李群玉,238,2234,33,41,0.018352730528200537,4,0.01680672268907563,4,0.01680672268907563,4,0.0017905102954341987,0.0975609756097561,0.65385556,0.644197,0.80871,0.64772147,0.64107,0.80871,1.0,0.12121212121212122
