granularity,unit_id,编号,题目,作年,similarity,部类,文本
line,24152,1917,想東遊五十韻,829,0.737305,秋,江南歲有秋
line,19842,1466,和微之詩二十三首和知非,829,0.736328,養生,道家養神氣
line,19905,1467,和微之詩二十三首和望曉,829,0.736328,衣服,花饒衣粲粲
line,19923,1468,和微之詩二十三首和李勢女,829,0.735840,才不稱職,此死職所當
line,24416,1941,偶詠,829,0.735352,杖,扶羸竹杖輕
line,24256,1917,想東遊五十韻,829,0.734863,穴,禹穴約冥搜
line,24870,2011,予與微之老而無子發於言歎著在詩篇今年冬各有一子戲作二什一以相賀一以自嘲,829,0.733887,離,常憂到老都無子
line,24873,2011,予與微之老而無子發於言歎著在詩篇今年冬各有一子戲作二什一以相賀一以自嘲,829,0.733887,母子,于公陰德
line,24251,1917,想東遊五十韻,829,0.733398,心,懸旌心宛轉
line,19851,1466,和微之詩二十三首和知非,829,0.732910,春,春無傷春心
line,20136,1479,秋池二首其一,829,0.732910,熱,身閑無所爲
line,24321,1925,歸履道宅,829,0.732422,貧,不論貧與富
line,19320,1445,對鏡吟,829,0.731934,貧,老於我者多窮賤
line,23657,1852,酬鄭侍御多雨春空過詩三十韻,829,0.731934,社,祀典修咸秩
line,19878,1467,和微之詩二十三首和望曉,829,0.731445,金鼓,鼕鼕鼓過半
line,23610,1852,酬鄭侍御多雨春空過詩三十韻,829,0.731445,日,月行離畢急
line,20235,1484,知足吟,829,0.730957,冨,非心無所欲
line,20247,1485,酬集賢劉郎中對月見寄兼懷元浙東,829,0.729980,車,相去各千里
line,23063,1795,宿杜曲花下,829,0.729980,酒,攜來酒一壺
line,23579,1851,和微之春日投簡陽明洞天五十韻,829,0.729980,珠,環中得道樞
line,20115,1476,和微之詩二十三首和順之琴者,829,0.729492,美人,聲貌俱如玉
line,20234,1484,知足吟,829,0.729004,豐稔,是物皆有餘
line,20265,1486,太湖石,829,0.729004,錦,重之如萬金
line,23645,1852,酬鄭侍御多雨春空過詩三十韻,829,0.728027,相成,爲魚慎勿忘
line,23655,1852,酬鄭侍御多雨春空過詩三十韻,829,0.728027,施惠,惠應施浹洽
line,23650,1852,酬鄭侍御多雨春空過詩三十韻,829,0.727539,寒,仍封北户穰
line,20279,1487,偶作二首其一,829,0.727051,貧,亦不甚貧竭
line,23902,1882,老戒,829,0.727051,冠弁冕,不知吾免否
line,20164,1481,中隱,829,0.726562,師,不如作中隱
line,23667,1852,酬鄭侍御多雨春空過詩三十韻,829,0.726562,貴,尚書心若此
line,24221,1917,想東遊五十韻,829,0.726074,致仕,官知止足休
line,23500,1850,南園試小樂,829,0.725586,磬,新樂錚摐教欲成
line,24142,1917,想東遊五十韻,829,0.725586,侵官,兼思到越
line,24366,1932,偶吟,829,0.725586,牆壁,鄰女映籬聽
line,19325,1445,對鏡吟,829,0.724609,俸禄,祿俸不薄官不卑
line,19817,1465,和微之詩二十三首和除夜作,829,0.724609,父母讎,君爲父母君
line,19876,1467,和微之詩二十三首和望曉,829,0.724121,鳥,宿鳥猶未散
line,23568,1851,和微之春日投簡陽明洞天五十韻,829,0.724121,賔主,貴仍招客宿
line,24233,1917,想東遊五十韻,829,0.724121,父子,無兒老鄧攸
line,19945,1469,和微之詩二十三首和酬鄭侍御東陽春悶放懷追越遊見寄,829,0.723633,魚,樂如南有嘉魚時
line,24408,1939,自題,829,0.723633,傲慢,自覺甚逍遥
line,23870,1876,對酒五首其一,829,0.721191,相,巧拙賢愚相是非
line,24148,1917,想東遊五十韻,829,0.721191,休假,不能自休
line,24453,1946,不出門,829,0.721191,行,能行便是真修道
line,19866,1466,和微之詩二十三首和知非,829,0.720215,賞賜,莫惜千金費
line,20114,1476,和微之詩二十三首和順之琴者,829,0.720215,知音,中有弄琴人
line,20213,1483,引泉,829,0.720215,勤學,閉户何翛然
line,23585,1851,和微之春日投簡陽明洞天五十韻,829,0.719727,用刑,兵略貯孫吳
line,23593,1851,和微之春日投簡陽明洞天五十韻,829,0.719238,笑,嘲妓笑盧胡
line,23077,1795,宿杜曲花下,829,0.718750,妬,曾作此遊無
line,24412,1940,答崔十八,829,0.718750,度,今古由來事不同
line,20274,1487,偶作二首其一,829,0.717773,造酒,身爲三品官
line,23487,1848,送東都留守令狐尚書赴任,829,0.717773,賢,龍門即擬爲遊客
line,19810,1465,和微之詩二十三首和除夜作,829,0.717285,奴婢,奴婢亦盈廬
line,19943,1468,和微之詩二十三首和李勢女,829,0.717285,陰陽,不令陰勝陽
line,20163,1481,中隱,829,0.717285,隠逸,朝市太囂諠
line,20110,1475,和微之詩二十三首和嘗新酒,829,0.716797,牙,舉臂一欠伸
line,20263,1486,太湖石,829,0.716797,帛,擣帛不如砧
line,24179,1917,想東遊五十韻,829,0.716797,井,玄泉貯怪湫
line,19837,1466,和微之詩二十三首和知非,829,0.715820,禪定,禪能泯人我
line,20130,1478,授太子賓客歸洛,829,0.715820,老,病將老齊至
line,20226,1484,知足吟,829,0.715820,桑,不採一枝桑
line,23584,1851,和微之春日投簡陽明洞天五十韻,829,0.715820,謀畧,廟謀藏稷卨
line,19847,1466,和微之詩二十三首和知非,829,0.714844,貧,曠廓了如空
line,23498,1849,自題新昌居止因招楊郎中小飲,829,0.714355,笙,笙歌隨分有些些
line,19871,1466,和微之詩二十三首和知非,829,0.713867,禪定,不然即學禪
line,20227,1484,知足吟,829,0.713867,星,箱中有餘服
line,20187,1481,中隱,829,0.713379,父母疾,貴則多憂患
line,20240,1485,酬集賢劉郎中對月見寄兼懷元浙東,829,0.713379,月陽,月在洛陽天
line,20424,1497,朝課,830,0.813477,隄渠,平甃白石渠
line,20487,1503,書紳,830,0.798340,勤勞,農有畎畝勤
line,25195,2054,哭皇甫七郎中,830,0.778320,江,《涉江》一章尤出
line,24640,1972,勉閑遊,830,0.774414,父母疾,若非疾病即悲憂
line,20366,1492,聞崔十八宿予新昌弊宅時予亦宿崔家依仁新亭一宵偶同兩興暗合因而成詠聊以寫懷,830,0.771484,宅,陋巷掩弊廬
line,20505,1503,書紳,830,0.770508,帶紳,聊自書諸紳
line,25076,2035,戲和微之答竇七行軍之作,830,0.770020,造酒,陋巷能無酒
line,25208,2056,疑夢二首其一,830,0.763672,貴,莫驚寵辱虛憂喜
line,25026,2029,銷暑,830,0.754883,視,眼前無長去物
line,20507,1504,秋遊平泉贈韋處士閑禪師,830,0.752441,女樂,山遊不知疲
line,25175,2053,和微之道保生三日,830,0.752441,婚姻,且有承家望
line,24974,2022,無夢,830,0.751465,報德,舊詩多忘却
line,24959,2020,酬皇甫賓客,830,0.750977,貧,心足雖貧不道貧
line,20472,1501,安穩眠,830,0.750488,老,身雖日漸老
line,20411,1495,慵不能,830,0.748047,枕,一寢至夜安
line,25185,2053,和微之道保生三日,830,0.747559,藻鑑,蒹葭瓊樹枝
line,20486,1503,書紳,830,0.746582,徵聘,仕有職役勞
line,25068,2035,戲和微之答竇七行軍之作,830,0.745117,諂佞,旌鉞從櫜鞬
line,20517,1504,秋遊平泉贈韋處士閑禪師,830,0.744629,老,六十年太老
line,24955,2019,晚起,830,0.744141,禪定,無念是無生
line,20502,1503,書紳,830,0.738281,葬,誠知有道理
line,25080,2036,閑忙,830,0.738281,敘官,奔走朝行内
line,20410,1495,慵不能,830,0.736816,廢墯,一餐終日飽
line,25222,2058,夜宴惜别,830,0.735840,雞,何况雞鳴即須别
line,20499,1503,書紳,830,0.735352,食,飽則不干人
line,25031,2029,銷暑,830,0.733887,美丈夫,難更與人同
line,20498,1503,書紳,830,0.733398,豐稔,歲計莫如穀
line,20522,1504,秋遊平泉贈韋處士閑禪師,830,0.731445,雲,尋雲到起處
line,20379,1493,日長,830,0.730957,冬,夜短朝餘睡
line,25190,2054,哭皇甫七郎中,830,0.730469,死,不得人間壽
line,20501,1503,書紳,830,0.727539,酒,醉則兼忘身
line,25192,2054,哭皇甫七郎中,830,0.727539,江,涉江文一首
line,20477,1501,安穩眠,830,0.727051,夢,亦無顛倒夢
line,24986,2023,對小潭寄遠上人,830,0.727051,義,是義誰能答
line,20407,1495,慵不能,830,0.726562,嫂叔,頭慵不能冠
line,20485,1502,池上夜境,830,0.726562,衣服,濯纓何必向滄浪
line,20519,1504,秋遊平泉贈韋處士閑禪師,830,0.725586,雲,”今故云
line,25029,2029,銷暑,830,0.723633,屋室,凉生爲室空
line,25193,2054,哭皇甫七郎中,830,0.721680,刺史,便可敵公卿
line,20413,1495,慵不能,830,0.719238,飢饉,况乃不飢寒
line,25023,2028,苦熱,830,0.718750,仁,得作自由身
line,25069,2035,戲和微之答竇七行軍之作,830,0.717285,鄉飲酒,賓僚禮數全
line,20445,1499,香山寺石樓潭夜浴,830,0.713867,貧,褰裳汗霢霂
line,20495,1503,書紳,830,0.713379,晨夜,往往夜達晨
line,25250,2062,病眼花,831,0.865234,疾,“有加而無瘳
line,25411,2079,與諸公同出城觀稼,831,0.802246,宰相,堯舜正爲君
line,25421,2081,歲暮言懷,831,0.787598,言語,心將口自言
line,26331,2137,晚歸香山寺因詠所懷,831,0.779297,老,我年日已老
line,25407,2079,與諸公同出城觀稼,831,0.772949,苗稼,但喜稼如雲
line,25346,2072,初喪崔兒報微之晦叔,831,0.770020,《詩》,見《詩》注
line,25402,2078,重修府西水亭院,831,0.762207,園圃,園西有池位
line,26337,2137,晚歸香山寺因詠所懷,831,0.759766,寺,中有古精舍
line,25249,2062,病眼花,831,0.754395,灶,秖有增加豈有瘳
line,25245,2061,題岐王舊山池石壁,831,0.750977,山,如在千巖萬壑間
line,23145,1803,人定,831,0.747559,水,故故語相驚
line,19330,1446,耳順吟寄敦詩夢得,831,0.746094,老,五十六十却不惡
line,20545,1505,遊坊口懸泉偶題石上,831,0.745117,酒,不乏文舉酒
line,20530,1505,遊坊口懸泉偶題石上,831,0.741699,雞,常日聽人言
line,25247,2061,題岐王舊山池石壁,831,0.736328,倉廩,洛陽城内有商山
line,23171,1808,認春戲呈馮少尹李郎中陳主簿,831,0.734375,園圃,西園南面水東頭
line,23197,1811,代夢得吟,831,0.733398,形貎,人間鬪在不如吾
line,25409,2079,與諸公同出城觀稼,831,0.732422,百榖,秋憐五穀分
line,25434,2082,座中戲呈諸少年,831,0.730957,換官,不爲倚官兼挾勢
line,25393,2077,六十拜河南尹,831,0.729004,貴,浮雲富貴遲
line,26342,2137,晚歸香山寺因詠所懷,831,0.728516,鳥,夕與飛鳥還
line,23135,1802,宴散,831,0.727051,秋,新秋雁帶來
line,19359,1447,别氈帳火爐,831,0.726562,冬,佳期在十月
line,24660,1976,哭微之二首其一,831,0.723145,死哭,寢門廊下哭微之
line,25285,2067,不准擬二首其一,831,0.719727,老,不准擬身年六十
line,25356,2073,府齋感懷酬夢得ZSK00109-005-L02228,831,0.719727,丹藥,丹砂煉作三銖土
line,23202,1812,寄答周協律,831,0.719238,故舊,故人叙舊寄新篇
line,24661,1976,哭微之二首其一,831,0.715820,弔,妻孥朋友來相弔
line,25398,2078,重修府西水亭院,831,0.714844,賢,龍門分水入
line,20528,1505,遊坊口懸泉偶題石上,831,0.713379,濟,濟源山水好
line,27699,2230,重修香山寺畢題二十二韻以紀之,832,0.782227,貴,先宜知止足
line,24068,1907,失婢,832,0.774414,悔恨,前事悔難追
line,19376,1448,六年春贈分司東都諸公,832,0.765137,正月十五日,夜雪秉燭遊
line,27691,2230,重修香山寺畢題二十二韻以紀之,832,0.758789,筆硯,吟來攜筆硯
line,23922,1883,洛橋寒食日作十韻,832,0.758301,寒食,三年遇寒食
line,24077,1908,夜招晦叔,832,0.756836,箏,高調秦箏一兩弄
line,24037,1903,酬夢得秋夕不寐見寄,832,0.750488,帳,碧簟絳紗帳
line,20641,1512,早冬遊王屋自靈都抵陽臺上方望天壇偶吟成章寄温谷周尊師中書李相公,832,0.743164,秋,霜降山水清
line,20572,1507,六年寒食洛下宴遊贈馮李二少尹,832,0.742676,夢,豐年寒食節
line,20660,1512,早冬遊王屋自靈都抵陽臺上方望天壇偶吟成章寄温谷周尊師中書李相公,832,0.742676,磬,即須作臯夔
line,24694,1982,勸歡,832,0.742188,乞假,會有求來不得時
line,23973,1892,聽幽蘭,832,0.741211,雪,琴中古曲是幽蘭
line,25562,2101,醉後重贈晦叔,832,0.740723,《詩》,各以詩成癖
line,24007,1898,結之,832,0.738770,夢,同爲一夜夢
line,27427,2208,洛下送牛相公出鎮淮南,832,0.735352,祿養,百吏立班迎
line,19373,1448,六年春贈分司東都諸公,832,0.730957,朋友,坐成芝蘭室
line,27689,2230,重修香山寺畢題二十二韻以紀之,832,0.730957,敘官,官散殊無事
line,25462,2085,早春雪後贈洛陽李長官長水鄭明府二同年,832,0.729492,刺史,朱紱洛陽官位屈
line,25510,2093,南龍興寺殘雪,832,0.729492,太傅,吏人引從多乘輿
line,27360,2198,六年冬暮贈崔常侍晦叔,832,0.727539,川澤,光景水爭流
line,27433,2208,洛下送牛相公出鎮淮南,832,0.727051,考試,登第三等
line,24069,1907,失婢,832,0.725098,鸚鵡,籠鳥無常主
line,23975,1892,聽幽蘭,832,0.724121,修整,欲得身心俱靜好
line,20623,1510,寄情,832,0.722656,旌旗,念此先開好
line,20657,1512,早冬遊王屋自靈都抵陽臺上方望天壇偶吟成章寄温谷周尊師中書李相公,832,0.720215,言語,二人相顧言
line,27694,2230,重修香山寺畢題二十二韻以紀之,832,0.720215,風,凉風滿簟秋
line,24008,1898,結之,832,0.717773,幼學,共過十年中
line,19442,1453,贈韋處士六年夏大熱旱,832,0.714844,食器,羶食熏襟抱
line,20602,1508,苦熱中寄舒員外,832,0.714355,徵聘,非君固不可
line,27579,2217,裴常侍以題薔薇架十八韻見示因廣爲三十韻以和之,833,0.956055,閭里,“里仁爲美
line,25747,2111,把酒,833,0.904297,換田,去彼而取此
line,27407,2206,七年春題府廳,833,0.843750,寬恕,示耻用蒲鞭
line,27828,2242,青氈帳二十韻,833,0.835938,茵褥,“青氈我家舊物
line,25939,2121,歲暮,833,0.826660,裘,重裘寬裹身
line,27792,2242,青氈帳二十韻,833,0.819824,遷徙,南移逐虜遷
line,25763,2111,把酒,833,0.796875,離,何况兼無子
line,25756,2111,把酒,833,0.785645,食,朝餐不過飽
line,27823,2242,青氈帳二十韻,833,0.782715,館驛,賓客於中接
line,27541,2217,裴常侍以題薔薇架十八韻見示因廣爲三十韻以和之,833,0.778809,牆壁,耀壁變雕牆
line,25936,2121,歲暮,833,0.771973,與食,晨炊廩有米
line,25723,2110,再授賓客分司,833,0.764648,僕射,又不勞朝謁
line,25757,2111,把酒,833,0.759766,鼎,五鼎徒爲爾
line,27536,2217,裴常侍以題薔薇架十八韻見示因廣爲三十韻以和之,833,0.759766,燈燭,九微燈炫轉
line,25842,2116,新秋曉興,833,0.758789,夏,濁暑忽已退
line,25592,2103,詠興五首解印出公府,833,0.756348,言語,飽於東方朔
line,27381,2201,七年元日對酒五首其一,833,0.756348,雨,不因時節日
line,25821,2115,哭崔常侍晦叔,833,0.755371,道士,與世同浮沉
line,25750,2111,把酒,833,0.750000,宗族,借問宗族間
line,25803,2114,立秋夕有懷夢得,833,0.746582,扇,風扇蒲葵輕
line,25815,2115,哭崔常侍晦叔,833,0.740723,金,精珍百煉金
line,25921,2120,冬日早起閑詠,833,0.740234,隠逸,不因閑不見
line,25722,2110,再授賓客分司,833,0.739746,春,分命在東司
line,27379,2201,七年元日對酒五首其一,833,0.737793,慶賀,慶弔經過懶
line,27852,2245,答夢得八月十五日夜玩月見寄,833,0.736816,羅浮山,何似石樓中
line,27816,2242,青氈帳二十韻,833,0.734863,衣服,狐裘可棄捐
line,25940,2121,歲暮,833,0.731934,酒,加之一杯酒
line,25590,2103,詠興五首解印出公府,833,0.730469,裘,有帛禦冬寒
line,27516,2216,自喜,833,0.730469,衾,布被辰時起
line,25591,2103,詠興五首解印出公府,833,0.729492,勸農,有穀防歲饑
line,25814,2115,哭崔常侍晦叔,833,0.729492,石,頑賤一拳石
line,25759,2111,把酒,833,0.729004,棺椁,一衾而已矣
line,25819,2115,哭崔常侍晦叔,833,0.729004,柔,外物不能侵
line,25943,2121,歲暮,833,0.727539,冨,比屋多飢貧
line,25933,2121,歲暮,833,0.726074,車,冰雪摧車輪
line,25794,2113,代鶴,833,0.725586,馬,主人誠可戀
line,27410,2206,七年春題府廳,833,0.725098,棄官,雖非好官職
line,25811,2114,立秋夕有懷夢得,833,0.722656,鷹,秋吟三數聲
line,27408,2206,七年春題府廳,833,0.722656,要㑹,以此稱公事
line,25948,2121,歲暮,833,0.722168,碑銘,安得不慚愧
line,25779,2112,首夏,833,0.721680,酒,“飲酒常不足
line,27614,2221,贈草堂宗密上人,833,0.721680,寺,長住虛空是小乘
line,27581,2217,裴常侍以題薔薇架十八韻見示因廣爲三十韻以和之,833,0.720215,宅,名仁和里
line,27825,2242,青氈帳二十韻,833,0.719238,茵褥,王家誇舊物
line,25720,2110,再授賓客分司,833,0.718750,俸禄,俸錢七八萬
line,25812,2114,立秋夕有懷夢得,833,0.718262,相思,所思渺千里
line,27492,2213,罷府歸舊居,833,0.718262,宅,陋巷乘籃入
line,25595,2103,詠興五首解印出公府,833,0.717285,關,此外吾不知
line,25946,2121,歲暮,833,0.717285,人餓,如我飽煖者
line,25724,2110,再授賓客分司,833,0.715820,駱駝,既資閑養疾
line,27479,2210,洛中春遊呈諸親友,833,0.715820,讎怨,亦不少於人
line,25578,2103,詠興五首解印出公府,833,0.714844,威名,解印出公府
line,27836,2243,答夢得秋日書懷見寄,833,0.714355,老,老過却無悲
line,25859,2117,秋日與張賓客舒著作同遊龍門醉中狂歌凡二百三十八字,833,0.713867,畋獵,秋風嫋嫋秋蟲鳴
line,26637,2154,洛陽有愚叟,834,0.813965,野,野食或烹鮮
line,26220,2135,吟四雖,834,0.813477,視,因疾喪明
line,26015,2127,早夏遊宴,834,0.809082,賢,已動蒲葵扇
line,28108,2278,早夏遊平泉迴,834,0.808594,食,療飢兼解渴
line,26187,2134,北窗三友,834,0.807129,師,三人皆我師
line,28225,2301,感興二首其一,834,0.800293,由人興,吉凶禍福有來由
line,26630,2154,洛陽有愚叟,834,0.786133,食,無餘亦無闕
