granularity,unit_id,编号,题目,作年,similarity,部类,文本
line,7894,0373,自餘杭歸宿淮口作,824,0.717285,關,此外吾不知
line,21075,1557,留題天竺靈隱兩寺,824,0.716797,僧,僧徒多悵望
line,7863,0370,三年爲刺史二首其一,824,0.713379,李,題詩十餘首
line,21689,1625,自到郡齋僅經旬日方專公務未及宴遊偷閑走筆題二十四韻兼寄常州賈舍人湖州崔郎中仍呈吳中諸客,825,0.860840,刺史,未徵黄霸
line,21690,1625,自到郡齋僅經旬日方專公務未及宴遊偷閑走筆題二十四韻兼寄常州賈舍人湖州崔郎中仍呈吳中諸客,825,0.831055,刺史,猶借寇恂
line,18937,1419,和微之聽妻彈别鶴操因爲解釋其義依韻加四句,825,0.813477,擇夫,誓將死同穴
line,18938,1419,和微之聽妻彈别鶴操因爲解釋其義依韻加四句,825,0.797852,父子,其奈生無子
line,21715,1625,自到郡齋僅經旬日方專公務未及宴遊偷閑走筆題二十四韻兼寄常州賈舍人湖州崔郎中仍呈吳中諸客,825,0.785645,草,池塘閑長草
line,21786,1631,池上早秋,825,0.784668,菊,殘照下東籬
line,21383,1592,病中辱張常侍題集賢院詩因以繼和,825,0.783203,閣,天祿閣門開
line,21680,1625,自到郡齋僅經旬日方專公務未及宴遊偷閑走筆題二十四韻兼寄常州賈舍人湖州崔郎中仍呈吳中諸客,825,0.779785,勤官,補拙莫如勤
line,21798,1632,郡西亭偶詠,825,0.779297,戒律,但要修行功用深
line,18444,1399,題西亭,825,0.776855,宴,此宜宴嘉賓
line,18430,1399,題西亭,825,0.776367,園圃,西園景多暇
line,18639,1405,同微之贈别郭虛舟煉師五十韻,825,0.776367,相思,故情若相思
line,18445,1399,題西亭,825,0.775391,竽,鼓瑟吹笙竽
line,18741,1406,霓裳羽衣歌,825,0.775391,父子,其母抱之
line,21670,1625,自到郡齋僅經旬日方專公務未及宴遊偷閑走筆題二十四韻兼寄常州賈舍人湖州崔郎中仍呈吳中諸客,825,0.772461,印綬,冒榮慚印綬
line,18569,1405,同微之贈别郭虛舟煉師五十韻,825,0.770508,從坐,謂其坐致之
line,18960,1419,和微之聽妻彈别鶴操因爲解釋其義依韻加四句,825,0.768555,夫婦,有妻偕老矣
line,21685,1625,自到郡齋僅經旬日方專公務未及宴遊偷閑走筆題二十四韻兼寄常州賈舍人湖州崔郎中仍呈吳中諸客,825,0.768066,手,襦袴提於手
line,21508,1611,城東閑行因題尉遲司業水閣,825,0.766113,錢,無人知姓名
line,18772,1407,小童薛陽陶吹觱篥歌,825,0.761230,珠,轢轢轔轔似珠貫
line,18728,1406,霓裳羽衣歌,825,0.760742,《詩》,發於歌詠形於詩
line,21674,1625,自到郡齋僅經旬日方專公務未及宴遊偷閑走筆題二十四韻兼寄常州賈舍人湖州崔郎中仍呈吳中諸客,825,0.760254,示信,施於物爲政能
line,21489,1609,洛城東花下作,825,0.758789,倉廩,“洛陽城東面
line,18636,1405,同微之贈别郭虛舟煉師五十韻,825,0.757812,鶴,朱頂鶴一隻
line,21621,1620,去歲罷杭州今春領吳郡慚無善政聊寫鄙懷兼寄三相公,825,0.756348,諫諍,堪爲持節臣
line,18570,1405,同微之贈别郭虛舟煉師五十韻,825,0.754883,待妻以禮,自負因自歎
line,18936,1419,和微之聽妻彈别鶴操因爲解釋其義依韻加四句,825,0.753418,離,生離不如死
line,21695,1625,自到郡齋僅經旬日方專公務未及宴遊偷閑走筆題二十四韻兼寄常州賈舍人湖州崔郎中仍呈吳中諸客,825,0.752441,轉運使,見《唐書》
line,21768,1630,秋寄微之十二韻,825,0.751953,鳥,疏凉雨後風
line,18782,1407,小童薛陽陶吹觱篥歌,825,0.750488,奴婢,有如部伍隨將軍
line,18563,1405,同微之贈别郭虛舟煉師五十韻,825,0.748535,文辭,其辭妙且微
line,18603,1405,同微之贈别郭虛舟煉師五十韻,825,0.747070,太尉,手進賞罰詞
line,21623,1620,去歲罷杭州今春領吳郡慚無善政聊寫鄙懷兼寄三相公,825,0.746094,愚,無惠及飢貧
line,21635,1621,宣武令狐相公以詩寄贈傳播吳中聊用短章用伸酬謝,825,0.745605,大將,不知官是上將軍
line,21686,1625,自到郡齋僅經旬日方專公務未及宴遊偷閑走筆題二十四韻兼寄常州賈舍人湖州崔郎中仍呈吳中諸客,825,0.745605,珮,韋弦佩在紳
line,18538,1404,九日宴集醉題郡樓兼呈周殷二判官,825,0.745117,老,五旬已過不爲夭
line,18547,1405,同微之贈别郭虛舟煉師五十韻,825,0.743652,威儀,白皙好容儀
line,21673,1625,自到郡齋僅經旬日方專公務未及宴遊偷閑走筆題二十四韻兼寄常州賈舍人湖州崔郎中仍呈吳中諸客,825,0.743652,險固,“藏於己爲道義
line,21708,1625,自到郡齋僅經旬日方專公務未及宴遊偷閑走筆題二十四韻兼寄常州賈舍人湖州崔郎中仍呈吳中諸客,825,0.743164,鳥,聲殘鳥過春
line,21697,1625,自到郡齋僅經旬日方專公務未及宴遊偷閑走筆題二十四韻兼寄常州賈舍人湖州崔郎中仍呈吳中諸客,825,0.742676,碑,制詔誇黄絹
line,18504,1404,九日宴集醉題郡樓兼呈周殷二判官,825,0.741211,臺,姑蘇臺榭倚蒼靄
line,18616,1405,同微之贈别郭虛舟煉師五十韻,825,0.741211,霜,雪霜各滿鬢
line,21546,1615,奉和汴州令狐相公二十二韻,825,0.739258,谦讓,貌爲禮賢謙
line,18686,1406,霓裳羽衣歌,825,0.738770,仙,唯《霓裳》之末
line,18961,1419,和微之聽妻彈别鶴操因爲解釋其義依韻加四句,825,0.738281,離,幸免生别離
line,21684,1625,自到郡齋僅經旬日方專公務未及宴遊偷閑走筆題二十四韻兼寄常州賈舍人湖州崔郎中仍呈吳中諸客,825,0.737793,將作監,安敢不躬親
line,21887,1643,宿湖中,825,0.737305,湖,洞庭山脚太湖心
line,18610,1405,同微之贈别郭虛舟煉師五十韻,825,0.735840,印綬,一提支郡印
line,18730,1406,霓裳羽衣歌,825,0.735840,城,《長恨歌》云
line,18625,1405,同微之贈别郭虛舟煉師五十韻,825,0.734863,太師,問道亦頷頤
line,21452,1602,題新居呈王尹兼簡府中三掾,825,0.734863,貧,貧家乏羨財
line,21792,1632,郡西亭偶詠,825,0.734863,公政,公私塵事不能侵
line,21759,1630,秋寄微之十二韻,825,0.734375,威信及外夷,屈君爲長吏
line,21889,1644,揀貢橘書情,825,0.734375,勤,太守勤王請自行
line,18553,1405,同微之贈别郭虛舟煉師五十韻,825,0.733887,綱罟罝羅,蜉蝣良可悲
line,18404,1398,郡齋旬假命宴呈座客示郡寮,825,0.733398,祭祀,既備獻酬禮
line,21846,1639,喚笙歌,825,0.733398,酒,猶應不如醉
line,18443,1399,題西亭,825,0.731934,風,清風來徐徐
line,21724,1626,題籠鶴,825,0.731934,塵,其如塵事多
line,18486,1403,崔湖州贈紅石琴薦煥如錦文無以答之以詩酬謝,825,0.731445,琴,頳錦支綠綺
line,18655,1406,霓裳羽衣歌,825,0.731445,彈,擊擫彈吹聲邐迤
line,21850,1640,對酒吟,825,0.730957,京兆尹,未換銀青綬
line,18397,1398,郡齋旬假命宴呈座客示郡寮,825,0.730469,軍旅,勞逸常不均
line,18792,1408,啄木曲,825,0.729492,土功,虛勞人氣力
line,18582,1405,同微之贈别郭虛舟煉師五十韻,825,0.729004,夫婦,二物正訢合
line,21666,1625,自到郡齋僅經旬日方專公務未及宴遊偷閑走筆題二十四韻兼寄常州賈舍人湖州崔郎中仍呈吳中諸客,825,0.728516,京兆尹,版圖十萬户
line,8125,0388,泛春池,825,0.727051,縣令,塵纓先抖擻
line,21451,1602,題新居呈王尹兼簡府中三掾,825,0.726562,宅,弊宅須重葺
line,21693,1625,自到郡齋僅經旬日方專公務未及宴遊偷閑走筆題二十四韻兼寄常州賈舍人湖州崔郎中仍呈吳中諸客,825,0.726562,政理,皆有善政
line,18446,1399,題西亭,825,0.726074,酒,荒淫即不可
line,21687,1625,自到郡齋僅經旬日方專公務未及宴遊偷閑走筆題二十四韻兼寄常州賈舍人湖州崔郎中仍呈吳中諸客,825,0.726074,辭官,敢辭稱俗吏
line,18471,1401,北亭卧,825,0.725586,鶴,鶴唳無凡聲
line,18580,1405,同微之贈别郭虛舟煉師五十韻,825,0.725586,齋,齋心獨歎拜
line,18940,1419,和微之聽妻彈别鶴操因爲解釋其義依韻加四句,825,0.725586,子婦,婦出不能止
line,21832,1638,聞行簡恩賜章服喜成長句寄之,825,0.725586,賣官爵,官銜俱是客曹郎
line,18944,1419,和微之聽妻彈别鶴操因爲解釋其義依韻加四句,825,0.725098,形貎,若與人相似
line,21473,1606,崔侍御以孩子三日示其所生詩見示因以二絶和之其一,825,0.724609,月,還似初生三日魄
line,21556,1615,奉和汴州令狐相公二十二韻,825,0.723145,威儀,威容曉助嚴
line,21751,1629,代諸妓贈送周判官,825,0.722656,湖,莫汎扁舟尋范蠡
line,18959,1419,和微之聽妻彈别鶴操因爲解釋其義依韻加四句,825,0.722168,父子,無兒雖薄命
line,21488,1609,洛城東花下作,825,0.721191,洛,花多數洛陽
line,21636,1621,宣武令狐相公以詩寄贈傳播吳中聊用短章用伸酬謝,825,0.720703,葬,辭人命薄多無位
line,21769,1630,秋寄微之十二韻,825,0.720215,綺,餘霞數片綺
line,18600,1405,同微之贈别郭虛舟煉師五十韻,825,0.719727,才不稱職,官雖小大殊
line,18602,1405,同微之贈别郭虛舟煉師五十韻,825,0.719727,柰,我直紫微闥
line,21908,1646,泛太湖書事寄微之,825,0.719727,舟,飄然舟似入虛空
line,21582,1615,奉和汴州令狐相公二十二韻,825,0.719238,好客,猶嫌客不醉
line,21589,1616,船夜援琴,825,0.719238,聽,兩耳是知音
line,21944,1648,西樓喜雪命宴,825,0.719238,乞假,慚無五袴謡
line,18559,1405,同微之贈别郭虛舟煉師五十韻,825,0.717773,射,有術人莫知
line,18551,1405,同微之贈别郭虛舟煉師五十韻,825,0.717285,酤榷,閑飲酒一巵
line,18651,1406,霓裳羽衣歌,825,0.716797,珮,鈿瓔纍纍珮珊珊
line,18687,1406,霓裳羽衣歌,825,0.715820,雞,長引一聲也
line,18396,1398,郡齋旬假命宴呈座客示郡寮,825,0.715332,儲蓄,公多及私少
line,18663,1406,霓裳羽衣歌,825,0.715332,舞,故不舞也
line,18567,1405,同微之贈别郭虛舟煉師五十韻,825,0.713379,疑獄,心中了無疑
line,21683,1625,自到郡齋僅經旬日方專公務未及宴遊偷閑走筆題二十四韻兼寄常州賈舍人湖州崔郎中仍呈吳中諸客,825,0.713379,報德,以兹爲報效
line,18828,1410,雙石,826,0.797852,沐,洗刷去泥垢
line,19130,1431,有感三首其一,826,0.786133,絲,有如蠶造繭
line,18843,1410,雙石,826,0.782227,嗜好,人皆有所好
line,22097,1669,偶作,826,0.778809,杯,行慵舉足遲
line,18849,1410,雙石,826,0.776367,妖怪,石雖不能言
line,19129,1431,有感三首其一,826,0.771484,祖孫,委蛻而已矣
line,22021,1659,自歎,826,0.770508,父母疾,兼爲病所侵
line,19128,1431,有感三首其一,826,0.768555,祖孫,子孫非我有
line,19011,1425,答,826,0.762695,棄官,吏滿六百石
line,18993,1423,吳中好風景二首其一,826,0.762207,衣服,暑退衣服乾
line,18902,1414,自詠五首其一,826,0.754395,夢,不知夢是夢
line,22044,1662,馬墜强出贈同座,826,0.738770,馬,足傷遭馬墜
line,19030,1425,答,826,0.737305,乞假,襦袴無一片
line,18850,1410,雙石,826,0.735352,朋友,許我爲三友
line,19039,1426,别蘇州,826,0.732910,碑銘,去愧無能名
line,22010,1658,夜歸,826,0.730957,館驛,賓寮多謝客
line,18898,1414,自詠五首其一,826,0.729980,大將,求得將何用
line,22459,1710,與夢得同登棲靈塔,826,0.728516,臺,上到棲靈第九層
line,22119,1672,城上夜宴,826,0.727539,正月十五日,惜夜相將秉燭遊
line,22255,1685,重詠,826,0.727539,役使不均,老更不宜忙
line,22387,1699,自喜,826,0.727539,勸農,猶免飢寒得數年
line,22536,1721,贈楚州郭使君,826,0.727051,印綬,黄金印綬懸腰底
line,19070,1427,卯時酒,826,0.726562,貴,寵辱憂喜間
line,22228,1683,夜遊西武丘寺八韻,826,0.723145,駱駝,閑來即一過
line,18837,1410,雙石,826,0.722168,牆壁,峭絶高數尺
line,19089,1428,自問行何遲,826,0.722168,杯,自問行何遲
line,19090,1428,自問行何遲,826,0.722168,錦,還鄉無他計
line,18824,1410,雙石,826,0.721680,湖,得自洞庭口
line,18887,1413,花前歎,826,0.721680,弔,相次喪逝
line,22187,1679,蓮石,826,0.721191,寬恕,心與物相隨
line,22342,1696,齊雲樓晚望偶題十韻兼呈馮侍御周殷二協律,826,0.721191,美婦人,欲辭南國去
line,18886,1413,花前歎,826,0.720215,故舊,皆舊往還
line,22479,1714,感悟妄緣題如上人壁,826,0.719727,勤,爲忙終日同
line,22370,1697,河亭晴望,826,0.716797,門戶,明朝是重九
line,22200,1680,眼病二首其一,826,0.716309,經,已上四句
line,22201,1680,眼病二首其一,826,0.716309,視,皆病眼中所見者
line,19135,1431,有感三首其一,826,0.715820,名譽,舉世皆如此
line,22347,1696,齊雲樓晚望偶題十韻兼呈馮侍御周殷二協律,826,0.715332,鹽,按食鹽籍
line,22376,1698,留别微之,826,0.714844,儉,五千言裏教知足
line,22382,1699,自喜,826,0.714844,離,身兼妻子都三口
line,22286,1688,題報恩寺,826,0.713867,勇,自慚容鬢上
line,19191,1437,喜雨,827,0.805176,性情,人各有所私
line,19204,1437,喜雨,827,0.783691,酒,不如一霢霂
line,22596,1729,初授秘監並賜金紫閑吟小酌偶寫所懷,827,0.767090,父子,子孫無可念
line,19217,1438,題道宗上人十韻,827,0.764648,僧,恐不知上人者
line,22659,1738,登靈應臺北望,827,0.763184,米麴,一稊米落太倉中
line,19231,1438,題道宗上人十韻,827,0.759277,離,縹緲離文字
line,19200,1437,喜雨,827,0.758301,沐,如頭得膏沐
line,19179,1435,經溱洧,827,0.753418,三月三,溱洧至今清
line,19225,1438,題道宗上人十韻,827,0.750977,《詩》,四句有詮次
line,22686,1742,與僧智如夜話,827,0.750977,百工,憂勞緣智巧
line,19223,1438,題道宗上人十韻,827,0.746094,《詩》,以詩爲佛事
line,19193,1437,喜雨,827,0.745117,喪夫,松乾竹燋死
line,22712,1746,華城西北雉堞最高崔相公首創樓臺錢左丞繼種花果合爲勝境題在雅篇歲暮獨遊悵然成詠,827,0.743164,威儀,高居稱君子
line,19269,1441,寄崔少監,827,0.742188,哭,不是尋常聲
line,22618,1732,松齋偶興,827,0.738281,婚姻,約俸爲生計
line,19214,1438,題道宗上人十韻,827,0.737793,釋教,爲解脱性作
line,22645,1735,秋齋,827,0.735840,神異,嵇康向事慵
line,22787,1752,答蘇庶子,827,0.733398,老,老去可禁愁
line,19237,1438,題道宗上人十韻,827,0.731934,師,我獨知師意
line,19215,1438,題道宗上人十韻,827,0.730469,《詩》,不爲詩而作也
line,22552,1723,初到洛下閑遊,827,0.727051,刺史,曾在東方千騎上
line,22671,1740,閑行,827,0.723633,貧,衣食單疏不是貧
line,19162,1434,宿滎陽,827,0.722168,桐,生長在滎陽
line,22697,1744,晚寒,827,0.718750,風,淒風利似刀
line,19234,1438,題道宗上人十韻,827,0.717285,詩,先以詩句牽
line,22738,1748,有小白馬乘馭多時奉使東行至稠桑驛溘然而斃足可驚傷不能忘情題二十韻,827,0.716309,夢,睡來乘作夢
line,19208,1437,喜雨,827,0.715820,玉,同心調玉燭
line,19233,1438,題道宗上人十韻,827,0.714355,三公,上達王公貴
line,19253,1440,寄庾侍郎,827,0.714355,洛,矯矯青雲翮
line,19655,1461,和微之詩二十三首和三月三十日四十韻,828,0.838867,行旅,《楚辭》云
line,19685,1461,和微之詩二十三首和三月三十日四十韻,828,0.835938,舟,范蠡有扁舟
line,19533,1457,和微之詩二十三首和祝蒼華,828,0.814453,日,日居復月諸
line,19717,1462,和微之詩二十三首和寄樂天,828,0.804199,笑,會笑始啞啞
line,19770,1464,和微之詩二十三首和新樓北園偶集從孫公度周巡官韓秀才盧秀才范處士小飲鄭侍御判官周劉二從事皆先歸,828,0.800781,老,百年期不賒
line,19735,1462,和微之詩二十三首和寄樂天,828,0.795898,藉田,《籍田賦》云
line,23219,1813,大和戊申歲大有年詔賜百寮出城觀稼謹書盛事以俟采詩,828,0.793457,倉廩,堆作九年儲
line,22934,1773,喜錢左丞再除華州以詩伸賀,828,0.791504,刺史,重借寇恂來
line,23220,1813,大和戊申歲大有年詔賜百寮出城觀稼謹書盛事以俟采詩,828,0.789551,苗稼,莫道如雲稼
line,19536,1457,和微之詩二十三首和祝蒼華,828,0.786133,絲,化爲素絲縷
line,19665,1461,和微之詩二十三首和三月三十日四十韻,828,0.784180,膾,魚鱠芥醬調
line,19772,1464,和微之詩二十三首和新樓北園偶集從孫公度周巡官韓秀才盧秀才范處士小飲鄭侍御判官周劉二從事皆先歸,828,0.782715,酒,獨醒古所嗟
line,22871,1766,題洛中第宅,828,0.781250,清亷,懸魚掛青甃
line,23017,1787,答裴相公乞鶴,828,0.777344,道路,不稱在泥塗
line,23446,1842,觀幻,828,0.772949,書,鳥迹印空中
line,19632,1461,和微之詩二十三首和三月三十日四十韻,828,0.771973,剛,剛柔無吐茹
line,22878,1766,題洛中第宅,828,0.771973,專殺,多爲將相官
line,19531,1456,和微之詩二十三首和櫛沐寄道友,828,0.771484,冨,但且知止足
line,23226,1814,贈悼懷太子挽歌辭二首其一,828,0.770996,命運,壽夭由天命
line,19631,1461,和微之詩二十三首和三月三十日四十韻,828,0.770020,圖畫,善惡有懲勸
line,19512,1456,和微之詩二十三首和櫛沐寄道友,828,0.769043,寢,假寐須臾間
line,20055,1473,和微之詩二十三首和晨興因報問龜兒,828,0.769043,菜,荼蘗甘如飴
line,19485,1455,和微之詩二十三首和送劉道士遊天台,828,0.767090,夢,人生同大夢
line,19501,1455,和微之詩二十三首和送劉道士遊天台,828,0.765137,老,不知萬齡暮
line,19683,1461,和微之詩二十三首和三月三十日四十韻,828,0.763184,離别,久爲雲雨别
line,23229,1814,贈悼懷太子挽歌辭二首其一,828,0.758789,叔姪,軫念在與夷
line,19534,1457,和微之詩二十三首和祝蒼華,828,0.757812,日,環迴照下土
line,23307,1825,廣府胡尚書頻寄詩因答絶句,828,0.757324,刺史,雖飲貪泉心不回
line,19506,1455,和微之詩二十三首和送劉道士遊天台,828,0.756836,火,刧火不能焚
line,19662,1461,和微之詩二十三首和三月三十日四十韻,828,0.756348,馬,行多馬蹄跙
line,22855,1763,龍門下作,828,0.753906,老,筋力不將諸處用
line,19551,1457,和微之詩二十三首和祝蒼華,828,0.752930,鵲,秃似鵲填河
line,20066,1473,和微之詩二十三首和晨興因報問龜兒,828,0.750977,海,茫茫四海間
line,23280,1821,早寒,828,0.750000,歲除,迎冬兼送老
line,19682,1461,和微之詩二十三首和三月三十日四十韻,828,0.748535,隠逸,君仍畢婚娶
line,19712,1462,和微之詩二十三首和寄樂天,828,0.747559,甕,酌酡頳玉質
line,19589,1460,和微之詩二十三首和我年三首其三,828,0.743652,曠官,昔嘗速官謗
line,19477,1455,和微之詩二十三首和送劉道士遊天台,828,0.742676,火,閬宮縹緲間
line,23367,1833,雙鸚鵡,828,0.741211,鸚鵡,若稱白家鸚鵡鳥
line,19516,1456,和微之詩二十三首和櫛沐寄道友,828,0.740723,執馭,人馬同時閑
line,19563,1458,和微之詩二十三首和我年三首其一,828,0.739746,紙,可能隨衆人
line,19610,1461,和微之詩二十三首和三月三十日四十韻,828,0.739746,土功,豈敢辭勞慮
line,20071,1473,和微之詩二十三首和晨興因報問龜兒,828,0.739258,雁,但見雁南飛
line,23003,1786,早朝,828,0.738770,雞,雞鳴赴建章
line,19706,1462,和微之詩二十三首和寄樂天,828,0.737793,嗣立,有名而無實
line,19497,1455,和微之詩二十三首和送劉道士遊天台,828,0.737305,仙,仙中有大仙
line,23251,1817,和集賢劉學士早朝作,828,0.735352,知音,合入綸闈即可知
line,23343,1830,賦得烏夜啼,828,0.732422,哭,啼澀飢喉咽
line,20095,1474,和微之詩二十三首和朝迴與王煉師遊南山下,828,0.728027,枕,卧枕一卷書
line,19775,1464,和微之詩二十三首和新樓北園偶集從孫公度周巡官韓秀才盧秀才范處士小飲鄭侍御判官周劉二從事皆先歸,828,0.727051,老,稱觴起爲壽
line,19635,1461,和微之詩二十三首和三月三十日四十韻,828,0.725586,祭祀,俗以勞倈安
line,19697,1462,和微之詩二十三首和寄樂天,828,0.725586,兄弟,旁愛及弟兄
line,19705,1462,和微之詩二十三首和寄樂天,828,0.725586,直,不似勢利交
line,20097,1474,和微之詩二十三首和朝迴與王煉師遊南山下,828,0.725586,寢,睡覺心于于
line,22954,1778,閑出,828,0.725586,好客,逢酒醉方歸
line,23372,1834,贈朱道士,828,0.725098,相,三尸餓死爲休粮
line,19523,1456,和微之詩二十三首和櫛沐寄道友,828,0.723633,衣服,晨燭照朝服
line,19628,1461,和微之詩二十三首和三月三十日四十韻,828,0.723633,山,千山一時曙
line,23347,1831,鏡換杯,828,0.723633,鏡,欲將珠匣青銅鏡
line,22837,1759,出使在途所騎馬死改乘肩輿將歸長安偶詠旅懷寄太原李相公,828,0.723145,喪,喪乘獨歸殊不易
line,19545,1457,和微之詩二十三首和祝蒼華,828,0.722656,沐,豈是乏膏沐
line,19596,1460,和微之詩二十三首和我年三首其三,828,0.722656,洛,青雲高渺渺
line,19508,1455,和微之詩二十三首和送劉道士遊天台,828,0.722168,葬,先生垂典墳
line,23311,1826,送鶴與裴相臨别贈詩,828,0.722168,鶴,不信聽吟送鶴詩
line,20040,1473,和微之詩二十三首和晨興因報問龜兒,828,0.721680,相思,我苦不在遠
line,19562,1458,和微之詩二十三首和我年三首其一,828,0.721191,養生,心力虛勞苦
line,23000,1785,伊州,828,0.721191,死,亦應不得多年聽
line,23261,1818,送陝州王司馬建赴任,828,0.720703,市,料君投刃必應虛
line,19549,1457,和微之詩二十三首和祝蒼華,828,0.720215,食,餘者能有幾
line,19681,1461,和微之詩二十三首和三月三十日四十韻,828,0.719727,祖孫,我既無子孫
line,20052,1473,和微之詩二十三首和晨興因報問龜兒,828,0.719238,哭,不如溘然盡
line,19487,1455,和微之詩二十三首和送劉道士遊天台,828,0.718750,夢,况此夢中夢
line,23415,1839,聞新蟬贈劉二十八,828,0.718262,蟬,蟬發一聲時
line,24108,1913,戊申歲暮詠懷三首其一,828,0.718262,老,半百年過六七時
line,19781,1464,和微之詩二十三首和新樓北園偶集從孫公度周巡官韓秀才盧秀才范處士小飲鄭侍御判官周劉二從事皆先歸,828,0.717773,笙,有奴善吹笙
line,23421,1839,聞新蟬贈劉二十八,828,0.717773,造酒,無過一杯酒
line,19577,1459,和微之詩二十三首和我年三首其二,828,0.716797,離,妻孥及僕使
line,19452,1454,和微之詩二十三首和晨霞,828,0.716309,鬼神,百億諸鬼神
line,19479,1455,和微之詩二十三首和送劉道士遊天台,828,0.716309,齋,齋心謁西母
line,19579,1459,和微之詩二十三首和我年三首其二,828,0.715820,恐懼,省躬私自愧
line,23211,1813,大和戊申歲大有年詔賜百寮出城觀稼謹書盛事以俟采詩,828,0.715332,祭祀,豐歲閲田閭
line,23328,1828,送河南尹馮學士赴任,828,0.714844,清亷,清洛飲冰添苦節
line,19752,1463,和微之詩二十三首和寄問劉白,828,0.713867,賔主,匡牀宿東牖
line,19515,1456,和微之詩二十三首和櫛沐寄道友,828,0.713379,刻漏,停驂待五漏
line,22809,1755,贈東鄰王十三,828,0.713379,美婦人,居處東西接
line,22856,1763,龍門下作,828,0.713379,離别,登山臨水詠詩行
line,24173,1917,想東遊五十韻,829,0.942383,萍蘋,“汀洲採白蘋
line,24877,2011,予與微之老而無子發於言歎著在詩篇今年冬各有一子戲作二什一以相賀一以自嘲,829,0.933105,父子,伯道無兒
line,20160,1481,中隱,829,0.861816,隠逸,大隱住朝市
line,24177,1917,想東遊五十韻,829,0.819336,水田,綺錯稻田溝
line,23075,1795,宿杜曲花下,829,0.815918,奴婢,蒼頭觱篥奴
line,20284,1487,偶作二首其一,829,0.812988,床,安身有處所
line,20210,1483,引泉,829,0.811523,諫諍,邴罷不因事
line,20262,1486,太湖石,829,0.806641,劍,磨刀不如礪
line,23661,1852,酬鄭侍御多雨春空過詩三十韻,829,0.804199,倉廩,賑廩賙飢户
line,19841,1466,和微之詩二十三首和知非,829,0.802734,儒教,儒教重禮法
line,20250,1486,太湖石,829,0.801270,長大人,纔高八九尺
line,23551,1851,和微之春日投簡陽明洞天五十韻,829,0.799316,魚,兒烹鯉一呼
line,20232,1484,知足吟,829,0.795898,樽,樽中不乏酒
line,19922,1468,和微之詩二十三首和李勢女,829,0.794434,死,人各有一死
line,19875,1467,和微之詩二十三首和望曉,829,0.785645,雞,鳴雞初有聲
line,20355,1491,玩止水,829,0.785645,魚,澄見魚掉尾
line,20290,1487,偶作二首其一,829,0.782715,防備,謀慮繫安危
line,19933,1468,和微之詩二十三首和李勢女,829,0.780762,婚姻,歸我如歸鄉
line,23513,1851,和微之春日投簡陽明洞天五十韻,829,0.780762,星,牛斗天垂象
line,24217,1917,想東遊五十韻,829,0.780273,絲,蓴絲滑且柔
line,23575,1851,和微之春日投簡陽明洞天五十韻,829,0.779785,尚書,尚書履曳鳧
line,20289,1487,偶作二首其一,829,0.775879,印綬,相印將軍鉞
line,20361,1491,玩止水,829,0.775879,朋友,淡可交君子
line,24237,1917,想東遊五十韻,829,0.772461,舟,行行不繫舟
line,20171,1481,中隱,829,0.770996,俸禄,隨月有俸錢
line,20208,1483,引泉,829,0.769043,貴,一爲止足限
line,23550,1851,和微之春日投簡陽明洞天五十韻,829,0.769043,衣服,女浣紗相伴
line,20105,1475,和微之詩二十三首和嘗新酒,829,0.758789,寢,真寢無夢寐
line,20225,1484,知足吟,829,0.758789,米麴,倉中有餘粟
line,24140,1917,想東遊五十韻,829,0.758301,施惠,予病免官後
line,23565,1851,和微之春日投簡陽明洞天五十韻,829,0.756348,廬山,峰峭佛香爐
line,20346,1491,玩止水,829,0.755859,秋,淒清早霜降
line,19828,1465,和微之詩二十三首和除夜作,829,0.754883,日,日月空居諸
line,19831,1465,和微之詩二十三首和除夜作,829,0.754395,讓功,所以自知分
line,24404,1939,自題,829,0.753906,施惠,貧賴俸優饒
line,23094,1799,恨詞,829,0.752930,眉,翠黛眉低斂
line,23641,1852,酬鄭侍御多雨春空過詩三十韻,829,0.752930,行步,閑行去步妨
line,19904,1467,和微之詩二十三首和望曉,829,0.750000,珮,鶯雜佩鏘鏘
line,23586,1851,和微之春日投簡陽明洞天五十韻,829,0.750000,軍政令,令下三軍整
line,24227,1917,想東遊五十韻,829,0.750000,畋獵,兔勿近罝罘
line,19951,1469,和微之詩二十三首和酬鄭侍御東陽春悶放懷追越遊見寄,829,0.749023,校書,三都賦成排左思
line,23635,1852,酬鄭侍御多雨春空過詩三十韻,829,0.748047,陰陽,陰盛勝於陽
line,19908,1467,和微之詩二十三首和望曉,829,0.744629,夫婦,歎我同心人
line,23581,1851,和微之春日投簡陽明洞天五十韻,829,0.744141,校書,置硯賦三都
line,20224,1484,知足吟,829,0.742188,稻,不種一壠田
line,23567,1851,和微之春日投簡陽明洞天五十韻,829,0.740723,井,來因挈玉壺
line,19321,1445,對鏡吟,829,0.740234,人餓,設使身存寒且飢
line,23116,1800,山石榴花十二韻,829,0.739746,美婦人,此時逢國色
line,24183,1917,想東遊五十韻,829,0.738770,龍,“潛虯媚幽姿
line,19855,1466,和微之詩二十三首和知非,829,0.737793,釋教,既得脱塵勞
line,20345,1491,玩止水,829,0.737793,醜婦人,鑒形不如止
line,23072,1795,宿杜曲花下,829,0.737793,視,眼前無所闕
line,23574,1851,和微之春日投簡陽明洞天五十韻,829,0.737793,隠逸,刺史旟翻隼
