row_id,卷,部类,部类序号,部类附名,作者,词条,注文,注文類型,注文类型,embedding_text,embedding_chars,原始注文,解析注文,注文解析方式,注文解析来源行,注文互见目标,部类文本,词条文本,注文文本,整体语义文本,词条可用,注文可用,部类可用,词条忽略原因,实际词条权重,实际注文权重,实际部类权重,注文類型字段,注文類型原文,注文類型规范,注文计算策略,典籍书名,典籍书名_归一,典籍书名与诗注重合,典籍书名与共同典源重合
18549,十三,肉刑,四十一,,,劓辟。,截鼻曰劓。,補足下文,補足下文,[肉刑]劓辟。截鼻曰劓。,12,截鼻曰劓。,截鼻曰劓。,original,,,肉刑,劓辟。,截鼻曰劓。,劓辟。截鼻曰劓。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
18550,十三,肉刑,四十一,,,剕辟。,刖足曰剕。,補足下文,補足下文,[肉刑]剕辟。刖足曰剕。,12,刖足曰剕。,刖足曰剕。,original,,,肉刑,剕辟。,刖足曰剕。,剕辟。刖足曰剕。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
18551,十三,肉刑,四十一,,,宮辟。,次死之刑。男子割勢，婦人幽閉。,補足下文,補足下文,[肉刑]宮辟。次死之刑。男子割勢，婦人幽閉。,22,次死之刑。男子割勢，婦人幽閉。,次死之刑。男子割勢，婦人幽閉。,original,,,肉刑,宮辟。,次死之刑。男子割勢，婦人幽閉。,宮辟。次死之刑。男子割勢，婦人幽閉。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
18552,十三,肉刑,四十一,,,五刑之疑，有赦，正于五罰。,罰，贖刑也。五刑有疑則赦之。從五罰，言降而從輕也。,解釋文意,解釋文意,[肉刑]五刑之疑，有赦，正于五罰。罰，贖刑也。五刑有疑則赦之。從五罰，言降而從輕也。,42,罰，贖刑也。五刑有疑則赦之。從五罰，言降而從輕也。,罰，贖刑也。五刑有疑則赦之。從五罰，言降而從輕也。,original,,,肉刑,五刑之疑，有赦，正于五罰。,罰，贖刑也。五刑有疑則赦之。從五罰，言降而從輕也。,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
18553,十三,肉刑,四十一,,,罰懲非死人，極于病。,刑以懲罰過非殺人也，極於病苦者，使之莫敢犯也。,解釋文意,解釋文意,[肉刑]罰懲非死人，極于病。刑以懲罰過非殺人也，極於病苦者，使之莫敢犯也。,37,刑以懲罰過非殺人也，極於病苦者，使之莫敢犯也。,刑以懲罰過非殺人也，極於病苦者，使之莫敢犯也。,original,,,肉刑,罰懲非死人，極于病。,刑以懲罰過非殺人也，極於病苦者，使之莫敢犯也。,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
18554,十三,肉刑,四十一,,,苗人作而降咎垂誡呂刑。,即《尚書》。,出處典籍，解釋文意,出處典籍，解釋文意,[肉刑]苗人作而降咎垂誡呂刑。即《尚書》。,21,即《尚書》。,即《尚書》。,original,,,肉刑,苗人作而降咎垂誡呂刑。,即《尚書》。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，解釋文意,出处典籍；解释文意,weighted_channels_with_book_title_stats,尚書,尚书,尚书,尚书
18555,十三,肉刑,四十一,,,文帝廢以從寬，稱仁漢牘。,漢文去肉刑，用笞罰。《文選》曰：歌雞鳴於闕下，稱仁漢牘。,出處典籍，出處原文,出處典籍，出處原文,[肉刑]文帝廢以從寬，稱仁漢牘。漢文去肉刑，用笞罰。《文選》曰：歌雞鳴於闕下，稱仁漢牘。,44,漢文去肉刑，用笞罰。《文選》曰：歌雞鳴於闕下，稱仁漢牘。,漢文去肉刑，用笞罰。《文選》曰：歌雞鳴於闕下，稱仁漢牘。,original,,,肉刑,文帝廢以從寬，稱仁漢牘。,漢文去肉刑，用笞罰。《文選》曰：歌雞鳴於闕下，稱仁漢牘。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,文選,文選,,
18556,十三,肉刑,四十一,,,五虐峻刑，,即上五刑。,解釋文意,解釋文意,[肉刑]五虐峻刑，即上五刑。,14,即上五刑。,即上五刑。,original,,,肉刑,五虐峻刑，,即上五刑。,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
18557,十三,肉刑,四十一,,,四肢重罰，,《文選》：肉刑。,出處典籍，出處原文,出處典籍，出處原文,[肉刑]四肢重罰，《文選》：肉刑。,17,《文選》：肉刑。,《文選》：肉刑。,original,,,肉刑,四肢重罰，,《文選》：肉刑。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,文選,文選,,
18558,十三,肉刑,四十一,,,何痛如之？,,,,[肉刑]何痛如之？,9,,,empty,,,肉刑,何痛如之？,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
18559,十三,肉刑,四十一,,,刑者不可復屬。,緹縈上書云。屬，連也。,出處典籍，解釋文意,出處典籍，解釋文意,[肉刑]刑者不可復屬。緹縈上書云。屬，連也。,22,緹縈上書云。屬，連也。,緹縈上書云。屬，連也。,original,,,肉刑,刑者不可復屬。,緹縈上書云。屬，連也。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，解釋文意,出处典籍；解释文意,weighted_channels_with_book_title_stats,,,,
18560,十三,肉刑,四十一,,,想踴貴之時，,俗由是敝。,補足下文,補足下文,[肉刑]想踴貴之時，俗由是敝。,15,俗由是敝。,俗由是敝。,original,,,肉刑,想踴貴之時，,俗由是敝。,想踴貴之時，俗由是敝。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
18561,十三,肉刑,四十一,,,念鼻醜之日，,人何以堪？,補足下文,補足下文,[肉刑]念鼻醜之日，人何以堪？,15,人何以堪？,人何以堪？,original,,,肉刑,念鼻醜之日，,人何以堪？,念鼻醜之日，人何以堪？,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
18562,十三,肉刑,四十一,,,秦酷以施上服之刑。,上服劓墨也，下服宮刖也。《周禮》。,出處典籍，解釋文意,出處典籍，解釋文意,[肉刑]秦酷以施上服之刑。上服劓墨也，下服宮刖也。《周禮》。,30,上服劓墨也，下服宮刖也。《周禮》。,上服劓墨也，下服宮刖也。《周禮》。,original,,,肉刑,秦酷以施上服之刑。,上服劓墨也，下服宮刖也。《周禮》。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，解釋文意,出处典籍；解释文意,weighted_channels_with_book_title_stats,周禮,周礼,周礼,周礼
18563,十三,肉刑,四十一,,,夫斷支體，刻肌膚，終身不息，何其楚痛之甚也。,漢文除肉刑詔云。,補足下文,補足下文,[肉刑]夫斷支體，刻肌膚，終身不息，何其楚痛之甚也。漢文除肉刑詔云。,34,漢文除肉刑詔云。,漢文除肉刑詔云。,original,,,肉刑,夫斷支體，刻肌膚，終身不息，何其楚痛之甚也。,漢文除肉刑詔云。,夫斷支體，刻肌膚，終身不息，何其楚痛之甚也。漢文除肉刑詔云。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
18564,十三,肉刑,四十一,,,守門守關。,《漢書》：墨者使守門，劓者使守關。,出處典籍，出處原文,出處典籍，出處原文,[肉刑]守門守關。《漢書》：墨者使守門，劓者使守關。,26,《漢書》：墨者使守門，劓者使守關。,《漢書》：墨者使守門，劓者使守關。,original,,,肉刑,守門守關。,《漢書》：墨者使守門，劓者使守關。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,漢書,汉书,汉书,汉书
18565,十三,肉刑,四十一,,,除肉刑加以笞，名輕而實重。,名輕易犯，實重傷人。是重人骨肉而輕人性命也。魏陳群議。云云。,解釋文意,解釋文意,[肉刑]除肉刑加以笞，名輕而實重。名輕易犯，實重傷人。是重人骨肉而輕人性命也。魏陳群議。云云。,47,名輕易犯，實重傷人。是重人骨肉而輕人性命也。魏陳群議。云云。,名輕易犯，實重傷人。是重人骨肉而輕人性命也。魏陳群議。云云。,original,,,肉刑,除肉刑加以笞，名輕而實重。,名輕易犯，實重傷人。是重人骨肉而輕人性命也。魏陳群議。云云。,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
18566,十三,肉刑,四十一,,,晉曹彥議云。,鑿顛抽脅常苟免犯法乃眾黥刖彰罪而民知恥也。,解釋文意,解釋文意,[肉刑]晉曹彥議云。鑿顛抽脅常苟免犯法乃眾黥刖彰罪而民知恥也。,31,鑿顛抽脅常苟免犯法乃眾黥刖彰罪而民知恥也。,鑿顛抽脅常苟免犯法乃眾黥刖彰罪而民知恥也。,original,,,肉刑,晉曹彥議云。,鑿顛抽脅常苟免犯法乃眾黥刖彰罪而民知恥也。,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
18567,十三,肉刑,四十一,,,一離刀鋸，終身不齒。,議。,補足下文,補足下文,[肉刑]一離刀鋸，終身不齒。議。,16,議。,議。,original,,,肉刑,一離刀鋸，終身不齒。,議。,一離刀鋸，終身不齒。議。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
18568,十三,肉刑,四十一,,,不忍刻截之慘，而安勦絕之悲。,袁宏議云。,補足下文,補足下文,[肉刑]不忍刻截之慘，而安勦絕之悲。袁宏議云。,23,袁宏議云。,袁宏議云。,original,,,肉刑,不忍刻截之慘，而安勦絕之悲。,袁宏議云。,不忍刻截之慘，而安勦絕之悲。袁宏議云。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
18569,十三,肉刑,四十一,,,議復肉刑，,孔融文舉議之，乃止。,補足下文,補足下文,[肉刑]議復肉刑，孔融文舉議之，乃止。,19,孔融文舉議之，乃止。,孔融文舉議之，乃止。,original,,,肉刑,議復肉刑，,孔融文舉議之，乃止。,議復肉刑，孔融文舉議之，乃止。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
18570,十三,族誅,四十二,,,秦皇暴虐，威以三夷。,《文選》：威以三夷之刑。秦法一人有罪，夷三族。,出處典籍，出處原文,出處典籍，出處原文,[族誅]秦皇暴虐，威以三夷。《文選》：威以三夷之刑。秦法一人有罪，夷三族。,37,《文選》：威以三夷之刑。秦法一人有罪，夷三族。,《文選》：威以三夷之刑。秦法一人有罪，夷三族。,original,,,族誅,秦皇暴虐，威以三夷。,《文選》：威以三夷之刑。秦法一人有罪，夷三族。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,文選,文選,,
18571,十三,族誅,四十二,,,商紂毒痡，罪及九族。,《書》：今商王受罪人以族。注：刑及九族。,出處典籍，出處原文,出處典籍，出處原文,[族誅]商紂毒痡，罪及九族。《書》：今商王受罪人以族。注：刑及九族。,34,《書》：今商王受罪人以族。注：刑及九族。,《書》：今商王受罪人以族。注：刑及九族。,original,,,族誅,商紂毒痡，罪及九族。,《書》：今商王受罪人以族。注：刑及九族。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,書,书,书,书
18572,十三,族誅,四十二,,,赤族之誅，,及宗之禍。,對仗,對仗,[族誅]赤族之誅，及宗之禍。,14,及宗之禍。,及宗之禍。,original,,,族誅,赤族之誅，,及宗之禍。,,True,True,True,,0.5,0.3,0.2,注文類型,對仗,对仗,parallel_note_focused,,,,
18573,十三,族誅,四十二,,,罰弗及嗣。,《虞書》。,出處典籍,出處典籍,[族誅]罰弗及嗣。《虞書》。,14,《虞書》。,《虞書》。,original,,,族誅,罰弗及嗣。,《虞書》。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍,出处典籍,book_title_stats_only_weighted_fallback,虞書,虞书,,
18574,十三,族誅,四十二,,,夏刑孥戮。,汝不從誓言，予則孥戮汝。,解釋文意,解釋文意,[族誅]夏刑孥戮。汝不從誓言，予則孥戮汝。,21,汝不從誓言，予則孥戮汝。,汝不從誓言，予則孥戮汝。,original,,,族誅,夏刑孥戮。,汝不從誓言，予則孥戮汝。,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
18575,十三,族誅,四十二,,,秦法誅族，,族滅之計。朱浮與彭寵書。,補足下文,補足下文,[族誅]秦法誅族，族滅之計。朱浮與彭寵書。,21,族滅之計。朱浮與彭寵書。,族滅之計。朱浮與彭寵書。,original,,,族誅,秦法誅族，,族滅之計。朱浮與彭寵書。,秦法誅族，族滅之計。朱浮與彭寵書。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
18576,十三,族誅,四十二,,,朱安世曰：丞相禍及宗矣。,公孫賀及父子俱死獄。,補足下文,補足下文,[族誅]朱安世曰：丞相禍及宗矣。公孫賀及父子俱死獄。,26,公孫賀及父子俱死獄。,公孫賀及父子俱死獄。,original,,,族誅,朱安世曰：丞相禍及宗矣。,公孫賀及父子俱死獄。,朱安世曰：丞相禍及宗矣。公孫賀及父子俱死獄。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
18577,十三,族誅,四十二,,,屋誅。,夷三。,對仗,對仗,[族誅]屋誅。夷三。,10,夷三。,夷三。,original,,,族誅,屋誅。,夷三。,,True,True,True,,0.5,0.3,0.2,注文類型,對仗,对仗,parallel_note_focused,,,,
18578,十三,族誅,四十二,,,在父兄之不加，,豈宗族而相及。,補足下文,補足下文,[族誅]在父兄之不加，豈宗族而相及。,18,豈宗族而相及。,豈宗族而相及。,original,,,族誅,在父兄之不加，,豈宗族而相及。,在父兄之不加，豈宗族而相及。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
18579,十三,族誅,四十二,,,連坐。,,,,[族誅]連坐。,7,,,empty,,,族誅,連坐。,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
18580,十三,族誅,四十二,,,濫施。,,,,[族誅]濫施。,7,,,empty,,,族誅,濫施。,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
18581,十三,族誅,四十二,,,除三夷妖,言令呂氏臨朝云云。,解釋文意,解釋文意,[族誅]除三夷妖言令呂氏臨朝云云。,17,言令呂氏臨朝云云。,言令呂氏臨朝云云。,original,,,族誅,除三夷妖,言令呂氏臨朝云云。,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
18582,十三,刖刑,四十三,,,智不如葵,傳鮑莊子之智不如葵葵猶能衛足,出處原文，解釋文意,出處原文，解釋文意,[刖刑]智不如葵傳鮑莊子之智不如葵葵猶能衛足,22,傳鮑莊子之智不如葵葵猶能衛足,傳鮑莊子之智不如葵葵猶能衛足,original,,,刖刑,智不如葵,傳鮑莊子之智不如葵葵猶能衛足,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文，解釋文意,出处原文；解释文意,weighted_channels,,,,
18583,十三,刖刑,四十三,,,踊貴屨賤,傳齊景公繁刖刑有鬻踊者故晏子曰踊賤屨貴,解釋文意,解釋文意,[刖刑]踊貴屨賤傳齊景公繁刖刑有鬻踊者故晏子曰踊賤屨貴,27,傳齊景公繁刖刑有鬻踊者故晏子曰踊賤屨貴,傳齊景公繁刖刑有鬻踊者故晏子曰踊賤屨貴,original,,,刖刑,踊貴屨賤,傳齊景公繁刖刑有鬻踊者故晏子曰踊賤屨貴,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
18584,十三,刖刑,四十三,,,必斷其足,禇師聲子韤而登衛侯怒曰必斷其足,出處原文,出處原文,[刖刑]必斷其足禇師聲子韤而登衛侯怒曰必斷其足,23,禇師聲子韤而登衛侯怒曰必斷其足,禇師聲子韤而登衛侯怒曰必斷其足,original,,,刖刑,必斷其足,禇師聲子韤而登衛侯怒曰必斷其足,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
18585,十三,刖刑,四十三,,,不能衛足,鄭伯刖彊鉏，君子謂：「彊鉏不能衛足。」,出處原文，解釋文意,出處原文，解釋文意,[刖刑]不能衛足鄭伯刖彊鉏，君子謂：「彊鉏不能衛足。」,27,鄭伯刖彊鉏，君子謂：「彊鉏不能衛足。」,鄭伯刖彊鉏，君子謂：「彊鉏不能衛足。」,original,,,刖刑,不能衛足,鄭伯刖彊鉏，君子謂：「彊鉏不能衛足。」,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文，解釋文意,出处原文；解释文意,weighted_channels,,,,
18586,十三,刖刑,四十三,,,鬻拳自刖,楚鬻拳曰吾懼君以兵法罪莫大焉遂自刖也君子曰鬻拳可謂愛君矣諫以自納於刑,解釋文意,解釋文意,[刖刑]鬻拳自刖楚鬻拳曰吾懼君以兵法罪莫大焉遂自刖也君子曰鬻拳可謂愛君矣諫以自納於刑,42,楚鬻拳曰吾懼君以兵法罪莫大焉遂自刖也君子曰鬻拳可謂愛君矣諫以自納於刑,楚鬻拳曰吾懼君以兵法罪莫大焉遂自刖也君子曰鬻拳可謂愛君矣諫以自納於刑,original,,,刖刑,鬻拳自刖,楚鬻拳曰吾懼君以兵法罪莫大焉遂自刖也君子曰鬻拳可謂愛君矣諫以自納於刑,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
18587,十三,刖刑,四十三,,,斮朝渉之脛,紂,補足下文,補足下文,[刖刑]斮朝渉之脛紂,10,紂,紂,original,,,刖刑,斮朝渉之脛,紂,斮朝渉之脛紂,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
18588,十三,刖刑,四十三,,,竹刑。,葵智莠言。,解釋文意,解釋文意,[刖刑]竹刑。葵智莠言。,12,葵智莠言。,葵智莠言。,original,,,刖刑,竹刑。,葵智莠言。,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
18589,十三,刖刑,四十三,,,卞和獻玉,於楚王，王使工者相之，奏王曰：「石也。」王怒，刖其足。,出處原文,出處原文,[刖刑]卞和獻玉於楚王，王使工者相之，奏王曰：「石也。」王怒，刖其足。,35,於楚王，王使工者相之，奏王曰：「石也。」王怒，刖其足。,於楚王，王使工者相之，奏王曰：「石也。」王怒，刖其足。,original,,,刖刑,卞和獻玉,於楚王，王使工者相之，奏王曰：「石也。」王怒，刖其足。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
18590,十三,刖刑,四十三,,,邴氏爭田。,《傳》：楚子與邴歜之父爭田，不勝。及即位，掘而刖之。而使歜為僕也。,出處典籍，出處原文，解釋文意,出處典籍，出處原文，解釋文意,[刖刑]邴氏爭田。《傳》：楚子與邴歜之父爭田，不勝。及即位，掘而刖之。而使歜為僕也。,42,《傳》：楚子與邴歜之父爭田，不勝。及即位，掘而刖之。而使歜為僕也。,《傳》：楚子與邴歜之父爭田，不勝。及即位，掘而刖之。而使歜為僕也。,original,,,刖刑,邴氏爭田。,《傳》：楚子與邴歜之父爭田，不勝。及即位，掘而刖之。而使歜為僕也。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文，解釋文意,出处典籍；出处原文；解释文意,weighted_channels_with_book_title_stats,傳,传,传,传
18591,十三,罰親,四十四,,,獄成刑放,記公族有罪獄成告於王王三宥之傳曰刑放於寵,解釋文意,解釋文意,[罰親]獄成刑放記公族有罪獄成告於王王三宥之傳曰刑放於寵,28,記公族有罪獄成告於王王三宥之傳曰刑放於寵,記公族有罪獄成告於王王三宥之傳曰刑放於寵,original,,,罰親,獄成刑放,記公族有罪獄成告於王王三宥之傳曰刑放於寵,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
18592,十三,罰親,四十四,,,私不害公，,愛而知惡。,補足下文,補足下文,[罰親]私不害公，愛而知惡。,14,愛而知惡。,愛而知惡。,original,,,罰親,私不害公，,愛而知惡。,私不害公，愛而知惡。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
18593,十三,罰親,四十四,,,唯惡是疾，,雖親必誅。,補足下文,補足下文,[罰親]唯惡是疾，雖親必誅。,14,雖親必誅。,雖親必誅。,original,,,罰親,唯惡是疾，,雖親必誅。,唯惡是疾，雖親必誅。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
18594,十三,罰親,四十四,,,唯令是行，,雖親不隱。,補足下文,補足下文,[罰親]唯令是行，雖親不隱。,14,雖親不隱。,雖親不隱。,original,,,罰親,唯令是行，,雖親不隱。,唯令是行，雖親不隱。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
18595,十三,罰親,四十四,,,君子不黨法，家少恩。,,,,[罰親]君子不黨法，家少恩。,14,,,empty,,,罰親,君子不黨法，家少恩。,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
18596,十三,罰親,四十四,,,雖親唯立愛，,而法且斷恩。,補足下文,補足下文,[罰親]雖親唯立愛，而法且斷恩。,16,而法且斷恩。,而法且斷恩。,original,,,罰親,雖親唯立愛，,而法且斷恩。,雖親唯立愛，而法且斷恩。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
18597,十三,罰親,四十四,,,義不掩恩，,門外之理。,補足下文,補足下文,[罰親]義不掩恩，門外之理。,14,門外之理。,門外之理。,original,,,罰親,義不掩恩，,門外之理。,義不掩恩，門外之理。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
18598,十三,罰親,四十四,,,威克厥愛，允濟，,愛克厥威，允罔功。《書》。,出處典籍,出處典籍,[罰親]威克厥愛，允濟，愛克厥威，允罔功。《書》。,25,愛克厥威，允罔功。《書》。,愛克厥威，允罔功。《書》。,original,,,罰親,威克厥愛，允濟，,愛克厥威，允罔功。《書》。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍,出处典籍,book_title_stats_only_weighted_fallback,書,书,书,书
18599,十三,罰親,四十四,,,敦既睦之，情恩常掩義。,行無頗之法公不滅私,對仗,對仗,[罰親]敦既睦之，情恩常掩義。行無頗之法公不滅私,24,行無頗之法公不滅私,行無頗之法公不滅私,original,,,罰親,敦既睦之，情恩常掩義。,行無頗之法公不滅私,,True,True,True,,0.5,0.3,0.2,注文類型,對仗,对仗,parallel_note_focused,,,,
18600,十三,罰親,四十四,,,宜准律論，,難從刑放。,對仗,對仗,[罰親]宜准律論，難從刑放。,14,難從刑放。,難從刑放。,original,,,罰親,宜准律論，,難從刑放。,,True,True,True,,0.5,0.3,0.2,注文類型,對仗,对仗,parallel_note_focused,,,,
18601,十三,罰親,四十四,,,血屬。,肉刑。,對仗,對仗,[罰親]血屬。肉刑。,10,肉刑。,肉刑。,original,,,罰親,血屬。,肉刑。,,True,True,True,,0.5,0.3,0.2,注文類型,對仗,对仗,parallel_note_focused,,,,
18602,十三,罰親,四十四,,,罪無掩蔽，,《禮》。,出處典籍,出處典籍,[罰親]罪無掩蔽，《禮》。,13,《禮》。,《禮》。,original,,,罰親,罪無掩蔽，,《禮》。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍,出处典籍,book_title_stats_only_weighted_fallback,禮,礼,礼,礼
18603,十三,罰親,四十四,,,刑不頗邪。,《傳》。,出處典籍,出處典籍,[罰親]刑不頗邪。《傳》。,13,《傳》。,《傳》。,original,,,罰親,刑不頗邪。,《傳》。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍,出处典籍,book_title_stats_only_weighted_fallback,傳,传,传,传
18604,十三,罰親,四十四,,,且仁不遺親，,義無絶愛,補足下文,補足下文,[罰親]且仁不遺親，義無絶愛,14,義無絶愛,義無絶愛,original,,,罰親,且仁不遺親，,義無絶愛,且仁不遺親，義無絶愛,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
18605,十三,罰親,四十四,,,他人尚思欽恤，,本族難忘裒矜,補足下文,補足下文,[罰親]他人尚思欽恤，本族難忘裒矜,17,本族難忘裒矜,本族難忘裒矜,original,,,罰親,他人尚思欽恤，,本族難忘裒矜,他人尚思欽恤，本族難忘裒矜,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
18606,十三,罰親,四十四,,,骨肉之親無絶,禮,補足下文,補足下文,[罰親]骨肉之親無絶禮,11,禮,禮,original,,,罰親,骨肉之親無絶,禮,骨肉之親無絶禮,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
18607,十三,罰親,四十四,,,仲尼曰：叔向，古之遺直也。,《傳》。,出處典籍,出處典籍,[罰親]仲尼曰：叔向，古之遺直也。《傳》。,21,《傳》。,《傳》。,original,,,罰親,仲尼曰：叔向，古之遺直也。,《傳》。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍,出处典籍,book_title_stats_only_weighted_fallback,傳,传,传,传
18608,十三,罰親,四十四,,,治國制刑，不隱其親。,刑者國之大事，宜當直矣。言至於他事，則宜有隱也。,解釋文意,解釋文意,[罰親]治國制刑，不隱其親。刑者國之大事，宜當直矣。言至於他事，則宜有隱也。,38,刑者國之大事，宜當直矣。言至於他事，則宜有隱也。,刑者國之大事，宜當直矣。言至於他事，則宜有隱也。,original,,,罰親,治國制刑，不隱其親。,刑者國之大事，宜當直矣。言至於他事，則宜有隱也。,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
18609,十三,罰親,四十四,,,三數叔魚之惡，不為末減。,言皆正直也叔魚叔向弟也曰義也夫何謂直矣注於義未安直則有也,解釋文意,解釋文意,[罰親]三數叔魚之惡，不為末減。言皆正直也叔魚叔向弟也曰義也夫何謂直矣注於義未安直則有也,44,言皆正直也叔魚叔向弟也曰義也夫何謂直矣注於義未安直則有也,言皆正直也叔魚叔向弟也曰義也夫何謂直矣注於義未安直則有也,original,,,罰親,三數叔魚之惡，不為末減。,言皆正直也叔魚叔向弟也曰義也夫何謂直矣注於義未安直則有也,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
18610,十三,罰親,四十四,,,平丘之會數其賄也晉不為暴歸魯季孫稱其詐也晉不為虐邢侯之獄言其貪也以正刑書晉不為頗三言而除三害加三善殺親益榮猶義也夫,三罪為國施刑不可不正其餘以直傷義故疑之,解釋文意,解釋文意,[罰親]平丘之會數其賄也晉不為暴歸魯季孫稱其詐也晉不為虐邢侯之獄言其貪也以正刑書晉不為頗三言而除三害加三善殺親益榮猶義也夫三罪為國施刑不可不正其餘以直傷義故疑之,80,三罪為國施刑不可不正其餘以直傷義故疑之,三罪為國施刑不可不正其餘以直傷義故疑之,original,,,罰親,平丘之會數其賄也晉不為暴歸魯季孫稱其詐也晉不為虐邢侯之獄言其貪也以正刑書晉不為頗三言而除三害加三善殺親益榮猶義也夫,三罪為國施刑不可不正其餘以直傷義故疑之,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
