row_id,卷,部类,部类序号,部类附名,作者,词条,注文,注文類型,注文类型,embedding_text,embedding_chars,原始注文,解析注文,注文解析方式,注文解析来源行,注文互见目标,部类文本,词条文本,注文文本,整体语义文本,词条可用,注文可用,部类可用,词条忽略原因,实际词条权重,实际注文权重,实际部类权重,注文類型字段,注文類型原文,注文類型规范,注文计算策略,典籍书名,典籍书名_归一,典籍书名与诗注重合,典籍书名与共同典源重合
3855,二,縠,七十八,,,細如霧,《子虛賦》：鄭女曼姬，垂霧縠。,出處典籍，出處原文,出處典籍，出處原文,[縠]細如霧《子虛賦》：鄭女曼姬，垂霧縠。,21,《子虛賦》：鄭女曼姬，垂霧縠。,《子虛賦》：鄭女曼姬，垂霧縠。,original,,,縠,細如霧,《子虛賦》：鄭女曼姬，垂霧縠。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,子虛賦,子虛赋,,
3856,二,縠,七十八,,,徐步,《洛神賦》云：「動霧縠以徐步。,出處典籍，出處原文,出處典籍，出處原文,[縠]徐步《洛神賦》云：「動霧縠以徐步。,20,《洛神賦》云：「動霧縠以徐步。,《洛神賦》云：「動霧縠以徐步。,original,,,縠,徐步,《洛神賦》云：「動霧縠以徐步。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,洛神賦,洛神赋,洛神赋,洛神赋
3857,二,縠,七十八,,,輕如煙,《沈休文詩》：長煙引輕素，言如縠之狀。- 白氏六帖事類集卷第二,出處典籍，出處原文，解釋文意,出處典籍，出處原文，解釋文意,[縠]輕如煙《沈休文詩》：長煙引輕素，言如縠之狀。- 白氏六帖事類集卷第二,37,《沈休文詩》：長煙引輕素，言如縠之狀。- 白氏六帖事類集卷第二,《沈休文詩》：長煙引輕素，言如縠之狀。- 白氏六帖事類集卷第二,original,,,縠,輕如煙,《沈休文詩》：長煙引輕素，言如縠之狀。- 白氏六帖事類集卷第二,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文，解釋文意,出处典籍；出处原文；解释文意,weighted_channels_with_book_title_stats,沈休文詩,沈休文诗,,
3858,三,西京,一,,,作我上都,漢之西遷，作我上都。,出處原文,出處原文,[西京]作我上都漢之西遷，作我上都。,18,漢之西遷，作我上都。,漢之西遷，作我上都。,original,,,西京,作我上都,漢之西遷，作我上都。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
3859,三,西京,一,,,上腴,九州之上腴。,出處原文,出處原文,[西京]上腴九州之上腴。,12,九州之上腴。,九州之上腴。,original,,,西京,上腴,九州之上腴。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
3860,三,西京,一,,,奧區,天地之奧區。,出處原文,出處原文,[西京]奧區天地之奧區。,12,天地之奧區。,天地之奧區。,original,,,西京,奧區,天地之奧區。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
3861,三,西京,一,,,三成帝畿,周秦漢。,補足下文,補足下文,[西京]三成帝畿周秦漢。,12,周秦漢。,周秦漢。,original,,,西京,三成帝畿,周秦漢。,三成帝畿周秦漢。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
3862,三,西京,一,,,周以龍興,秦以虎視。,對仗,對仗,[西京]周以龍興秦以虎視。,13,秦以虎視。,秦以虎視。,original,,,西京,周以龍興,秦以虎視。,,True,True,True,,0.5,0.3,0.2,注文類型,對仗,对仗,parallel_note_focused,,,,
3863,三,西京,一,,,四塞,秦地被山帶河，四塞之固。,出處原文,出處原文,[西京]四塞秦地被山帶河，四塞之固。,18,秦地被山帶河，四塞之固。,秦地被山帶河，四塞之固。,original,,,西京,四塞,秦地被山帶河，四塞之固。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
3864,三,西京,一,,,沃野千里天府,,,,[西京]沃野千里天府,10,,,empty,,,西京,沃野千里天府,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
3865,三,西京,一,,,名都,,,,[西京]名都,6,,,empty,,,西京,名都,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
3866,三,西京,一,,,邦畿千里,城闕九重。,補足下文,補足下文,[西京]邦畿千里城闕九重。,13,城闕九重。,城闕九重。,original,,,西京,邦畿千里,城闕九重。,邦畿千里城闕九重。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
3867,三,西京,一,,,秦據而彊,漢都而盛。,對仗,對仗,[西京]秦據而彊漢都而盛。,13,漢都而盛。,漢都而盛。,original,,,西京,秦據而彊,漢都而盛。,,True,True,True,,0.5,0.3,0.2,注文類型,對仗,对仗,parallel_note_focused,,,,
3868,三,西京,一,,,寔惟地之神皋,,,,[西京]寔惟地之神皋,10,,,empty,,,西京,寔惟地之神皋,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
3869,三,西京,一,,,天邑,,,,[西京]天邑,6,,,empty,,,西京,天邑,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
3870,三,西京,一,,,鑒秦制,跨周法。,對仗,對仗,[西京]鑒秦制跨周法。,11,跨周法。,跨周法。,original,,,西京,鑒秦制,跨周法。,,True,True,True,,0.5,0.3,0.2,注文類型,對仗,对仗,parallel_note_focused,,,,
3871,三,西京,一,,,京邑翼翼,四方取順。,補足下文,補足下文,[西京]京邑翼翼四方取順。,13,四方取順。,四方取順。,original,,,西京,京邑翼翼,四方取順。,京邑翼翼四方取順。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
3872,三,西京,一,,,神州之略,赤縣之畿。,對仗,對仗,[西京]神州之略赤縣之畿。,13,赤縣之畿。,赤縣之畿。,original,,,西京,神州之略,赤縣之畿。,,True,True,True,,0.5,0.3,0.2,注文類型,對仗,对仗,parallel_note_focused,,,,
3873,三,西京,一,,,京師,王室。,對仗,對仗,[西京]京師王室。,9,王室。,王室。,original,,,西京,京師,王室。,,True,True,True,,0.5,0.3,0.2,注文類型,對仗,对仗,parallel_note_focused,,,,
3874,三,西京,一,,,皇州,皇都帝里。,補足下文,補足下文,[西京]皇州皇都帝里。,11,皇都帝里。,皇都帝里。,original,,,西京,皇州,皇都帝里。,皇州皇都帝里。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
3875,三,西京,一,,,百二之都,言險固要害。,解釋文意,解釋文意,[西京]百二之都言險固要害。,14,言險固要害。,言險固要害。,original,,,西京,百二之都,言險固要害。,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
3876,三,西京,一,,,水陸所湊,,,,[西京]水陸所湊,8,,,empty,,,西京,水陸所湊,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
3877,三,西京,一,,,秦之興也,天錫鶉首之分。,補足下文,補足下文,[西京]秦之興也天錫鶉首之分。,15,天錫鶉首之分。,天錫鶉首之分。,original,,,西京,秦之興也,天錫鶉首之分。,秦之興也天錫鶉首之分。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
3878,三,西京,一,,,漢之王也,星符東井之精。,補足下文,補足下文,[西京]漢之王也星符東井之精。,15,星符東井之精。,星符東井之精。,original,,,西京,漢之王也,星符東井之精。,漢之王也星符東井之精。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
3879,三,西京,一,,,險,左據函谷、崤陵之阻，右界褎斜、隴首之險。,出處原文,出處原文,[西京]險左據函谷、崤陵之阻，右界褎斜、隴首之險。,25,左據函谷、崤陵之阻，右界褎斜、隴首之險。,左據函谷、崤陵之阻，右界褎斜、隴首之險。,original,,,西京,險,左據函谷、崤陵之阻，右界褎斜、隴首之險。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
3880,三,西京,一,,,在鎬,王在在鎬。,出處原文,出處原文,[西京]在鎬王在在鎬。,11,王在在鎬。,王在在鎬。,original,,,西京,在鎬,王在在鎬。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
3881,三,西京,一,,,帝王之宅,崤函作帝王之宅。,出處原文,出處原文,[西京]帝王之宅崤函作帝王之宅。,16,崤函作帝王之宅。,崤函作帝王之宅。,original,,,西京,帝王之宅,崤函作帝王之宅。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
3882,三,西京,一,,,金城,漢張良曰：「關中左崤函，右隴蜀，南有巴蜀之饒，北有胡苑之利，東制諸侯。所謂金城千里，天府之國。,出處原文,出處原文,[西京]金城漢張良曰：「關中左崤函，右隴蜀，南有巴蜀之饒，北有胡苑之利，東制諸侯。所謂金城千里，天府之國。,53,漢張良曰：「關中左崤函，右隴蜀，南有巴蜀之饒，北有胡苑之利，東制諸侯。所謂金城千里，天府之國。,漢張良曰：「關中左崤函，右隴蜀，南有巴蜀之饒，北有胡苑之利，東制諸侯。所謂金城千里，天府之國。,original,,,西京,金城,漢張良曰：「關中左崤函，右隴蜀，南有巴蜀之饒，北有胡苑之利，東制諸侯。所謂金城千里，天府之國。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
3883,三,西京,一,,,建瓴,《漢書》：秦中形勝之國，加兵於諸侯，猶高屋上建瓴水。,出處典籍，出處原文，解釋文意,出處典籍，出處原文，解釋文意,[西京]建瓴《漢書》：秦中形勝之國，加兵於諸侯，猶高屋上建瓴水。,32,《漢書》：秦中形勝之國，加兵於諸侯，猶高屋上建瓴水。,《漢書》：秦中形勝之國，加兵於諸侯，猶高屋上建瓴水。,original,,,西京,建瓴,《漢書》：秦中形勝之國，加兵於諸侯，猶高屋上建瓴水。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文，解釋文意,出处典籍；出处原文；解释文意,weighted_channels_with_book_title_stats,漢書,汉书,汉书,汉书
3884,三,西京,一,,,建邦設都,《書》。,出處典籍,出處典籍,[西京]建邦設都《書》。,12,《書》。,《書》。,original,,,西京,建邦設都,《書》。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍,出处典籍,book_title_stats_only_weighted_fallback,書,书,书,书
3885,三,西京,一,,,封畿,,,,[西京]封畿,6,,,empty,,,西京,封畿,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
