unit_id,granularity,poem_id,卷,集类,集类号,诗类,题目,小序,组诗题,source_indices,reconstruction_mode,编号,作年,poem_source,注释引书_归一书名,初学记艺文类聚共同典源_归一书名,初学记艺文类聚共同典源_数量,是否涉及初学记艺文类聚共同典源,引文片段级共同典源_归一书名,引文片段级共同典源_数量,是否涉及引文片段级共同典源,verse_count,line_count,text,embedding_text,embedding_chars
291,poem,291,卷七,,,閑適,聞早鶯,,,291,revised_jsonl_direct,0292,817,revised_jsonl,笺；春雪；直中书省；文选；晋宫阙名；同程九早入中书；汉书；赠白马王彪,晋宫阙名；汉书,2,True,,0,False,1,14,"日出眠未起
屋頭聞早鶯
忽如上林曉
萬年枝上鳴
憶爲近臣時
秉筆直承明
春深視草暇
旦暮聞此聲
今聞在何處
寂寞潯陽城
鳥聲信如一
分别在人情
不作天涯意
豈殊禁中聽","聞早鶯日出眠未起
屋頭聞早鶯
忽如上林曉
萬年枝上鳴
憶爲近臣時
秉筆直承明
春深視草暇
旦暮聞此聲
今聞在何處
寂寞潯陽城
鳥聲信如一
分别在人情
不作天涯意
豈殊禁中聽",86
292,poem,292,卷七,,,閑適,栽杉,,,292,revised_jsonl_direct,0293,817,revised_jsonl,笺；赠元稹,,0,False,,0,False,1,16,"勁葉森利劍
孤莖挺端標
纔高四五尺
勢若干青霄
移栽東窗前
愛爾寒不凋
病夫卧相對
日夕閑蕭蕭
昨爲山中樹
今爲簷下條
雖然遇賞玩
無乃近塵囂
猶勝澗谷底
埋没隨衆樵
不見鬱鬱松
委質山上苗","栽杉勁葉森利劍
孤莖挺端標
纔高四五尺
勢若干青霄
移栽東窗前
愛爾寒不凋
病夫卧相對
日夕閑蕭蕭
昨爲山中樹
今爲簷下條
雖然遇賞玩
無乃近塵囂
猶勝澗谷底
埋没隨衆樵
不見鬱鬱松
委質山上苗",97
293,poem,293,卷七,,,閑適,過李生,,,293,revised_jsonl_direct,0294,817,revised_jsonl,笺；放鱼,,0,False,,0,False,1,24,"蘋小蒲葉短
南湖春水生
子近湖邊住
靜境稱高情
我爲郡司馬
散拙無所營
使君知性野
衙退任閑行
行攜小榼出
逢花輒獨傾
半酣到子舍
下馬扣柴荆
何以引我步
繞籬竹萬莖
何以醒我酒
吳音吟一聲
須臾進野飯
飯稻茹芹英
白甌青竹箸
儉潔無羶腥
欲去復徘徊
夕鵶已飛鳴
何當重遊此
待君湖水平","過李生蘋小蒲葉短
南湖春水生
子近湖邊住
靜境稱高情
我爲郡司馬
散拙無所營
使君知性野
衙退任閑行
行攜小榼出
逢花輒獨傾
半酣到子舍
下馬扣柴荆
何以引我步
繞籬竹萬莖
何以醒我酒
吳音吟一聲
須臾進野飯
飯稻茹芹英
白甌青竹箸
儉潔無羶腥
欲去復徘徊
夕鵶已飛鳴
何當重遊此
待君湖水平",146
294,poem,294,卷七,,,閑適,詠意,,,294,revised_jsonl_direct,0295,816,revised_jsonl,笺；庄子；春雪；礼记；高僧传；慧远传；波若经；初到江州,庄子；礼记,2,True,,0,False,1,24,"常聞南華經
巧勞智憂愁
不如無能者
飽食但遨遊
平生愛慕道
今日近此流
自來潯陽郡
四序忽已周
不分物黑白
但與時沉浮
朝餐夕安寢
用是爲身謀
此外即閑放
時尋山水幽
春遊慧遠寺
秋上庾公樓
或吟詩一章
或飲茶一甌
身心一無繫
浩浩如虛舟
富貴亦有苦
苦在心危憂
貧賤亦有樂
樂在身自由","詠意常聞南華經
巧勞智憂愁
不如無能者
飽食但遨遊
平生愛慕道
今日近此流
自來潯陽郡
四序忽已周
不分物黑白
但與時沉浮
朝餐夕安寢
用是爲身謀
此外即閑放
時尋山水幽
春遊慧遠寺
秋上庾公樓
或吟詩一章
或飲茶一甌
身心一無繫
浩浩如虛舟
富貴亦有苦
苦在心危憂
貧賤亦有樂
樂在身自由",145
295,poem,295,卷七,,,閑適,食笋,,,295,revised_jsonl_direct,0296,816,revised_jsonl,笺；后汉书；休沐寄怀；瓜赋；西京赋；相和歌辞；论语；韶,后汉书；瓜赋；西京赋；论语,4,True,,0,False,1,16,"此州乃竹鄉
春笋滿山谷
山夫折盈抱
抱來早市鬻
物以多爲賤
雙錢易一束
置之炊甑中
與飯同時熟
紫籜坼故錦
素肌擘新玉
每日遂加餐
經時不思肉
久爲京洛客
此味常不足
且食勿踟躕
南風吹作竹","食笋此州乃竹鄉
春笋滿山谷
山夫折盈抱
抱來早市鬻
物以多爲賤
雙錢易一束
置之炊甑中
與飯同時熟
紫籜坼故錦
素肌擘新玉
每日遂加餐
經時不思肉
久爲京洛客
此味常不足
且食勿踟躕
南風吹作竹",97
296,poem,296,卷七,,,閑適,遊石門澗,,,296,revised_jsonl_direct,0297,816,revised_jsonl,笺；太平寰宇记；西湖志；亭山赋,,0,False,,0,False,1,14,"石門無舊徑
披榛訪遺跡
時逢山水秋
清輝如古昔
常聞慧遠輩
題詩此巖壁
雲覆莓苔封
蒼然無處覓
蕭疏野生竹
崩剝多年石
自從東晉後
無復人遊歷
獨有秋澗聲
潺湲空旦夕","遊石門澗石門無舊徑
披榛訪遺跡
時逢山水秋
清輝如古昔
常聞慧遠輩
題詩此巖壁
雲覆莓苔封
蒼然無處覓
蕭疏野生竹
崩剝多年石
自從東晉後
無復人遊歷
獨有秋澗聲
潺湲空旦夕",87
297,poem,297,卷七,,,閑適,招東隣,,,297,revised_jsonl_direct,0298,816,revised_jsonl,笺；自题新昌居止因招杨郎中小饮；夜招晦叔；池上早春即事招梦得；晋书；世说新语,晋书,1,True,,0,False,1,4,"小榼二升酒
新簟六尺牀
能來夜話否
池畔欲秋凉","招東隣小榼二升酒
新簟六尺牀
能來夜話否
池畔欲秋凉",26
298,poem,298,卷七,,,閑適,題元十八溪亭,,,298,revised_jsonl_direct,0299,817,revised_jsonl,笺；唐人行第录；送元十八山人南游序；游大林寺序；赠别元十八协律；元十八从事南海欲出庐山临别旧居有恋泉声之什因以投合兼伸别情；韩集；初南食贻元十八协律；太平寰宇记；论书；太平广记；汝阴人；广异记；清异录,,0,False,,0,False,1,16,"怪君不喜仕
又不遊州里
今日到幽居
了然知所以
宿君石溪亭
潺湲聲滿耳
飲君螺杯酒
醉卧不能起
見君五老峰
益悔居城市
愛君三男兒
始歎身無子
余方爐峰下
結室爲居士
山北與山東
往來從此始","題元十八溪亭怪君不喜仕
又不遊州里
今日到幽居
了然知所以
宿君石溪亭
潺湲聲滿耳
飲君螺杯酒
醉卧不能起
見君五老峰
益悔居城市
愛君三男兒
始歎身無子
余方爐峰下
結室爲居士
山北與山東
往來從此始",101
299,poem,299,卷七,,,閑適,香爐峰下新置草堂即事詠懷題於石上,,,299,revised_jsonl_direct,0300,817,revised_jsonl,谱；笺；草堂记；白氏文集；诗；丹霞蔽日行；湓浦竹；东林寺白莲；五弦；四言赠兄秀才入军；庄子；答向子期难养生论；三国志；魏书；归去来兮辞；拟咏怀,诗；庄子；魏书,3,True,,0,False,1,38,"香爐峰北面
遺愛寺西偏
白石何鑿鑿
清流亦潺潺
有松數十株
有竹千餘竿
松張翠繖蓋
竹倚青琅玕
其下無人居
惜哉多歲年
有時聚猨鳥
終日空風烟
時有沉冥子
姓白字樂天
平生無所好
見此心依然
如獲終老地
忽乎不知還
架巖結茅宇
斸壑開茶園
何以洗我耳
屋頭落飛泉
何以淨我眼
砌下生白蓮
左手攜一壺
右手挈五絃
傲然意自足
箕踞於其間
興酣仰天歌
歌中聊寄言
言我本野夫
誤爲世網牽
時來昔捧日
老去今歸山
倦鳥得茂樹
涸魚反清源
捨此欲焉往
人間多險艱","香爐峰下新置草堂即事詠懷題於石上香爐峰北面
遺愛寺西偏
白石何鑿鑿
清流亦潺潺
有松數十株
有竹千餘竿
松張翠繖蓋
竹倚青琅玕
其下無人居
惜哉多歲年
有時聚猨鳥
終日空風烟
時有沉冥子
姓白字樂天
平生無所好
見此心依然
如獲終老地
忽乎不知還
架巖結茅宇
斸壑開茶園
何以洗我耳
屋頭落飛泉
何以淨我眼
砌下生白蓮
左手攜一壺
右手挈五絃
傲然意自足
箕踞於其間
興酣仰天歌
歌中聊寄言
言我本野夫
誤爲世網牽
時來昔捧日
老去今歸山
倦鳥得茂樹
涸魚反清源
捨此欲焉往
人間多險艱",243
300,poem,300,卷七,,,閑適,草堂前新開一池養魚種荷日有幽趣,,,300,revised_jsonl_direct,0301,817,revised_jsonl,笺；祭从弟敬远文；世说新语,,0,False,,0,False,1,12,"淙淙三峽水
浩浩萬頃陂
未如新塘上
微風動漣漪
小萍加泛泛
初蒲正離離
紅鯉二三寸
白蓮八九枝
遶水欲成徑
護堤方插籬
已被山中客
呼作白家池","草堂前新開一池養魚種荷日有幽趣淙淙三峽水
浩浩萬頃陂
未如新塘上
微風動漣漪
小萍加泛泛
初蒲正離離
紅鯉二三寸
白蓮八九枝
遶水欲成徑
護堤方插籬
已被山中客
呼作白家池",86
301,poem,301,卷七,,,閑適,白雲期,,,301,revised_jsonl_direct,0302,818,revised_jsonl,谱；笺；庐山记；庐山志；通极论；官舍小亭闲望；送王处士,庐山记,1,True,,0,False,1,12,"三十氣太壯
胸中多是非
六十身太老
四體不支持
四十至五十
正是退閑時
年長識命分
心慵少營爲
見酒興猶在
登山力未衰
吾年幸當此
且與白雲期","白雲期三十氣太壯
胸中多是非
六十身太老
四體不支持
四十至五十
正是退閑時
年長識命分
心慵少營爲
見酒興猶在
登山力未衰
吾年幸當此
且與白雲期",74
302,poem,302,卷七,,,閑適,登香爐峰頂,,,302,revised_jsonl_direct,0303,817,revised_jsonl,笺；祭桥玄文；寡妇赋；荀子；齐竟陵文宣王行状；西都赋；兰亭诗序；草书状；游四窗；寄羽士；代君子有所思,西都赋,1,True,,0,False,1,20,"迢迢香爐峰
心存耳目想
終年牽物役
今日方一往
攀蘿蹋危石
手足勞俯仰
同遊三四人
兩人不敢上
上到峰之頂
目眩神怳怳
高低有萬尋
闊狹無數丈
不窮視聽界
焉識宇宙廣
江水細如繩
湓城小於掌
紛吾何屑屑
未能脱塵鞅
歸去思自嗟
低頭入蟻壤","登香爐峰頂迢迢香爐峰
心存耳目想
終年牽物役
今日方一往
攀蘿蹋危石
手足勞俯仰
同遊三四人
兩人不敢上
上到峰之頂
目眩神怳怳
高低有萬尋
闊狹無數丈
不窮視聽界
焉識宇宙廣
江水細如繩
湓城小於掌
紛吾何屑屑
未能脱塵鞅
歸去思自嗟
低頭入蟻壤",124
303,poem,303,卷七,,,閑適,答崔侍郎錢舍人書問因繼以詩,,,303,revised_jsonl_direct,0304,817,revised_jsonl,笺；旧唐书；重修承旨学士壁记；永崇里观居；荀子；维摩经；庄子；效陶潜体诗十六首；侍五官中郎将建章台集诗；并州羊肠坂；玉台新咏；杂诗；游沈道士馆；赠杓直,庄子；杂诗,2,True,,0,False,1,36,"旦暮兩蔬食
日中一閑眠
便是了一日
如此已三年
心不擇時適
足不揀地安
窮通與遠近
一貫無兩端
常見今之人
其心或不然
在勞則念息
處靜已思喧
如是用身心
無乃自傷殘
坐輸憂惱便
安得形神全
吾有二道友
藹藹崔與錢
同飛青雲路
獨墮黄泥泉
歲暮物萬變
故情何不遷
應爲平生心
與我同一源
帝鄉遠於日
美人高在天
誰謂萬里别
常若在目前
泥泉樂者魚
雲路遊者鸞
勿言雲泥異
同在逍遥間
因君問心地
書後偶成篇
慎勿説向人
人多笑此言","答崔侍郎錢舍人書問因繼以詩旦暮兩蔬食
日中一閑眠
便是了一日
如此已三年
心不擇時適
足不揀地安
窮通與遠近
一貫無兩端
常見今之人
其心或不然
在勞則念息
處靜已思喧
如是用身心
無乃自傷殘
坐輸憂惱便
安得形神全
吾有二道友
藹藹崔與錢
同飛青雲路
獨墮黄泥泉
歲暮物萬變
故情何不遷
應爲平生心
與我同一源
帝鄉遠於日
美人高在天
誰謂萬里别
常若在目前
泥泉樂者魚
雲路遊者鸞
勿言雲泥異
同在逍遥間
因君問心地
書後偶成篇
慎勿説向人
人多笑此言",228
304,poem,304,卷七,,,閑適,烹葵,,,304,revised_jsonl_direct,0305,817,revised_jsonl,笺；杂诗；答赵景猷诗,杂诗,1,True,,0,False,1,18,"昨卧不夕食
今起乃朝飢
貧厨何所有
炊稻烹秋葵
紅粒香復軟
綠英滑且肥
飢來止於飽
飽後復何思
思憶榮遇日
迨今窮退時
今亦不凍餒
昔亦無餘資
口既不减食
身又不减衣
撫心私自問
何者是榮衰
勿學常人意
其間分是非","烹葵昨卧不夕食
今起乃朝飢
貧厨何所有
炊稻烹秋葵
紅粒香復軟
綠英滑且肥
飢來止於飽
飽後復何思
思憶榮遇日
迨今窮退時
今亦不凍餒
昔亦無餘資
口既不减食
身又不减衣
撫心私自問
何者是榮衰
勿學常人意
其間分是非",109
305,poem,305,卷七,,,閑適,小池二首其一,,,305,revised_jsonl_direct,0306,817,revised_jsonl,笺；吴声歌曲,,0,False,,0,False,1,6,"晝倦前齋熱
晚愛小池清
映林餘景没
近水微凉生
坐把蒲葵扇
閑吟三兩聲","小池二首其一晝倦前齋熱
晚愛小池清
映林餘景没
近水微凉生
坐把蒲葵扇
閑吟三兩聲",41
306,poem,306,卷七,,,閑適,小池二首其二,,,306,revised_jsonl_direct,0307,,revised_jsonl,,,0,False,,0,False,1,6,"有意不在大
湛湛方丈餘
荷側瀉清露
萍開見游魚
每一臨此坐
憶歸青溪居","小池二首其二有意不在大
湛湛方丈餘
荷側瀉清露
萍開見游魚
每一臨此坐
憶歸青溪居",41
307,poem,307,卷七,,,閑適,閉關,,,307,revised_jsonl_direct,0308,817,revised_jsonl,笺；韩诗外传；庄子,韩诗外传；庄子,2,True,,0,False,1,14,"我心忘世久
世亦不我干
遂成一無事
因得常掩關
掩關來幾時
髣髴二三年
著書已盈帙
生子欲能言
始悟身向老
復悲世多艱
迴顧趨時者
役役塵壤間
歲暮竟何得
不如且安閑","閉關我心忘世久
世亦不我干
遂成一無事
因得常掩關
掩關來幾時
髣髴二三年
著書已盈帙
生子欲能言
始悟身向老
復悲世多艱
迴顧趨時者
役役塵壤間
歲暮竟何得
不如且安閑",85
308,poem,308,卷七,,,閑適,弄龜羅,,,308,revised_jsonl_direct,0309,818,revised_jsonl,笺；罗子；刘白唱和集解；白氏文集；祭弟文；答张辽叔难宅无吉凶摄生论；吊元鲁山；淮南子；长阿含经；圆觉经；增壹阿含经；法苑珠林,淮南子,1,True,,0,False,1,18,"有侄始六歲
字之爲阿龜
有女生三年
其名曰羅兒
一始學笑語
一能誦歌詩
朝戲抱我足
夜眠枕我衣
汝生何其晚
我年行已衰
物情小可念
人意老多慈
酒美竟須壞
月圓終有虧
亦如恩愛緣
乃是憂惱資
舉世同此累
吾安能去之","弄龜羅有侄始六歲
字之爲阿龜
有女生三年
其名曰羅兒
一始學笑語
一能誦歌詩
朝戲抱我足
夜眠枕我衣
汝生何其晚
我年行已衰
物情小可念
人意老多慈
酒美竟須壞
月圓終有虧
亦如恩愛緣
乃是憂惱資
舉世同此累
吾安能去之",110
309,poem,309,卷七,,,閑適,截樹,,,309,revised_jsonl_direct,0310,817,revised_jsonl,笺；世说新语；七月七日夜咏牛女；文选；字林；韩诗外传,字林；韩诗外传,2,True,,0,False,1,20,"種樹當前軒
樹高柯葉繁
惜哉遠山色
隱此蒙籠間
一朝持斧斤
手自截其端
萬葉落頭上
千峰來面前
忽似決雲霧
豁達覩青天
又如所念人
久别一款顔
始有清風至
稍見飛鳥還
開懷東南望
目遠心遼然
人各有偏好
物莫能兩全
豈不愛柔條
不如見青山","截樹種樹當前軒
樹高柯葉繁
惜哉遠山色
隱此蒙籠間
一朝持斧斤
手自截其端
萬葉落頭上
千峰來面前
忽似決雲霧
豁達覩青天
又如所念人
久别一款顔
始有清風至
稍見飛鳥還
開懷東南望
目遠心遼然
人各有偏好
物莫能兩全
豈不愛柔條
不如見青山",121
310,poem,310,卷七,,,閑適,望江樓上作,,,310,revised_jsonl_direct,0311,817,revised_jsonl,笺；江西通志；洛中晴月送殷四入关；送薛蔓应举；潼关吏；壮游；论语；秋夜,论语,1,True,,0,False,1,12,"江畔百尺樓
樓前千里道
憑高望平遠
亦足舒懷抱
驛路使憧憧
關防兵草草
及兹多事日
尤覺閑人好
我年過不惑
休退誠非早
從此拂塵衣
歸山未爲老","望江樓上作江畔百尺樓
樓前千里道
憑高望平遠
亦足舒懷抱
驛路使憧憧
關防兵草草
及兹多事日
尤覺閑人好
我年過不惑
休退誠非早
從此拂塵衣
歸山未爲老",76
311,poem,311,卷七,,,閑適,題座隅,,,311,revised_jsonl_direct,0312,817,revised_jsonl,诗；效陶潜体诗十六首；旧唐书；梦溪笔谈；题座隅诗；野客丛书；唐韵；箴,诗,1,True,,0,False,1,28,"手不任執殳
肩不能荷鋤
量力揆所用
曾不敵一夫
幸因筆硯功
得升仕進途
歷官凡五六
祿俸及妻奴
左右有兼僕
出入有單車
自奉雖不厚
亦不至飢劬
若有人及此
傍觀爲何如
雖賢亦爲幸
况我鄙且愚
伯夷古賢人
魯山亦其徒
時哉無奈何
俱化爲餓殍
元魯山山居阻水
食絶而終
念彼益自愧
不敢忘斯須
平生榮利心
破滅無遺餘
猶恐塵妄起
題此於座隅","題座隅手不任執殳
肩不能荷鋤
量力揆所用
曾不敵一夫
幸因筆硯功
得升仕進途
歷官凡五六
祿俸及妻奴
左右有兼僕
出入有單車
自奉雖不厚
亦不至飢劬
若有人及此
傍觀爲何如
雖賢亦爲幸
况我鄙且愚
伯夷古賢人
魯山亦其徒
時哉無奈何
俱化爲餓殍
元魯山山居阻水
食絶而終
念彼益自愧
不敢忘斯須
平生榮利心
破滅無遺餘
猶恐塵妄起
題此於座隅",171
312,poem,312,卷七,,,閑適,昔與微之在朝日同蓄休退之心迨今十年淪落老大追尋前約且結後期,,,312,revised_jsonl_direct,0313,817,revised_jsonl,笺；归田三首；见萧侍御忆旧山草堂诗因以继和；感遇诗；世说新语；金谷集诗,,0,False,,0,False,1,26,"往子爲御史
伊余忝拾遺
皆逢盛明代
俱登清近司
予繫玉爲珮
子曳繡爲衣
從容香烟下
同侍白玉墀
朝見寵者辱
暮見安者危
紛紛無退者
相顧令人悲
宦情君早厭
世事我深知
常於榮顯日
已約林泉期
况今各流落
身病齒髮衰
不作卧雲計
攜手欲何之
待君女嫁後
及我官滿時
稍無骨肉累
粗有漁樵資
歲晚青山路
白首期同歸","昔與微之在朝日同蓄休退之心迨今十年淪落老大追尋前約且結後期往子爲御史
伊余忝拾遺
皆逢盛明代
俱登清近司
予繫玉爲珮
子曳繡爲衣
從容香烟下
同侍白玉墀
朝見寵者辱
暮見安者危
紛紛無退者
相顧令人悲
宦情君早厭
世事我深知
常於榮顯日
已約林泉期
况今各流落
身病齒髮衰
不作卧雲計
攜手欲何之
待君女嫁後
及我官滿時
稍無骨肉累
粗有漁樵資
歲晚青山路
白首期同歸",184
313,poem,313,卷七,,,閑適,垂釣,,,313,revised_jsonl_direct,0314,817,revised_jsonl,笺；旧唐书；闻早莺；庄子；答客诗,庄子,1,True,,0,False,1,8,"臨水一長嘯
忽思十年初
三登甲乙第
一入承明廬
浮生多變化
外事有盈虛
今來伴江叟
沙頭坐釣魚","垂釣臨水一長嘯
忽思十年初
三登甲乙第
一入承明廬
浮生多變化
外事有盈虛
今來伴江叟
沙頭坐釣魚",49
314,poem,314,卷七,,,閑適,晚燕,,,314,revised_jsonl_direct,0315,817,revised_jsonl,笺,,0,False,,0,False,1,8,"百鳥乳鶵畢
秋燕獨蹉跎
去社日已近
銜泥意如何
不悟時節晚
徒施功用多
人間事亦爾
不獨燕營窠","晚燕百鳥乳鶵畢
秋燕獨蹉跎
去社日已近
銜泥意如何
不悟時節晚
徒施功用多
人間事亦爾
不獨燕營窠",49
315,poem,315,卷七,,,閑適,贖雞,,,315,revised_jsonl_direct,0316,817,revised_jsonl,笺；楚辞；石门新营所住四面高山回溪；醉歌；西游记；易；孟子；佛遗教经；寄庐山真上人；续齐谐记,楚辞；易；孟子,3,True,,0,False,1,26,"清晨臨江望
水禽正諠繁
鳬雁與鷗鷺
游颺戲朝暾
適有鬻雞者
挈之來遠村
飛鳴彼何樂
窘束此何冤
喔喔十四雛
罩縛同一樊
足傷金距縮
頭搶花冠翻
經宿廢飲啄
日高詣屠門
遲迴未死間
飢渴欲相吞
常慕古人道
仁信及魚豚
見兹生惻隱
贖放雙林園
開籠解索時
雞雞聽我言
購爾鏹三百
小惠何足論
莫學銜環雀
崎嶇謾報恩","贖雞清晨臨江望
水禽正諠繁
鳬雁與鷗鷺
游颺戲朝暾
適有鬻雞者
挈之來遠村
飛鳴彼何樂
窘束此何冤
喔喔十四雛
罩縛同一樊
足傷金距縮
頭搶花冠翻
經宿廢飲啄
日高詣屠門
遲迴未死間
飢渴欲相吞
常慕古人道
仁信及魚豚
見兹生惻隱
贖放雙林園
開籠解索時
雞雞聽我言
購爾鏹三百
小惠何足論
莫學銜環雀
崎嶇謾報恩",157
316,poem,316,卷七,,,閑適,秋日懷杓直,,,316,revised_jsonl_direct,0317,817,revised_jsonl,笺；和答诗十首；旧唐书；宪宗纪；说郛；三梦记；余与故刑部李侍郎早结道友以药术为事与故京兆元尹晚为诗侣有林泉之期周岁之间二君长逝李住曲江北元居升平西追感旧游因贻同志；据白氏长庆集考唐代曲江池；隋唐两京丛考；曲江池与升道坊；海赋；楚辞,海赋；楚辞,2,True,,0,False,1,24,"晚來天色好
獨出江邊步
憶與李舍人
曲江相近住
常云遇清景
必約同幽趣
若不訪我來
還須覓君去
開眉笑相見
把手期何處
西寺老胡僧
南園亂松樹
攜持小酒榼
吟詠新詩句
同出復同歸
從朝直至暮
風雨忽消散
江山眇迴互
潯陽與涔陽
相望空雲霧
心期自乖曠
時景還如故
今日郡齋中
秋光誰共度","秋日懷杓直晚來天色好
獨出江邊步
憶與李舍人
曲江相近住
常云遇清景
必約同幽趣
若不訪我來
還須覓君去
開眉笑相見
把手期何處
西寺老胡僧
南園亂松樹
攜持小酒榼
吟詠新詩句
同出復同歸
從朝直至暮
風雨忽消散
江山眇迴互
潯陽與涔陽
相望空雲霧
心期自乖曠
時景還如故
今日郡齋中
秋光誰共度",148
317,poem,317,卷七,,,閑適,食後,,,317,revised_jsonl_direct,0318,817,revised_jsonl,笺；杂诗,杂诗,1,True,,0,False,1,8,"食罷一覺睡
起來兩甌茶
舉頭看日影
已復西南斜
樂人惜日促
憂人厭年賒
無憂無樂者
長短任生涯","食後食罷一覺睡
起來兩甌茶
舉頭看日影
已復西南斜
樂人惜日促
憂人厭年賒
無憂無樂者
長短任生涯",49
318,poem,318,卷七,,,閑適,齊物二首其一,,,318,revised_jsonl_direct,0319,817,revised_jsonl,笺；庄子；易,庄子；易,2,True,,0,False,1,8,"青松高百丈
綠蕙低數寸
同生大塊間
長短各有分
長者不可退
短者不可進
若用此理推
窮通兩無悶","齊物二首其一青松高百丈
綠蕙低數寸
同生大塊間
長短各有分
長者不可退
短者不可進
若用此理推
窮通兩無悶",53
319,poem,319,卷七,,,閑適,齊物二首其二,,,319,revised_jsonl_direct,0320,,revised_jsonl,庄子；赠王山人；古诗十九首,庄子,1,True,,0,False,1,8,"椿壽八千春
槿花不經宿
中間復何有
冉冉孤生竹
竹身三年老
竹色四時綠
雖謝椿有餘
猶勝槿不足","齊物二首其二椿壽八千春
槿花不經宿
中間復何有
冉冉孤生竹
竹身三年老
竹色四時綠
雖謝椿有餘
猶勝槿不足",53
320,poem,320,卷七,,,閑適,山下宿,,,320,revised_jsonl_direct,0321,817,revised_jsonl,笺；送内寻庐山女道士李腾空；寻郭道士不遇,,0,False,,0,False,1,4,"獨到山下宿
靜向月中行
何處水邊碓
夜舂雲母聲","山下宿獨到山下宿
靜向月中行
何處水邊碓
夜舂雲母聲",26
321,poem,321,卷七,,,閑適,題舊寫真圖,,,321,revised_jsonl_direct,0322,817,revised_jsonl,谱；笺；自题写真；法华经；魏都赋；上责躬应诏诗表；陈情事表；楚辞；同诸公登慈恩寺塔；旧唐书；雍录；南部新书,魏都赋；楚辞,2,True,,0,False,1,18,"我昔三十六
寫貌在丹青
我今四十六
衰顇卧江城
豈止十年老
曾與衆苦并
一照舊圖畫
無復昔儀形
形影默相顧
如弟對老兄
况使他人見
能不昧平生
羲和鞭日走
不爲我少停
形骸屬日月
老去何足驚
所恨凌烟閣
不得畫功名","題舊寫真圖我昔三十六
寫貌在丹青
我今四十六
衰顇卧江城
豈止十年老
曾與衆苦并
一照舊圖畫
無復昔儀形
形影默相顧
如弟對老兄
况使他人見
能不昧平生
羲和鞭日走
不爲我少停
形骸屬日月
老去何足驚
所恨凌烟閣
不得畫功名",112
322,poem,322,卷七,,,閑適,閑居,,,322,revised_jsonl_direct,0323,817,revised_jsonl,笺；楚辞,楚辞,1,True,,0,False,1,8,"肺病不飲酒
眼昏不讀書
端然無所作
身意閑有餘
雞栖籬落晚
雪映林木疏
幽獨已云極
何必山中居","閑居肺病不飲酒
眼昏不讀書
端然無所作
身意閑有餘
雞栖籬落晚
雪映林木疏
幽獨已云極
何必山中居",49
323,poem,323,卷七,,,閑適,對酒示行簡,,,323,revised_jsonl_direct,0324,,revised_jsonl,笺；谱；别行简；得行简书闻欲下峡先以此寄；旧唐书；论语；礼记；诗；孟子；淮南子；归履道宅；五灯会元,论语；礼记；诗；孟子；淮南子,5,True,,0,False,1,26,"今旦一樽酒
歡暢何怡怡
此樂從中來
他人安得知
兄弟唯二人
遠别恒苦悲
今春自巴峽
萬里平安歸
復有雙幼妹
笄年未結褵
昨日嫁娶畢
良人皆可依
憂念兩消釋
如刀斷羈縻
身輕心無繫
忽欲凌空飛
人生苟有累
食肉常如飢
我心既無苦
飲水亦可肥
行簡勸爾酒
停杯聽我辭
不歎鄉國遠
不嫌官祿微
但願我與爾
終老不相離","對酒示行簡今旦一樽酒
歡暢何怡怡
此樂從中來
他人安得知
兄弟唯二人
遠别恒苦悲
今春自巴峽
萬里平安歸
復有雙幼妹
笄年未結褵
昨日嫁娶畢
良人皆可依
憂念兩消釋
如刀斷羈縻
身輕心無繫
忽欲凌空飛
人生苟有累
食肉常如飢
我心既無苦
飲水亦可肥
行簡勸爾酒
停杯聽我辭
不歎鄉國遠
不嫌官祿微
但願我與爾
終老不相離",160
324,poem,324,卷七,,,閑適,詠懷,,,324,revised_jsonl_direct,0325,818,revised_jsonl,笺；赠杓直；游悟真寺诗一百三十韵；读史五首；史记；书；庄子；松斋自题；论语；丘中有一士,史记；书；庄子；论语,4,True,,0,False,1,24,"冉求與顔淵
卞和與馬遷
或罹天六極
或被人刑殘
顧我信爲幸
百骸且完全
五十不爲夭
吾今欠數年
知分心自足
委順身常安
故雖窮退日
而無戚戚顔
昔有榮先生
從事於其間
今我不量力
舉心欲攀援
窮通不由己
歡戚不由天
命即無奈何
心可使泰然
且務由己者
省躬諒非難
勿問由天者
天高難與言","詠懷冉求與顔淵
卞和與馬遷
或罹天六極
或被人刑殘
顧我信爲幸
百骸且完全
五十不爲夭
吾今欠數年
知分心自足
委順身常安
故雖窮退日
而無戚戚顔
昔有榮先生
從事於其間
今我不量力
舉心欲攀援
窮通不由己
歡戚不由天
命即無奈何
心可使泰然
且務由己者
省躬諒非難
勿問由天者
天高難與言",145
325,poem,325,卷七,,,閑適,夜琴,,,325,revised_jsonl_direct,0326,818,revised_jsonl,笺；蜀都赋；李凭箜篌引,蜀都赋,1,True,,0,False,1,8,"蜀桐木性實
楚絲音韻清
調慢彈且緩
夜深十數聲
入耳淡無味
愜心潛有情
自弄還自罷
亦不要人聽","夜琴蜀桐木性實
楚絲音韻清
調慢彈且緩
夜深十數聲
入耳淡無味
愜心潛有情
自弄還自罷
亦不要人聽",49
